,hpso01 (Ingest) [Bmax=16250],hpso01 (RCAL) [Bmax=16250],hpso01 (FastImg) [Bmax=16250],hpso01 (ICAL) [Bmax=16250],hpso01 (DPrepA) [Bmax=16250],hpso01 (DPrepB) [Bmax=16250],hpso01 (DPrepC) [Bmax=16250],hpso01 (DPrepD) [Bmax=16250],hpso02a (Ingest) [Bmax=16250],hpso02a (RCAL) [Bmax=16250],hpso02a (FastImg) [Bmax=16250],hpso02a (ICAL) [Bmax=16250],hpso02a (DPrepA) [Bmax=16250],hpso02a (DPrepB) [Bmax=16250],hpso02a (DPrepC) [Bmax=16250],hpso02a (DPrepD) [Bmax=16250],hpso02b (Ingest) [Bmax=16250],hpso02b (RCAL) [Bmax=16250],hpso02b (FastImg) [Bmax=16250],hpso02b (ICAL) [Bmax=16250],hpso02b (DPrepA) [Bmax=16250],hpso02b (DPrepB) [Bmax=16250],hpso02b (DPrepC) [Bmax=16250],hpso02b (DPrepD) [Bmax=16250],hpso04a (Ingest) [Bmax=16250],hpso04a (RCAL) [Bmax=16250],hpso04a (FastImg) [Bmax=16250],hpso04a (PSS) [Bmax=16250],hpso04b (Ingest) [Bmax=16250],hpso04b (RCAL) [Bmax=16250],hpso04b (FastImg) [Bmax=16250],hpso04b (PSS) [Bmax=16250],hpso04c (Ingest) [Bmax=16250],hpso04c (RCAL) [Bmax=16250],hpso04c (FastImg) [Bmax=16250],hpso04c (PSS) [Bmax=16250],hpso05a (Ingest) [Bmax=16250],hpso05a (RCAL) [Bmax=16250],hpso05a (FastImg) [Bmax=16250],hpso05a (PST) [Bmax=16250],hpso05b (Ingest) [Bmax=16250],hpso05b (RCAL) [Bmax=16250],hpso05b (FastImg) [Bmax=16250],hpso05b (PST) [Bmax=16250],hpso13 (Ingest) [Bmax=16250],hpso13 (RCAL) [Bmax=16250],hpso13 (FastImg) [Bmax=16250],hpso13 (ICAL) [Bmax=16250],hpso13 (DPrepA) [Bmax=16250],hpso13 (DPrepB) [Bmax=16250],hpso13 (DPrepC) [Bmax=16250],hpso14 (Ingest) [Bmax=16250],hpso14 (RCAL) [Bmax=16250],hpso14 (FastImg) [Bmax=16250],hpso14 (ICAL) [Bmax=16250],hpso14 (DPrepA) [Bmax=16250],hpso14 (DPrepB) [Bmax=16250],hpso14 (DPrepC) [Bmax=16250],hpso15 (Ingest) [Bmax=16250],hpso15 (RCAL) [Bmax=16250],hpso15 (FastImg) [Bmax=16250],hpso15 (ICAL) [Bmax=16250],hpso15 (DPrepA) [Bmax=16250],hpso15 (DPrepB) [Bmax=16250],hpso15 (DPrepC) [Bmax=16250],hpso18 (Ingest) [Bmax=16250],hpso18 (RCAL) [Bmax=16250],hpso18 (FastImg) [Bmax=16250],hpso18 (SinglePulse) [Bmax=16250],hpso22 (Ingest) [Bmax=16250],hpso22 (RCAL) [Bmax=16250],hpso22 (FastImg) [Bmax=16250],hpso22 (ICAL) [Bmax=16250],hpso22 (DPrepA) [Bmax=16250],hpso22 (DPrepB) [Bmax=16250],hpso27and33 (Ingest) [Bmax=16250],hpso27and33 (RCAL) [Bmax=16250],hpso27and33 (FastImg) [Bmax=16250],hpso27and33 (ICAL) [Bmax=16250],hpso27and33 (DPrepA) [Bmax=16250],hpso27and33 (DPrepB) [Bmax=16250],hpso32 (Ingest) [Bmax=16250],hpso32 (RCAL) [Bmax=16250],hpso32 (FastImg) [Bmax=16250],hpso32 (ICAL) [Bmax=16250],hpso32 (DPrepB) [Bmax=16250],hpso37a (Ingest) [Bmax=16250],hpso37a (RCAL) [Bmax=16250],hpso37a (FastImg) [Bmax=16250],hpso37a (ICAL) [Bmax=16250],hpso37a (DPrepA) [Bmax=16250],hpso37a (DPrepB) [Bmax=16250],hpso37b (Ingest) [Bmax=16250],hpso37b (RCAL) [Bmax=16250],hpso37b (FastImg) [Bmax=16250],hpso37b (ICAL) [Bmax=16250],hpso37b (DPrepA) [Bmax=16250],hpso37b (DPrepB) [Bmax=16250],hpso37c (Ingest) [Bmax=16250],hpso37c (RCAL) [Bmax=16250],hpso37c (FastImg) [Bmax=16250],hpso37c (ICAL) [Bmax=16250],hpso37c (DPrepA) [Bmax=16250],hpso37c (DPrepB) [Bmax=16250],hpso38a (Ingest) [Bmax=16250],hpso38a (RCAL) [Bmax=16250],hpso38a (FastImg) [Bmax=16250],hpso38a (ICAL) [Bmax=16250],hpso38a (DPrepA) [Bmax=16250],hpso38a (DPrepB) [Bmax=16250],hpso38b (Ingest) [Bmax=16250],hpso38b (RCAL) [Bmax=16250],hpso38b (FastImg) [Bmax=16250],hpso38b (ICAL) [Bmax=16250],hpso38b (DPrepA) [Bmax=16250],hpso38b (DPrepB) [Bmax=16250],max_low (Ingest) [Bmax=16250],max_low (RCAL) [Bmax=16250],max_low (FastImg) [Bmax=16250],max_low (ICAL) [Bmax=16250],max_low (DPrepA) [Bmax=16250],max_low (DPrepA_Image) [Bmax=16250],max_low (DPrepB) [Bmax=16250],max_low (DPrepC) [Bmax=16250],max_low (DPrepD) [Bmax=16250],max_mid_band1 (Ingest) [Bmax=16250],max_mid_band1 (RCAL) [Bmax=16250],max_mid_band1 (FastImg) [Bmax=16250],max_mid_band1 (ICAL) [Bmax=16250],max_mid_band1 (DPrepA) [Bmax=16250],max_mid_band1 (DPrepA_Image) [Bmax=16250],max_mid_band1 (DPrepB) [Bmax=16250],max_mid_band1 (DPrepC) [Bmax=16250],max_mid_band1 (DPrepD) [Bmax=16250],max_mid_band2 (Ingest) [Bmax=16250],max_mid_band2 (RCAL) [Bmax=16250],max_mid_band2 (FastImg) [Bmax=16250],max_mid_band2 (ICAL) [Bmax=16250],max_mid_band2 (DPrepA) [Bmax=16250],max_mid_band2 (DPrepA_Image) [Bmax=16250],max_mid_band2 (DPrepB) [Bmax=16250],max_mid_band2 (DPrepC) [Bmax=16250],max_mid_band2 (DPrepD) [Bmax=16250],max_mid_band5a_1 (Ingest) [Bmax=16250],max_mid_band5a_1 (RCAL) [Bmax=16250],max_mid_band5a_1 (FastImg) [Bmax=16250],max_mid_band5a_1 (ICAL) [Bmax=16250],max_mid_band5a_1 (DPrepA) [Bmax=16250],max_mid_band5a_1 (DPrepA_Image) [Bmax=16250],max_mid_band5a_1 (DPrepB) [Bmax=16250],max_mid_band5a_1 (DPrepC) [Bmax=16250],max_mid_band5a_1 (DPrepD) [Bmax=16250],max_mid_band5a_2 (Ingest) [Bmax=16250],max_mid_band5a_2 (RCAL) [Bmax=16250],max_mid_band5a_2 (FastImg) [Bmax=16250],max_mid_band5a_2 (ICAL) [Bmax=16250],max_mid_band5a_2 (DPrepA) [Bmax=16250],max_mid_band5a_2 (DPrepA_Image) [Bmax=16250],max_mid_band5a_2 (DPrepB) [Bmax=16250],max_mid_band5a_2 (DPrepC) [Bmax=16250],max_mid_band5a_2 (DPrepD) [Bmax=16250],max_mid_band5b_1 (Ingest) [Bmax=16250],max_mid_band5b_1 (RCAL) [Bmax=16250],max_mid_band5b_1 (FastImg) [Bmax=16250],max_mid_band5b_1 (ICAL) [Bmax=16250],max_mid_band5b_1 (DPrepA) [Bmax=16250],max_mid_band5b_1 (DPrepA_Image) [Bmax=16250],max_mid_band5b_1 (DPrepB) [Bmax=16250],max_mid_band5b_1 (DPrepC) [Bmax=16250],max_mid_band5b_1 (DPrepD) [Bmax=16250],max_mid_band5b_2 (Ingest) [Bmax=16250],max_mid_band5b_2 (RCAL) [Bmax=16250],max_mid_band5b_2 (FastImg) [Bmax=16250],max_mid_band5b_2 (ICAL) [Bmax=16250],max_mid_band5b_2 (DPrepA) [Bmax=16250],max_mid_band5b_2 (DPrepA_Image) [Bmax=16250],max_mid_band5b_2 (DPrepB) [Bmax=16250],max_mid_band5b_2 (DPrepC) [Bmax=16250],max_mid_band5b_2 (DPrepD) [Bmax=16250]
-> Degridding Kernel Update [Tera/s],,5.079885376821405,0.03956171485128496,45.718968391615164,2.069575526230761,11.263517164775724,17.628845188759755,,,5.079885376821405,0.03956171485128496,13.854381764074654,2.069575526230761,11.263517164775724,17.628845188759755,,,5.079885376821405,0.03956171485128496,13.854381764074654,2.069575526230761,11.263517164775724,17.628845188759755,,,0.9826360311809983,0.0013771443956679234,,,2.1663007000739882,0.00013678822320951225,,,1.2747756348483426,2.1959870070453267e-05,,,0.9826360311809983,0.0013771443956679234,,,1.9001172555812966,7.980093264349397e-05,,,1.8360180403463477,5.108213574962734e-05,16.524161162063066,0.8973434602178814,1.3284254525177017,3.738204505244874,,1.345247196444513,2.5230092101952486e-05,4.920453536244484,0.6491299906039629,1.4767903480308482,2.593101765604021,,1.5291804004424117,1.6357708228673725e-05,4.848341274862761,0.5557800496934745,1.1635117955440217,1.9587743001536784,,2.1663007000739882,0.00013678822320951225,,,0.2668116120131317,5.127818153548362e-07,2.401304622545236,0.08787274595991439,0.2794524224934773,,2.133772912862079,7.507332617747358e-05,1.48801020971956,0.7882342455817873,6.2537543992879625,,5.203026907707722,0.0011500033023082352,3.602844966882884,7.59714508056559,,2.133772912862079,7.507332617747358e-05,5.966262526855204,0.7882342449172645,6.253755442174381,,2.133772912862079,7.507332617747358e-05,19.203956210798417,0.7882342449172645,6.253755016277228,,2.133772912862079,7.507332617747358e-05,19.203956210798417,0.7882342449172645,6.253755016277228,,0.3158016807539377,7.806374253498941e-07,0.9075238497855642,0.11919018087601366,0.43106572318035835,,0.3158016807539377,7.806374253498941e-07,2.8422144485092478,0.11919018087601366,0.43106572318035835,,2.3276029617809986,0.02268978803296835,20.948426655533712,0.9853220755602279,1.0111710311969273,5.351754549106886,33.53993839734668,,,5.203026907707722,0.0011500033023082352,46.82724216487148,1.909393092731146,2.201737911536407,11.979400759181814,153.48601198300472,,,1.9001172555812966,7.980093264349397e-05,17.10106187458473,0.7169156229170925,0.8235091327357055,4.451206140913635,70.05323310708978,,,0.45949740223090135,1.9206693837567855e-06,4.135476619511492,0.17755973567962519,0.27387114164781334,0.8318363735914495,2.0424717036961915,,,0.33030888196851615,8.317510582872103e-07,2.972779251332687,0.1269177015634029,0.14427855693302175,0.42561262864163607,0.8498917969518293,,,0.30483288718823637,4.014364473733787e-07,2.743495740460027,0.08108296700126973,0.09009819642852922,0.22044675795614488,0.40132120477250355,,,0.25315427346217884,8.988618440126317e-08,2.2783883395879867,0.02563668797707716,0.02563668802068854,0.051273375963004235,0.08675384964295005,
-> Visibility Weighting [Tera/s],,0.0012227345344398499,0.0037249034773571173,0.011004610809958649,0.004725269670371807,0.009450539340743615,0.012718853349405692,,,0.0012227345344398499,0.0037249034773571173,0.010308020752829933,0.004725269670371807,0.009450539340743615,0.012718853349405692,,,0.0012227345344398499,0.0037249034773571173,0.010308020752829933,0.004725269670371807,0.009450539340743615,0.012718853349405692,,,0.0007711080378896573,0.0018624517386785586,,,0.0019134968396353333,0.0002786761734185675,,,0.0019379208249786348,0.0002786761734185675,,,0.0007711080378896573,0.0018624517386785586,,,0.00033869792139728545,0.0002786761734185675,,,0.001908417736271687,0.0002786761734185675,0.017175759626445186,0.000716144879046368,0.000716144879046368,0.0013050909159476915,,0.0019457193306318947,0.0002786761734185675,0.002356137365251023,0.0007301425197481964,0.0007301425197481964,0.0012350508857295092,,0.0019064078170871114,0.0002786761734185675,0.006631181679456419,0.0007153906451572286,0.0007153906451572286,0.0011943227967706198,,0.0019134968396353333,0.0002786761734185675,,,0.00033822354386576115,0.0002786761734185675,0.00304401189479185,0.0007227289452203963,0.0014454578904407925,,0.0003489741445224337,0.0002786761734185675,0.001220238389447014,0.0007457012379953975,0.001491402475990795,,0.0003506074804203727,0.0002786761734185675,0.0012259495838057091,0.0007491914123257111,,0.0003489741445224337,0.0002786761734185675,0.0024063446555075683,0.0007457012379953975,0.001491402475990795,,0.0003489741445224337,0.0002786761734185675,0.0031407673007019035,0.0007457012379953975,0.001491402475990795,,0.0003489741445224337,0.0002786761734185675,0.0031407673007019035,0.0007457012379953975,0.001491402475990795,,0.00034218004748391684,0.0002786761734185675,0.0023594960870555754,0.0007311833527818205,0.001462366705563641,,0.00034218004748391684,0.0002786761734185675,0.0030796204273552514,0.0007311833527818205,0.001462366705563641,,0.0007693959778978815,0.0018624517386785586,0.006924563801080933,0.0023628979364518944,0.0023628979364518944,0.004725795872903789,0.006360811047783015,,,0.0003506074804203727,0.0002786761734185675,0.0031554673237833546,0.0007491914123257111,0.0007491914123257111,0.0014983828246514222,0.0027306287739830367,,,0.00033869792139728545,0.0002786761734185675,0.003048281292575569,0.0007237426131900365,0.0007237426131900365,0.001447485226380073,0.0026378738090436136,,,0.0003406482405976867,0.0002786761734185675,0.00306583416537918,0.000727910129509091,0.000727910129509091,0.001455820259018182,0.0026530634385423385,,,0.00033342483104964417,0.0002786761734185675,0.0030008234794467975,0.0007124748729805755,0.0007124748729805755,0.001424949745961151,0.002596805511773351,,,0.0003486212474017706,0.0002786761734185675,0.003137591226615935,0.0007449471539926311,0.0007449471539926311,0.0014898943079852621,0.0027151594376587595,,,0.0003339231481881048,0.0002786761734185675,0.0030053083336929434,0.0007135396960137343,0.0007135396960137343,0.0014270793920274686,0.002600686544531745,
-> Degrid [Tera/s],,0.006243196236434366,0.009801432529015459,0.056188766127909295,0.0373248504379571,0.014929940175182838,0.04879290410100873,,,0.006243196236434366,0.009801432529015459,0.03554900577141172,0.0373248504379571,0.014929940175182838,0.04879290410100873,,,0.006243196236434366,0.009801432529015459,0.03554900577141172,0.0373248504379571,0.014929940175182838,0.04879290410100873,,,0.0022643672968330002,0.0030030551487959965,,,0.0019504167020784307,0.0004609482168065125,,,0.0011339820421360507,0.00026462027547259154,,,0.0022643672968330002,0.0030030551487959965,,,0.002338398580277239,0.0007548996396782336,,,0.0009428627238119661,0.00022342275364285857,0.008485764514307697,0.0028461081806179147,0.0005692216361235829,0.005220363663790765,,0.0011858098676989983,0.00027560556949602705,0.004160928503239073,0.0035794700444533667,0.0007158940088906734,0.007719068035809432,,0.0009301265086226546,0.00022063710419012832,0.0035676140349916972,0.0028076626130220015,0.0005615325226044003,0.0037322587399081873,,0.0019504167020784307,0.0004609482168065125,,,0.0015333671154817295,0.0004957075948374079,0.013800304039335565,0.006372709611456475,0.002668125866645321,,0.0021362944369630018,0.0006693449076881599,0.0029056796693635468,0.008878465656388614,0.0035513862625554463,,0.004464480568778563,0.0013922963831991732,0.0060723583119704355,0.003710885635093044,,0.0021362944369630018,0.0006693449076881599,0.010320720417783045,0.008878465656388614,0.0035513862625554463,,0.0021362944369630018,0.0006693449076881599,0.019226649932667015,0.008878465656388614,0.0035513862625554463,,0.0021362944369630018,0.0006693449076881599,0.019226649932667015,0.008878465656388614,0.0035513862625554463,,0.0017495171785518841,0.0005590444724312064,0.008452152311916709,0.007271026950808383,0.0029084107803233534,,0.0017495171785518841,0.0005590444724312064,0.015745654606966957,0.007271026950808383,0.0029084107803233534,,0.005177297063015879,0.006881529563969505,0.04659567356714291,0.026211198735922744,0.00524223974718455,0.0104844794943691,0.5210776410343846,,,0.004464480568778563,0.0013922963831991732,0.04018032511900707,0.018554428175465217,0.003710885635093044,0.007421771270186088,0.22369310916469035,,,0.002338398580277239,0.0007548996396782336,0.02104558722249515,0.009718438021298735,0.0019436876042597468,0.0038873752085194935,0.21609462243685282,,,0.0016650425964539256,0.0005344439856374648,0.01498538336808533,0.006919951667459611,0.001383990333491922,0.002767980666983844,0.21733895688538837,,,0.0012800974626212664,0.00041978691899201764,0.011520877163591398,0.00532012172957712,0.001064024345915424,0.002128048691830848,0.21273030752447286,,,0.0010578579481393421,0.00033178415623297887,0.00952072153325408,0.004396470874192962,0.0008792941748385924,0.0017585883496771847,0.22242586113300558,,,0.0006529733810816329,0.00021381230656426512,0.005876760429734697,0.00271377571889389,0.000542755143778778,0.0012125276250403597,0.21304824172804052,
-> Phase Rotation Predict [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.18175679289234023,0.0,,,0.10567458519491504,0.0,,,0.0,0.0,,,0.0,0.0,,,0.08786410124002311,0.0,0.7907769111602081,0.0,0.0,0.0,,0.1105044557225965,0.0,0.0,0.0,0.0,0.0,,0.08667721164899198,0.0,0.1872252208946161,0.0,0.0,0.0,,0.18175679289234023,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Demix [Tera/s],0.10850616908069122,,,,,,,,0.10850616908069122,,,,,,,,0.10850616908069122,,,,,,,,0.10878722423357048,,,,0.06619698589576074,,,,0.06704192808735429,,,,0.10878722423357048,,,,0.06672170930336903,,,,0.04029618864475695,,,,,,,0.06731171560831789,,,,,,,0.06595174278068519,,,,,,,0.06619698589576074,,,,0.06662825942440949,,,,,,0.06874607121638014,,,,,,0.0690678297985629,,,,,0.06874607121638014,,,,,,0.06874607121638014,,,,,,0.06874607121638014,,,,,,0.06740766982993916,,,,,,0.06740766982993916,,,,,,0.10854568835912107,,,,,,,,,0.0690678297985629,,,,,,,,,0.06672170930336903,,,,,,,,,0.0671059119291221,,,,,,,,,0.06568293823605847,,,,,,,,,0.06867655233949496,,,,,,,,,0.06578110409168608,,,,,,,,
-> Flag [Tera/s],0.10850616908069122,0.021709765117339016,0.0220919546736989,0.19538788605605115,0.0442315012162416,0.0884630024324832,0.33414750690478423,0.576924605493281,0.10850616908069122,0.021709765117339016,0.0220919546736989,0.1302654396995513,0.0442315012162416,0.0884630024324832,0.33414750690478423,0.576924605493281,0.10850616908069122,0.021709765117339016,0.0220919546736989,0.1302654396995513,0.0442315012162416,0.0884630024324832,0.33414750690478423,0.576924605493281,0.10878722423357048,0.00666887526262767,0.006768744203217331,,0.06619698589576074,0.007270271715693609,0.002257863545212234,,0.06704192808735429,0.0042269834077966004,0.0013127361289900644,,0.10878722423357048,0.00666887526262767,0.006768744203217331,,0.06672170930336903,0.01200098990017992,0.003727039737843421,,0.04029618864475695,0.0035145640496009245,0.0010914869417704759,0.03163107644640833,0.007159614520032367,0.007159614520032367,0.03187877324986204,0.06731171560831789,0.00442017822890386,0.0013727347495670168,0.02652140854714582,0.009004458273891834,0.009004458273891834,0.047137409472186066,0.06595174278068519,0.0034670884659596802,0.0010767429035357687,0.020802802321624007,0.0070629010405987205,0.0070629010405987205,0.02279148307322171,0.06619698589576074,0.007270271715693609,0.002257863545212234,,0.06662825942440949,0.007869455039344971,0.0024439461279740404,0.07082509535410475,0.016031075552232182,0.032062151104464365,0.06874607121638014,0.010963772744366228,0.003404917706821733,0.03654746506923819,0.022334561986756672,0.044669123973513344,0.0690678297985629,0.02291236459400435,0.007115680692753376,0.07637778510286601,0.04667531311841811,0.06874607121638014,0.010963772744366228,0.003404917706821733,0.06578346019744809,0.022334561986756672,0.044669123973513344,0.06874607121638014,0.010963772744366228,0.003404917706821733,0.09867395469929605,0.022334561986756672,0.044669123973513344,0.06874607121638014,0.010963772744366228,0.003404917706821733,0.09867395469929605,0.022334561986756672,0.044669123973513344,0.06740766982993916,0.008978770590937036,0.00278845541365704,0.0538733115333108,0.01829088239125513,0.03658176478251026,0.06740766982993916,0.008978770590937036,0.00278845541365704,0.08080893531843332,0.01829088239125513,0.03658176478251026,0.10854568835912107,0.015247854252676437,0.015510635705309951,0.13723068827408794,0.031065994330202736,0.031065994330202736,0.06213198866040547,2.3085389140598207,0.5771347285149552,0.0690678297985629,0.02291236459400435,0.007115680692753376,0.2062112813460391,0.04667531311841811,0.04667531311841811,0.09335062623683622,1.36600864688411,0.3415021617210275,0.06672170930336903,0.01200098990017992,0.003727039737843421,0.1080089091016193,0.024447533278263676,0.024447533278263676,0.04889506655652735,1.3196075815485722,0.32990189538714304,0.0671059119291221,0.008545233898747319,0.0026538161826859296,0.07690710508872588,0.01740771714551124,0.01740771714551124,0.03481543429102248,1.3272062582474775,0.3318015645618694,0.06568293823605847,0.006569636826673361,0.0020402740573965475,0.05912673144006025,0.013383189861269225,0.013383189861269225,0.02676637972253845,1.2990629913360572,0.3247657478340143,0.06867655233949496,0.005429080185069292,0.0016860593696487337,0.048861721665623636,0.011059708731411093,0.011059708731411093,0.022119417462822186,1.3582700456572219,0.33956751141430547,0.06578110409168608,0.0033511496519814245,0.001040736891189597,0.03016034686783282,0.006826719687437119,0.006826719687437119,0.013653439374874237,1.3010044944643175,0.3252511236160794
-> Subtract Visibility [Tera/s],,0.02170976511733901,0.0220919546736989,0.1953878860560511,0.0442315012162416,0.0884630024324832,0.3341475069047842,,,0.02170976511733901,0.0220919546736989,0.1302654396995513,0.0442315012162416,0.0884630024324832,0.3341475069047842,,,0.02170976511733901,0.0220919546736989,0.1302654396995513,0.0442315012162416,0.0884630024324832,0.3341475069047842,,,0.00666887526262767,0.006768744203217331,,,0.007270271715693609,0.002257863545212234,,,0.0042269834077966004,0.0013127361289900644,,,0.00666887526262767,0.006768744203217331,,,0.01200098990017992,0.003727039737843421,,,0.0035145640496009245,0.0010914869417704759,0.03163107644640833,0.007159614520032367,0.007159614520032367,0.03187877324986203,,0.00442017822890386,0.0013727347495670168,0.02652140854714582,0.009004458273891834,0.009004458273891834,0.047137409472186066,,0.0034670884659596802,0.0010767429035357687,0.020802802321624007,0.0070629010405987205,0.0070629010405987205,0.02279148307322171,,0.007270271715693609,0.002257863545212234,,,0.007869455039344971,0.0024439461279740404,0.07082509535410475,0.01603107555223218,0.03206215110446436,,0.010963772744366228,0.003404917706821732,0.03654746506923819,0.022334561986756672,0.044669123973513344,,0.02291236459400435,0.007115680692753376,0.07637778510286601,0.04667531311841811,,0.010963772744366228,0.003404917706821732,0.06578346019744809,0.022334561986756672,0.044669123973513344,,0.010963772744366228,0.003404917706821732,0.09867395469929603,0.022334561986756672,0.044669123973513344,,0.010963772744366228,0.003404917706821732,0.09867395469929603,0.022334561986756672,0.044669123973513344,,0.008978770590937036,0.00278845541365704,0.0538733115333108,0.01829088239125513,0.03658176478251026,,0.008978770590937036,0.00278845541365704,0.08080893531843332,0.01829088239125513,0.03658176478251026,,0.015247854252676437,0.015510635705309951,0.13723068827408794,0.031065994330202736,0.031065994330202736,0.06213198866040547,2.3085389140598207,,,0.02291236459400435,0.007115680692753376,0.2062112813460391,0.04667531311841811,0.04667531311841811,0.09335062623683622,1.36600864688411,,,0.01200098990017992,0.003727039737843421,0.1080089091016193,0.024447533278263676,0.024447533278263676,0.04889506655652735,1.3196075815485722,,,0.008545233898747319,0.0026538161826859296,0.07690710508872588,0.01740771714551124,0.01740771714551124,0.03481543429102248,1.3272062582474775,,,0.006569636826673361,0.0020402740573965475,0.05912673144006025,0.013383189861269225,0.013383189861269225,0.02676637972253845,1.2990629913360572,,,0.005429080185069292,0.0016860593696487337,0.048861721665623636,0.011059708731411093,0.011059708731411093,0.022119417462822186,1.3582700456572219,,,0.0033511496519814245,0.001040736891189597,0.03016034686783282,0.006826719687437119,0.006826719687437119,0.013653439374874237,1.3010044944643175,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> Identify Component [Mvis/s],,,,9e-05,0.00011,0.011,0.033,,,,,9e-05,0.00011,0.011,0.033,,,,,9e-05,0.00011,0.011,0.033,,,,,,,,,,,,,,,,,,,,,,,,,0.000225,1.1e-05,0.00176,0.0352,,,,9e-06,1.1e-05,0.0033,0.055,,,,8.1e-05,1.1e-05,0.00286,0.0275,,,,,,,,1.8e-05,2.2e-05,0.011,,,,1.8e-05,2.2e-05,0.0077,,,,3.6e-05,0.0077,,,,1.8e-05,2.2e-05,0.0077,,,,1.8e-05,2.2e-05,0.0077,,,,1.8e-05,2.2e-05,0.0077,,,,1.8e-05,2.2e-05,0.011,,,,1.8e-05,2.2e-05,0.011,,,,6.3e-05,7.7e-05,7.7e-05,0.0055,0.720896,,,,,3.6e-05,4.4e-05,4.4e-05,0.0055,0.720896,,,,,2.7e-05,3.3e-05,3.3e-05,0.0055,0.720896,,,,,1.8e-05,2.2e-05,2.2e-05,0.0055,0.720896,,,,,1.8e-05,2.2e-05,2.2e-05,0.0055,0.720896,,,,,9e-06,1.1e-05,1.1e-05,0.0055,0.720896,,,,,9e-06,1.1e-05,1.1e-05,0.0055,0.720896,
-> Reprojection [Mvis/s],,0.00032,,0.00288,0.0088,0.044,0.132,,,0.00032,,0.00288,0.0088,0.044,0.132,,,0.00032,,0.00288,0.0088,0.044,0.132,,,0.00016,,,,0.004,,,,0.004,,,,0.00016,,,,0.00016,,,,0.004,,0.036,0.0044,0.00352,0.0704,,0.004,,0.00144,0.0044,0.0066,0.11,,0.004,,0.01296,0.0044,0.00572,0.055,,0.004,,,,0.00016,,0.00144,0.0044,0.044,,0.00016,,0.00144,0.0044,0.0308,,0.00016,,0.00144,0.0154,,0.00016,,0.00144,0.0044,0.0308,,0.00016,,0.00144,0.0044,0.0308,,0.00016,,0.00144,0.0044,0.0308,,0.00016,,0.00144,0.0044,0.044,,0.00016,,0.00144,0.0044,0.044,,0.00016,,0.00144,0.0044,0.00011,0.022,2.883584,,,0.00016,,0.00144,0.0044,0.00011,0.022,2.883584,,,0.00016,,0.00144,0.0044,0.00011,0.022,2.883584,,,0.00016,,0.00144,0.0044,0.00011,0.022,2.883584,,,0.00016,,0.00144,0.0044,0.00011,0.022,2.883584,,,0.00016,,0.00144,0.0044,0.00011,0.022,2.883584,,,0.00016,,0.00144,0.0044,0.00011,0.022,2.883584,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e-06,,,,,,,9e-06,,,,,,,9e-06,,,,,,,,,,,9e-06,,,,,,9e-06,,,,,,9e-06,,,,,9e-06,,,,,,9e-06,,,,,,9e-06,,,,,,9e-06,,,,,,9e-06,,,,,,9e-06,,,,,,,,,9e-06,,,,,,,,,9e-06,,,,,,,,,9e-06,,,,,,,,,9e-06,,,,,,,,,9e-06,,,,,,,,,9e-06,,,,,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00011,,,,,,,,,0.00011,,,,,,,,,0.00011,,,,,,,,,0.00011,,,,,,,,,0.00011,,,,,,,,,0.00011,,,,,,,,,0.00011,,,
