,max_LOW_continuum [blcoal] [spbf],max_LOW_spectral [blcoal] [spbf],max_MID_continuum [blcoal] [spbf],max_MID_spectral [blcoal] [spbf],max_Band5_MID_continuum [blcoal] [spbf],max_Band5_MID_spectral [blcoal] [spbf],01ICAL [blcoal] [spbf],01DPrepA [blcoal] [spbf],01DPrepB [blcoal] [spbf],01DPrepC [blcoal] [spbf],02AICAL [blcoal] [spbf],02ADPrepA [blcoal] [spbf],02ADPrepB [blcoal] [spbf],02ADPrepC [blcoal] [spbf],02BICAL [blcoal] [spbf],02BDPrepA [blcoal] [spbf],02BDPrepB [blcoal] [spbf],02BDPrepC [blcoal] [spbf],13ICAL [Bmax=40000] [blcoal] [spbf],13DPrepA [Bmax=40000] [blcoal] [spbf],13DPrepB [Bmax=40000] [blcoal] [spbf],13DPrepC [Bmax=40000] [blcoal] [spbf],14ICAL [Bmax=25000] [blcoal] [spbf],14DPrepA [Bmax=25000] [blcoal] [spbf],14DPrepB [Bmax=25000] [blcoal] [spbf],14DPrepC [Bmax=25000] [blcoal] [spbf],15ICAL [Bmax=15000] [blcoal] [spbf],15DPrepA [Bmax=15000] [blcoal] [spbf],15DPrepB [Bmax=15000] [blcoal] [spbf],15DPrepC [Bmax=15000] [blcoal] [spbf],22ICAL [blcoal] [spbf],22DPrepA [blcoal] [spbf],22DPrepB [blcoal] [spbf],27ICAL [Bmax=50000] [blcoal] [spbf],27DPrepA [Bmax=50000] [blcoal] [spbf],27DPrepB [Bmax=50000] [blcoal] [spbf],32ICAL [Bmax=20000] [blcoal] [spbf],32DPrepB [Bmax=20000] [blcoal] [spbf],37aICAL [blcoal] [spbf],37aDPrepA [blcoal] [spbf],37aDPrepB [blcoal] [spbf],37bICAL [blcoal] [spbf],37bDPrepA [blcoal] [spbf],37bDPrepB [blcoal] [spbf],37cICAL [Bmax=95000] [blcoal] [spbf],37cDPrepA [Bmax=95000] [blcoal] [spbf],37cDPrepB [Bmax=95000] [blcoal] [spbf],38aICAL [blcoal] [spbf],38aDPrepA [blcoal] [spbf],38aDPrepB [blcoal] [spbf],38bICAL [blcoal] [spbf],38bDPrepA [blcoal] [spbf],38bDPrepB [blcoal] [spbf]
Frequencies backward kernels6,,,283.72667118862813,2164.5240225641733,114.83151017761003,424.2415872219748,,,,,,,,,,,,,66.10754279185578,52.5639864303699,60.87423647069862,168.94556154408298,,,,,,,,,49.76748916527159,47.469599246937655,47.22126154698295,140.39022793262572,130.3104753803679,119.92972363253789,,,160.07754210864857,141.40799503248587,162.83582098322697,155.38123988973274,141.40799503248587,162.83582098322697,150.98352646555702,135.93452421499433,152.75968555060606,114.46409559539951,117.96377636352436,113.0486275836794,117.73918702206257,117.96377636352436,113.0486275836794
Frequencies backward kernels7,,,303.0633424656301,2719.7078572039422,120.6204380592764,515.9983656801895,,,,,,,,,,,,,,,,,,,,,,,,,54.26128338217915,50.867374867864925,50.49699161194057,,,,,,179.88959562910185,152.86924927398823,183.80312813615168,173.18521553033216,152.86924927398823,183.80312813615168,166.8553565187784,144.72485379574593,169.4182724852468,121.28578116698675,126.52601654367727,119.14782239134325,126.19157787067313,126.52601654367727,119.14782239134325
Frequencies backward kernels8,,,318.5295485209273,3115.9381012228923,125.31504835651941,582.717731001607,,,,,,,,,,,,,,,,,,,,,,,,,57.79696531811066,53.57798656426379,53.11461846912956,,,,,,195.11861772596185,161.94805282387338,199.86662965380128,186.95597561202547,161.94805282387338,199.86662965380128,179.21221373575986,151.7744840712335,182.35225668898025,126.77809592819132,133.35144866349734,124.08020212191929,132.9334863637171,133.35144866349734,124.08020212191929
Frequencies backward kernels9,,,339.9988153290891,3623.409406293132,131.91447405528473,669.0608803555219,,,,,,,,,,,,,,,,,,,,,,,,,62.63631318290132,57.33208113049885,56.74527536331356,,,,,,215.58227919664137,174.44513633507592,221.39781524782322,205.54820166981352,174.44513633507592,221.39781524782322,183.38181683101033,154.18908504151332,191.32864756791398,134.4474691261689,142.7981311813898,130.99574889383447,142.26946812369133,142.7981311813898,130.99574889383447
Frequencies backward kernels10,,,362.10371141088586,4111.643227909353,138.79652738774072,752.7314046924887,,,,,,,,,,,,,,,,,,,,,,,,,67.55194344779801,61.18862279404397,60.48040446875963,,,,,,236.02570877133996,187.2075184260311,267.9907262821344,224.1997376506572,187.2075184260311,267.9907262821344,,,,142.39073876488973,152.49630578872848,138.1879996503921,151.85891109061217,152.49630578872848,138.1879996503921
Frequencies backward kernels11,,,389.9023918392926,4584.1506185241615,145.87716304461495,834.0588059402411,,,,,,,,,,,,,,,,,,,,,,,,,72.49810908604582,65.1052863618096,64.27838224892704,,,,,,256.33108784488303,200.1053235463684,320.9461603322812,242.7843056538435,200.1053235463684,320.9461603322812,,,,150.51424118233376,162.34030492130424,145.57010437463157,161.59673051959956,162.34030492130424,145.57010437463157
Frequencies backward grid0,559.1337152950158,65536.0,1005.0053854489457,65536.0,1034.9988790363216,65536.0,429.9899422466631,398.1901223156782,500.0,1500.0,358.44033998018244,398.1901223156782,500.0,1500.0,358.44033998018244,398.1901223156782,500.0,1500.0,217.69161204396846,161.27694549614694,500.0,3200.0,500.0,198.9432998193914,100.0,5000.0,500.0,238.85374289707516,398.02881001253394,2500.0,257.9547512531722,398.02881001253394,500.0,894.2545468709208,894.2545468709208,894.2545468709208,2511.6897145573553,2511.6897145573553,652.167937578682,483.15612439994436,1207.4924417886202,559.0389802377872,483.15612439994436,1207.4924417886202,652.167937578682,483.15612439994436,1207.4924417886202,544.700977250144,1008.5130422414231,1008.5130422414231,653.5959856457442,1008.5130422414231,1008.5130422414231
Frequencies backward grid1,1117.2953217949262,65536.0,1507.2335084877068,65536.0,1552.3826770323226,65536.0,859.2872958419088,795.6877005716108,795.6877005716108,1500.0,716.1882027630096,795.6877005716108,795.6877005716108,1500.0,716.1882027630096,795.6877005716108,795.6877005716108,1500.0,326.49132165556017,241.8693256283889,604.5350169007022,3200.0,500.0,298.3591812197435,100.0,5000.0,500.0,358.2350436199255,596.9976404288616,2500.0,386.88655543856316,596.9976404288616,596.9976404288616,1341.280466795748,1341.280466795748,1341.280466795748,3767.259952131288,3767.259952131288,978.1192792840136,724.6015700009231,1811.1060218133737,838.4258482659727,724.6015700009231,1811.1060218133737,978.1192792840136,724.6015700009231,1811.1060218133737,816.9384956364858,1512.656581147074,1512.656581147074,980.28100389151,1512.656581147074,1512.656581147074
Frequencies backward grid2,2233.6181120846836,65536.0,2009.4616148571042,65536.0,2069.7664721575957,65536.0,1717.881724030251,1590.6825558293533,1590.6825558293533,1500.0,1431.683593715042,1590.6825558293533,1590.6825558293533,1500.0,1431.683593715042,1590.6825558293533,1590.6825558293533,1500.0,435.2910290982149,322.4617028333052,806.0159537629055,3200.0,536.9572860809892,397.7750591462314,100.0,5000.0,573.1213808637368,477.6163424109698,795.9664696855765,2500.0,515.818357835032,795.9664696855765,795.9664696855765,1788.3063841681017,1788.3063841681017,1788.3063841681017,5022.83018303477,5022.83018303477,1304.070614995905,966.0470075132783,2414.7195985996987,1117.8127093029952,966.0470075132783,2414.7195985996987,1304.070614995905,966.0470075132783,2414.7195985996987,1089.1760088165274,2016.800117240791,2016.800117240791,1306.96601779828,2016.800117240791,2016.800117240791
Frequencies backward grid3,4466.26348098825,65536.0,3013.917810920462,65536.0,3104.5340595364714,65536.0,3435.07044070933,3180.6721154882,3180.6721154882,2060.949145519562,2862.67420802834,3180.6721154882,3180.6721154882,2060.949145519562,2862.67420802834,3180.6721154882,3180.6721154882,2060.949145519562,652.8904418135188,483.6464543146965,1208.9778263156445,3200.0,805.3801496725802,596.6068115237296,100.0,5000.0,859.6364949340269,716.3789380602059,1193.9041270392163,2500.0,773.6819608386259,1193.9041270392163,1193.9041270392163,2682.3582163564483,2682.3582163564483,2682.3582163564483,7533.970638170312,7533.970638170312,1955.9732804231985,1448.937874446404,3621.9467489340564,1676.58642438262,1448.937874446404,3621.9467489340564,1955.9732804231985,1448.937874446404,3621.9467489340564,1633.6510299688712,3025.0871866158723,3025.0871866158723,1960.336041270146,3025.0871866158723,3025.0871866158723
Frequencies backward grid4,8931.554112875032,65536.0,5022.83018303477,65536.0,5174.069230853,65536.0,6869.447804173029,6360.65115931682,6360.65115931682,4121.205260413133,5724.655352792174,6360.65115931682,6360.65115931682,4121.205260413133,5724.655352792174,6360.65115931682,6360.65115931682,4121.205260413133,1088.0892646396737,806.0159537629055,2014.9015700148148,3200.0,1342.225873765601,994.2703121075014,100.0,5000.0,,,,,1289.4091646977774,1989.779440352671,1989.779440352671,4470.461877672626,4470.461877672626,4470.461877672626,10045.11108995104,10045.11108995104,3259.7786040836563,2414.7195985996987,6036.401045713372,2794.133846147517,2414.7195985996987,6036.401045713372,3259.7786040836563,2414.7195985996987,6036.401045713372,2722.601066020032,5041.661321982965,5041.661321982965,3267.07608300433,5041.661321982965,5041.661321982965
Frequencies backward grid5,,,7031.742547520076,65536.0,7243.604400849842,65536.0,,,,,,,,,,,,,1523.288086473978,1128.3854518718204,2820.825313173438,3200.0,,,,,,,,,1805.136367739783,2785.654753143743,2785.654753143743,6258.565537827592,6258.565537827592,6258.565537827592,,,4563.583925007532,3380.5013190529257,8450.855341013887,3911.681264714464,3380.5013190529257,8450.855341013887,4563.583925007532,3380.5013190529257,8450.855341013887,3811.551099692947,7058.235456070325,7058.235456070325,4573.8161227602595,7058.235456070325,7058.235456070325
Frequencies backward grid6,,,11049.567270263373,65536.0,11382.674739763022,65536.0,,,,,,,,,,,,,1740.887497252959,1289.570200737334,3223.787184677295,3200.0,,,,,,,,,2836.590773151726,4377.4053782844685,4377.4053782844685,8940.721027388057,8940.721027388057,8940.721027388057,,,7171.194564597031,5312.06475692582,13279.763930416846,6146.776099231232,5312.06475692582,13279.763930416846,7171.194564597031,5312.06475692582,13279.763930416846,5989.451165093498,11091.383723198613,11091.383723198613,7187.29620064201,11091.383723198613,11091.383723198613
Frequencies backward grid7,,,15067.391990198219,65536.0,15521.745078190484,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,3868.045178265424,5969.156003228102,5969.156003228102,,,,,,9778.805203194423,7243.628193459831,18108.672519208772,8381.87093257496,7243.628193459831,18108.672519208772,9778.805203194423,7243.628193459831,18108.672519208772,8167.351229610696,15124.531989867131,15124.531989867131,9800.776277769013,15124.531989867131,15124.531989867131
Frequencies backward grid8,,,18080.76052947859,65536.0,18626.047831869946,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,4641.6359820297885,7162.968971877786,7162.968971877786,,,,,,11734.513181907203,8692.300770509128,21730.353960832246,10058.192057312433,8692.300770509128,21730.353960832246,11734.513181907203,8692.300770509128,21730.353960832246,9800.776277769013,18149.39318963302,18149.39318963302,11760.88633545867,18149.39318963302,18149.39318963302
Frequencies backward grid9,,,22098.585247986757,65536.0,22765.118170239723,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,5673.090386989883,8754.719596739762,8754.719596739762,,,,,,14342.123819976441,10623.864206351685,26559.262549210896,12293.286890062791,10623.864206351685,26559.262549210896,12386.41584142446,9175.19162948914,22937.581107860868,11978.676341888648,22182.5414561377,22182.5414561377,14374.366412224357,22182.5414561377,22182.5414561377
Frequencies backward grid10,,,26116.409966266117,65536.0,26904.188508167405,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,6704.544791911086,10346.470221536132,10346.470221536132,,,,,,16949.734457906787,12555.427642058461,31388.171137799913,14528.381722726019,12555.427642058461,31388.171137799913,,,,14156.576405879654,26215.689722525978,26215.689722525978,16987.846488913263,26215.689722525978,26215.689722525978
Frequencies backward grid11,,,30134.234684264968,65536.0,31043.258846574812,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,7735.999196790231,11938.220846287122,11938.220846287122,,,,,,19557.345095862493,14486.991077609053,36217.0797262356,16763.476555282203,14486.991077609053,36217.0797262356,,,,16334.476469786141,30248.837988860792,30248.837988860792,19601.326565676056,30248.837988860792,30248.837988860792
Frequencies backward fft,200,65536,200,65536,200,65536,40,40,40,65536,40,40,40,65536,40,40,40,65536,40,40,40,65536,40,40,40,65536,40,40,40,65536,40,200,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Channels out,500,65536,500,65536,500,65536,40,40,500,1500,40,40,500,1500,40,40,500,1500,40,40,500,3200,500,40,40,65536,500,40,300,65536,40,40,500,40,40,500,500,700,500,40,700,40,40,700,40,40,700,40,40,1000,40,40,1000
Visibilities ingest [1/s],9563013120.0,9563013120.0,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,2441323970.1003394,2441323970.1003394,3902307504.987704,7111502469.689801,2339668469.8761554,2339668469.8761554,3570050.7658022386,301940665.08576727,1256607169.137975,1256607169.137975,1256607169.137975,80027283.72930248,9129632914.285711,9129632914.285711,9129632914.285711,5083465492.930651,5083465492.930651,5083465492.930651,1837603045.5608811,1837603045.5608811,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9012691084.936573,9012691084.936573,9012691084.936573,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711
Visibilities averaged [1/s],2172059316.6796484,9563013120.0,9129632914.285711,9129632914.285711,4324547694.891061,9129632914.285711,4176303988.8529987,1546842936.5080473,1546842936.5080473,3006426809.067266,2784236373.2295218,1546842936.5080473,1546842936.5080473,3006426809.067266,2784236373.2295218,1546842936.5080473,1546842936.5080473,3006426809.067266,518279302.4006185,191958754.35256025,191958754.35256025,637502759.7898726,159717856.55765587,88733912.78821754,3570050.7658022386,301940665.08576727,41204706.33754478,22892280.35432273,22892280.35432273,80027283.72930248,4490292890.902244,1663079436.8938406,1663079436.8938406,693509625.6202189,693509625.6202189,693509625.6202189,281660869.3220735,281660869.3220735,9081506650.686779,5045297899.291234,5045297899.291234,9129632914.285711,5045297899.291234,5045297899.291234,5677961517.734883,3154439281.6288333,3154439281.6288333,7584957365.175866,4213879194.9767995,4213879194.9767995,9129632914.285711,4213879194.9767995,4213879194.9767995
Visibilities pred0 [1/s],3610566.5099345464,423194095.29833394,1193049.3754058974,241609545.09431344,2089549.107053146,241609545.09431344,2776629.70880828,2571284.6156328795,3228714.7163264,9686144.1489792,2314603.2012381065,2571284.6156328795,3228714.7163264,9686144.1489792,2314603.2012381065,2571284.6156328795,3228714.7163264,9686144.1489792,258423.3333875534,191453.06271726795,992559.5537826391,3798743.8242367646,593553.7225369944,236167.07236318628,204338.06615205077,17282099.23155682,709834.0322503402,286924.8722809056,776969.5866982543,8147192.635389234,326460.5604529313,784888.6440528558,985969.6387657713,1741758.0563496475,1741758.0563496475,1741758.0563496475,5476886.68607576,5476886.68607576,774193.4141382019,573558.2324082683,2437794.6726493896,663639.3355268477,573558.2324082683,2437794.6726493896,774193.4141382019,573558.2324082683,2437794.6726493896,646618.5854327234,1988726.47989869,1988726.47989869,839706.3426737391,1988726.47989869,1988726.47989869
Visibilities pred1 [1/s],1948188.6617438558,158712256.14297408,152479.1524060275,30497742.32640041,387007.8512690362,30497742.32640041,1498309.116922096,1387412.7335039307,1387412.7335039307,2615497.38516864,1248792.2477435197,1387412.7335039307,1387412.7335039307,2615497.38516864,1248792.2477435197,1387412.7335039307,1387412.7335039307,2615497.38516864,43094.43434024189,23636.75472460505,148189.11920900785,333550.42204736493,68337.5931796131,29656.943051050603,27335.03727184524,2055012.0060082057,91826.59668477366,51170.78535152763,153496.73233838324,1073111.8579621383,60013.66413021813,143698.96361727323,143698.96361727323,322592.71539145755,322592.71539145755,322592.71539145755,966078.3365484156,966078.3365484156,131300.8370506066,72257.05382601058,451507.3894423598,97542.17331012468,72257.05382601058,451507.3894423598,131300.8370506066,72257.05382601058,451507.3894423598,107595.10430291544,377104.16499675135,377104.16499675135,155516.66327813786,377104.16499675135,377104.16499675135
Visibilities pred2 [1/s],3988616.360699523,325080391.118371,151300.85607865886,23326643.91271687,385893.14797792333,23326643.91271687,3067655.618094299,2840513.5293869544,2840513.5293869544,2678579.88287232,2556585.9151756396,2840513.5293869544,2840513.5293869544,2678579.88287232,2556585.9151756396,2840513.5293869544,2840513.5293869544,2678579.88287232,41894.65389098235,22989.168557439327,155150.26571286368,249451.56115026076,54885.06037127498,30493.917348765823,20442.989337888106,1728986.5612418326,82653.09594610172,57399.80902943874,143488.56800991428,752386.513112494,61199.49929229817,148402.25252641633,148402.25252641633,334035.04365990317,334035.04365990317,334035.04365990317,1011461.3236715904,1011461.3236715904,130918.64937161913,72737.76128307858,450207.19000064774,97257.15106242638,72737.76128307858,450207.19000064774,130918.64937161913,72737.76128307858,450207.19000064774,109344.88543987187,376017.9501183044,376017.9501183044,155065.56652426175,376017.9501183044,376017.9501183044
Visibilities pred3 [1/s],18502694.34056612,814501371.0890816,621939.9163912926,65686758.90609715,1555837.8622782843,65686758.90609715,14230700.600918198,13176787.30799331,13176787.30799331,5122820.754304671,10165196.303974409,13176787.30799331,13176787.30799331,5122820.754304671,10165196.303974409,13176787.30799331,13176787.30799331,5122820.754304671,173235.45164836865,92681.98303786464,595744.5937325673,670514.8704711453,221277.63212960755,119212.58448970686,54949.85994367155,4647440.147544678,370260.20568352944,231417.53623478668,771352.5256007435,2696509.323934977,246737.82558179213,598325.2910600234,598325.2910600234,1296876.5905214627,1296876.5905214627,1296876.5905214627,4531107.721096022,4531107.721096022,527819.5994952194,290454.2017476618,1815139.3346248912,392103.4229052717,290454.2017476618,1815139.3346248912,527819.5994952194,290454.2017476618,1815139.3346248912,440840.9056419007,1516023.046090397,1516023.046090397,625178.1438826927,1516023.046090397,1516023.046090397
Visibilities pred4 [1/s],28372268.931704037,624551447.5564055,2472590.3662639125,161307147.9011916,6367602.162721325,161307147.9011916,21821714.121548645,20205453.943647504,20205453.943647504,7854933.810632614,18185128.719827663,20205453.943647504,20205453.943647504,7854933.810632614,18185128.719827663,20205453.943647504,20205453.943647504,7854933.810632614,658342.7889311964,390140.63141154643,2438211.5735048177,1568176.327745885,827980.1275066456,511113.7128539955,154217.73333570082,13043121.240024522,,,,,976519.8450413927,2448773.5479409676,2448773.5479409676,5459394.861500343,5459394.861500343,5459394.861500343,6358200.2433016645,6358200.2433016645,2139589.800675709,1132090.3420038933,7428853.120970112,1528299.1589906237,1132090.3420038933,7428853.120970112,2139589.800675709,1132090.3420038933,7428853.120970112,1787007.7019548959,6204650.944006526,6204650.944006526,2474284.127693177,6204650.944006526,6204650.944006526
