,max_LOW_continuum [blcoal] [spbf],max_LOW_spectral [blcoal] [spbf],max_MID_continuum [blcoal] [spbf],max_MID_spectral [blcoal] [spbf],max_Band5_MID_continuum [blcoal] [spbf],max_Band5_MID_spectral [blcoal] [spbf],01ICAL [blcoal] [spbf],01DPrepA [blcoal] [spbf],01DPrepB [blcoal] [spbf],01DPrepC [blcoal] [spbf],02AICAL [blcoal] [spbf],02ADPrepA [blcoal] [spbf],02ADPrepB [blcoal] [spbf],02ADPrepC [blcoal] [spbf],02BICAL [blcoal] [spbf],02BDPrepA [blcoal] [spbf],02BDPrepB [blcoal] [spbf],02BDPrepC [blcoal] [spbf],13ICAL [Bmax=40000] [blcoal] [spbf],13DPrepA [Bmax=40000] [blcoal] [spbf],13DPrepB [Bmax=40000] [blcoal] [spbf],13DPrepC [Bmax=40000] [blcoal] [spbf],14ICAL [Bmax=25000] [blcoal] [spbf],14DPrepA [Bmax=25000] [blcoal] [spbf],14DPrepB [Bmax=25000] [blcoal] [spbf],14DPrepC [Bmax=25000] [blcoal] [spbf],15ICAL [Bmax=15000] [blcoal] [spbf],15DPrepA [Bmax=15000] [blcoal] [spbf],15DPrepB [Bmax=15000] [blcoal] [spbf],15DPrepC [Bmax=15000] [blcoal] [spbf],22ICAL [blcoal] [spbf],22DPrepA [blcoal] [spbf],22DPrepB [blcoal] [spbf],27ICAL [Bmax=50000] [blcoal] [spbf],27DPrepA [Bmax=50000] [blcoal] [spbf],27DPrepB [Bmax=50000] [blcoal] [spbf],37aICAL [blcoal] [spbf],37aDPrepA [blcoal] [spbf],37aDPrepB [blcoal] [spbf],37bICAL [blcoal] [spbf],37bDPrepA [blcoal] [spbf],37bDPrepB [blcoal] [spbf],37cICAL [blcoal] [spbf],37cDPrepA [blcoal] [spbf],37cDPrepB [blcoal] [spbf],38aICAL [blcoal] [spbf],38aDPrepA [blcoal] [spbf],38aDPrepB [blcoal] [spbf],38bICAL [blcoal] [spbf],38bDPrepA [blcoal] [spbf],38bDPrepB [blcoal] [spbf]
Pixel size [arcs],2.3062421491654153,2.3062421491654153,0.20534133042224062,0.20534133042224062,0.010560563979823412,0.010560563979823412,2.523371058752778,2.523371058752778,2.523371058752778,2.523371058752778,2.523371058752778,2.523371058752778,2.523371058752778,2.523371058752778,2.523371058752778,2.523371058752778,2.523371058752778,2.523371058752778,0.4902610584859961,0.4902610584859961,0.4902610584859961,0.4902610584859961,0.49777529571857515,0.49777529571857515,0.49777529571857515,0.5303921906084638,0.796073735268794,0.796073735268794,0.796073735268794,0.8678879523211408,0.01034895855849432,0.01034895855849432,0.01034895855849432,0.27937852856788115,0.27937852856788115,0.27937852856788115,0.08600990115055276,0.08600990115055276,0.08600990115055276,0.08600990115055276,0.08600990115055276,0.08600990115055276,0.08600990115055276,0.08600990115055276,0.08600990115055276,0.012910823817899467,0.012910823817899467,0.012910823817899467,0.012910823817899467,0.012910823817899467,0.012910823817899467
Facet side length [pixels],19869.77252328077,24530.583362075024,38507.06842351465,17827.34649236789,73747.5437237861,113807.93784534889,15884.24543731236,15884.24543731236,19855.30679664045,4902.54488805937,15884.24543731236,15884.24543731236,19855.30679664045,4902.54488805937,15884.24543731236,15884.24543731236,19855.30679664045,4902.54488805937,11728.309072199723,13403.781796799683,15637.74542959963,5791.757566518381,10159.390534032653,8708.049029170845,6772.927022688435,4862.61427269939,7022.1707371233715,5015.836240802407,7022.1707371233715,2728.3168925317373,70221.7073712337,70221.7073712337,87777.13421404213,23889.90998979984,23889.90998979984,99541.29162416598,47686.40870749826,54498.75280856944,63581.87827666434,47686.40870749826,54498.75280856944,63581.87827666434,47686.40870749826,54498.75280856944,63581.87827666434,73356.30731005316,73356.30731005316,91695.38413756646,73356.30731005316,73356.30731005316,91695.38413756646
Image side length [pixels],66232.57507760258,24530.583362075024,320892.236862622,118848.97661578593,307281.43218244205,113807.93784534889,66184.35598880152,66184.35598880152,66184.35598880152,24512.724440296854,66184.35598880152,66184.35598880152,66184.35598880152,24512.724440296854,66184.35598880152,66184.35598880152,66184.35598880152,24512.724440296854,78188.72714799814,78188.72714799814,78188.72714799814,28958.78783259191,50796.95267016326,50796.95267016326,50796.95267016326,16208.714242331302,29259.044738014043,29259.044738014043,29259.044738014043,9094.389641772457,292590.4473801404,292590.4473801404,292590.4473801404,99541.29162416598,99541.29162416598,99541.29162416598,317909.3913833217,317909.3913833217,317909.3913833217,317909.3913833217,317909.3913833217,317909.3913833217,317909.3913833217,317909.3913833217,317909.3913833217,305651.28045855486,305651.28045855486,305651.28045855486,305651.28045855486,305651.28045855486,305651.28045855486
Epsilon (approx),0.6666666666666672,0.342997170285018,0.4441757193189375,0.24373333911071637,0.4441757193189375,0.24373333911071637,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.342997170285018,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.342997170285018,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.342997170285018,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375
Qbw,2.2049999999999983,4.285749642711291,3.309501028678418,6.031181476294671,3.309501028678418,6.031181476294671,2.2049999999999983,2.2049999999999983,2.2049999999999983,4.285749642711291,2.2049999999999983,2.2049999999999983,2.2049999999999983,4.285749642711291,2.2049999999999983,2.2049999999999983,2.2049999999999983,4.285749642711291,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418
Max subband ratio,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
Number subbands,7.0,7.0,4.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Station/antenna diameter,35,35,13.5,13.5,13.5,13.5,35,35,35,35,35,35,35,35,35,35,35,35,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ionospheric timescale [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Coalesce time pred0 [s],10.0,10.0,10.0,10.0,8.75,3.22,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.400000000000002,9.800000000000002,10.0,10.0,5.833333333333334,8.166666666666668,5.833333333333334,9.333333333333334,9.333333333333334,9.333333333333334,7.466666666666668,8.750000000000002,8.750000000000002,2.1000000000000005,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.75,8.75,7.000000000000001,8.75,8.75,7.000000000000001
Coalesce time pred1 [s],10.0,8.1,10.0,10.0,5.833333333333334,2.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.000000000000002,6.125000000000002,5.250000000000002,10.0,4.200000000000001,4.900000000000001,6.300000000000002,5.600000000000001,5.833333333333334,8.166666666666668,5.833333333333334,4.666666666666667,5.833333333333334,5.833333333333334,4.666666666666667,5.250000000000002,5.250000000000002,1.2600000000000002,9.333333333333334,8.166666666666668,7.000000000000001,9.333333333333334,8.166666666666668,7.000000000000001,9.333333333333334,8.166666666666668,7.000000000000001,5.833333333333334,5.833333333333334,4.666666666666667,5.833333333333334,5.833333333333334,4.666666666666667
Coalesce time pred2 [s],10.0,5.4,8.166666666666668,10.0,4.083333333333334,1.54,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.000000000000002,6.125000000000002,5.250000000000002,7.875000000000003,4.200000000000001,4.900000000000001,6.300000000000002,5.600000000000001,5.833333333333334,8.166666666666668,5.833333333333334,4.666666666666667,4.666666666666667,4.666666666666667,3.733333333333334,3.500000000000001,3.500000000000001,0.8400000000000002,6.533333333333334,5.716666666666668,4.9,6.533333333333334,5.716666666666668,4.9,6.533333333333334,5.716666666666668,4.9,4.083333333333334,4.083333333333334,3.266666666666667,4.083333333333334,4.083333333333334,3.266666666666667
Coalesce time pred3 [s],9.0,3.6,5.833333333333334,6.533333333333334,2.916666666666667,0.9800000000000001,10.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,3.500000000000001,3.062500000000001,2.625000000000001,5.250000000000002,4.200000000000001,4.900000000000001,6.300000000000002,2.8000000000000007,5.833333333333334,8.166666666666668,5.833333333333334,4.666666666666667,2.916666666666667,2.916666666666667,2.3333333333333335,1.7500000000000004,1.7500000000000004,0.4200000000000001,4.666666666666667,4.083333333333334,3.5000000000000004,4.666666666666667,4.083333333333334,3.5000000000000004,4.666666666666667,4.083333333333334,3.5000000000000004,2.916666666666667,2.916666666666667,2.3333333333333335,2.916666666666667,2.916666666666667,2.3333333333333335
Coalesce time pred4 [s],6.0,1.8,3.5,3.733333333333334,1.75,0.56,7.5,7.5,6.0,9.000000000000002,7.5,7.5,6.0,9.000000000000002,7.5,7.5,6.0,9.000000000000002,3.500000000000001,3.062500000000001,2.625000000000001,2.625000000000001,4.200000000000001,4.900000000000001,6.300000000000002,2.8000000000000007,5.833333333333334,8.166666666666668,5.833333333333334,4.666666666666667,1.75,1.75,1.4000000000000001,1.7500000000000004,1.7500000000000004,0.4200000000000001,2.8000000000000003,2.45,2.1,2.8000000000000003,2.45,2.1,2.8000000000000003,2.45,2.1,1.75,1.75,1.4000000000000001,1.75,1.75,1.4000000000000001
Coalesce time pred5 [s],3.0,1.8,2.3333333333333335,2.8000000000000003,1.1666666666666667,0.42000000000000004,3.75,3.75,3.0,9.000000000000002,3.75,3.75,3.0,9.000000000000002,3.75,3.75,3.0,9.000000000000002,3.500000000000001,3.062500000000001,2.625000000000001,2.625000000000001,4.200000000000001,4.900000000000001,6.300000000000002,2.8000000000000007,5.833333333333334,8.166666666666668,5.833333333333334,4.666666666666667,1.1666666666666667,1.1666666666666667,0.9333333333333335,1.7500000000000004,1.7500000000000004,0.4200000000000001,1.866666666666667,1.6333333333333335,1.4000000000000001,1.866666666666667,1.6333333333333335,1.4000000000000001,1.866666666666667,1.6333333333333335,1.4000000000000001,1.1666666666666667,1.1666666666666667,0.9333333333333335,1.1666666666666667,1.1666666666666667,0.9333333333333335
Coalesce time pred6 [s],3.0,0.9,1.1666666666666667,1.866666666666667,0.5833333333333334,0.28,3.75,3.75,3.0,4.500000000000001,3.75,3.75,3.0,4.500000000000001,3.75,3.75,3.0,4.500000000000001,3.500000000000001,3.062500000000001,2.625000000000001,2.625000000000001,4.200000000000001,4.900000000000001,6.300000000000002,2.8000000000000007,5.833333333333334,8.166666666666668,5.833333333333334,4.666666666666667,0.5833333333333334,0.5833333333333334,0.46666666666666673,1.7500000000000004,1.7500000000000004,0.4200000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.5833333333333334,0.5833333333333334,0.46666666666666673,0.5833333333333334,0.5833333333333334,0.46666666666666673
Coalesce time pred7 [s],3.0,0.9,1.1666666666666667,0.9333333333333335,0.5833333333333334,0.14,3.75,3.75,3.0,4.500000000000001,3.75,3.75,3.0,4.500000000000001,3.75,3.75,3.0,4.500000000000001,3.500000000000001,3.062500000000001,2.625000000000001,2.625000000000001,4.200000000000001,4.900000000000001,6.300000000000002,2.8000000000000007,5.833333333333334,8.166666666666668,5.833333333333334,4.666666666666667,0.5833333333333334,0.5833333333333334,0.46666666666666673,1.7500000000000004,1.7500000000000004,0.4200000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.5833333333333334,0.5833333333333334,0.46666666666666673,0.5833333333333334,0.5833333333333334,0.46666666666666673
Coalesce time pred8 [s],,,1.1666666666666667,0.9333333333333335,0.5833333333333334,0.14,,,,,,,,,,,,,3.500000000000001,3.062500000000001,2.625000000000001,2.625000000000001,4.200000000000001,4.900000000000001,6.300000000000002,2.8000000000000007,5.833333333333334,8.166666666666668,5.833333333333334,4.666666666666667,0.5833333333333334,0.5833333333333334,0.46666666666666673,1.7500000000000004,1.7500000000000004,0.4200000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.5833333333333334,0.5833333333333334,0.46666666666666673,0.5833333333333334,0.5833333333333334,0.46666666666666673
Coalesce time pred9 [s],,,1.1666666666666667,0.9333333333333335,0.5833333333333334,0.14,,,,,,,,,,,,,3.500000000000001,3.062500000000001,2.625000000000001,2.625000000000001,4.200000000000001,4.900000000000001,6.300000000000002,2.8000000000000007,5.833333333333334,8.166666666666668,5.833333333333334,4.666666666666667,0.5833333333333334,0.5833333333333334,0.46666666666666673,1.7500000000000004,1.7500000000000004,0.4200000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.5833333333333334,0.5833333333333334,0.46666666666666673,0.5833333333333334,0.5833333333333334,0.46666666666666673
Coalesce time pred10 [s],,,1.1666666666666667,0.9333333333333335,0.5833333333333334,0.14,,,,,,,,,,,,,3.500000000000001,3.062500000000001,2.625000000000001,2.625000000000001,4.200000000000001,4.900000000000001,6.300000000000002,2.8000000000000007,5.833333333333334,8.166666666666668,5.833333333333334,4.666666666666667,0.5833333333333334,0.5833333333333334,0.46666666666666673,1.7500000000000004,1.7500000000000004,0.4200000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.5833333333333334,0.5833333333333334,0.46666666666666673,0.5833333333333334,0.5833333333333334,0.46666666666666673
Coalesce time pred11 [s],,,1.1666666666666667,0.9333333333333335,0.5833333333333334,0.14,,,,,,,,,,,,,3.500000000000001,3.062500000000001,2.625000000000001,2.625000000000001,4.200000000000001,4.900000000000001,6.300000000000002,2.8000000000000007,5.833333333333334,8.166666666666668,5.833333333333334,4.666666666666667,0.5833333333333334,0.5833333333333334,0.46666666666666673,1.7500000000000004,1.7500000000000004,0.4200000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.5833333333333334,0.5833333333333334,0.46666666666666673,0.5833333333333334,0.5833333333333334,0.46666666666666673
Coalesce time bw0 [s],10.0,10.0,10.0,10.0,8.75,3.22,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.400000000000002,9.800000000000002,10.0,10.0,5.833333333333334,8.166666666666668,5.833333333333334,9.333333333333334,9.333333333333334,9.333333333333334,7.466666666666668,8.750000000000002,8.750000000000002,2.1000000000000005,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.75,8.75,7.000000000000001,8.75,8.75,7.000000000000001
Coalesce time bw1 [s],10.0,8.1,10.0,10.0,5.833333333333334,2.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.000000000000002,6.125000000000002,5.250000000000002,10.0,4.200000000000001,4.900000000000001,6.300000000000002,5.600000000000001,5.833333333333334,8.166666666666668,5.833333333333334,4.666666666666667,5.833333333333334,5.833333333333334,4.666666666666667,5.250000000000002,5.250000000000002,1.2600000000000002,9.333333333333334,8.166666666666668,7.000000000000001,9.333333333333334,8.166666666666668,7.000000000000001,9.333333333333334,8.166666666666668,7.000000000000001,5.833333333333334,5.833333333333334,4.666666666666667,5.833333333333334,5.833333333333334,4.666666666666667
Coalesce time bw2 [s],10.0,5.4,8.166666666666668,10.0,4.083333333333334,1.54,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.000000000000002,6.125000000000002,5.250000000000002,7.875000000000003,4.200000000000001,4.900000000000001,6.300000000000002,5.600000000000001,5.833333333333334,8.166666666666668,5.833333333333334,4.666666666666667,4.666666666666667,4.666666666666667,3.733333333333334,3.500000000000001,3.500000000000001,0.8400000000000002,6.533333333333334,5.716666666666668,4.9,6.533333333333334,5.716666666666668,4.9,6.533333333333334,5.716666666666668,4.9,4.083333333333334,4.083333333333334,3.266666666666667,4.083333333333334,4.083333333333334,3.266666666666667
Coalesce time bw3 [s],9.0,3.6,5.833333333333334,6.533333333333334,2.916666666666667,0.9800000000000001,10.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,3.500000000000001,3.062500000000001,2.625000000000001,5.250000000000002,4.200000000000001,4.900000000000001,6.300000000000002,2.8000000000000007,5.833333333333334,8.166666666666668,5.833333333333334,4.666666666666667,2.916666666666667,2.916666666666667,2.3333333333333335,1.7500000000000004,1.7500000000000004,0.4200000000000001,4.666666666666667,4.083333333333334,3.5000000000000004,4.666666666666667,4.083333333333334,3.5000000000000004,4.666666666666667,4.083333333333334,3.5000000000000004,2.916666666666667,2.916666666666667,2.3333333333333335,2.916666666666667,2.916666666666667,2.3333333333333335
Coalesce time bw4 [s],6.0,1.8,3.5,3.733333333333334,1.75,0.56,7.5,7.5,6.0,9.000000000000002,7.5,7.5,6.0,9.000000000000002,7.5,7.5,6.0,9.000000000000002,3.500000000000001,3.062500000000001,2.625000000000001,2.625000000000001,4.200000000000001,4.900000000000001,6.300000000000002,2.8000000000000007,5.833333333333334,8.166666666666668,5.833333333333334,4.666666666666667,1.75,1.75,1.4000000000000001,1.7500000000000004,1.7500000000000004,0.4200000000000001,2.8000000000000003,2.45,2.1,2.8000000000000003,2.45,2.1,2.8000000000000003,2.45,2.1,1.75,1.75,1.4000000000000001,1.75,1.75,1.4000000000000001
Coalesce time bw5 [s],3.0,1.8,2.3333333333333335,2.8000000000000003,1.1666666666666667,0.42000000000000004,3.75,3.75,3.0,9.000000000000002,3.75,3.75,3.0,9.000000000000002,3.75,3.75,3.0,9.000000000000002,3.500000000000001,3.062500000000001,2.625000000000001,2.625000000000001,4.200000000000001,4.900000000000001,6.300000000000002,2.8000000000000007,5.833333333333334,8.166666666666668,5.833333333333334,4.666666666666667,1.1666666666666667,1.1666666666666667,0.9333333333333335,1.7500000000000004,1.7500000000000004,0.4200000000000001,1.866666666666667,1.6333333333333335,1.4000000000000001,1.866666666666667,1.6333333333333335,1.4000000000000001,1.866666666666667,1.6333333333333335,1.4000000000000001,1.1666666666666667,1.1666666666666667,0.9333333333333335,1.1666666666666667,1.1666666666666667,0.9333333333333335
Coalesce time bw6 [s],3.0,0.9,1.1666666666666667,1.866666666666667,0.5833333333333334,0.28,3.75,3.75,3.0,4.500000000000001,3.75,3.75,3.0,4.500000000000001,3.75,3.75,3.0,4.500000000000001,3.500000000000001,3.062500000000001,2.625000000000001,2.625000000000001,4.200000000000001,4.900000000000001,6.300000000000002,2.8000000000000007,5.833333333333334,8.166666666666668,5.833333333333334,4.666666666666667,0.5833333333333334,0.5833333333333334,0.46666666666666673,1.7500000000000004,1.7500000000000004,0.4200000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.5833333333333334,0.5833333333333334,0.46666666666666673,0.5833333333333334,0.5833333333333334,0.46666666666666673
Coalesce time bw7 [s],3.0,0.9,1.1666666666666667,0.9333333333333335,0.5833333333333334,0.14,3.75,3.75,3.0,4.500000000000001,3.75,3.75,3.0,4.500000000000001,3.75,3.75,3.0,4.500000000000001,3.500000000000001,3.062500000000001,2.625000000000001,2.625000000000001,4.200000000000001,4.900000000000001,6.300000000000002,2.8000000000000007,5.833333333333334,8.166666666666668,5.833333333333334,4.666666666666667,0.5833333333333334,0.5833333333333334,0.46666666666666673,1.7500000000000004,1.7500000000000004,0.4200000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.5833333333333334,0.5833333333333334,0.46666666666666673,0.5833333333333334,0.5833333333333334,0.46666666666666673
Coalesce time bw8 [s],,,1.1666666666666667,0.9333333333333335,0.5833333333333334,0.14,,,,,,,,,,,,,3.500000000000001,3.062500000000001,2.625000000000001,2.625000000000001,4.200000000000001,4.900000000000001,6.300000000000002,2.8000000000000007,5.833333333333334,8.166666666666668,5.833333333333334,4.666666666666667,0.5833333333333334,0.5833333333333334,0.46666666666666673,1.7500000000000004,1.7500000000000004,0.4200000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.9333333333333335,0.8166666666666668,0.7000000000000001,0.5833333333333334,0.5833333333333334,0.46666666666666673,0.5833333333333334,0.5833333333333334,0.46666666666666673
