,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
AW kernel support pred5 [uv-pixels],,,11.455759660683173,33.93486319987937,10.836882094436609,17.303119505671447,,,,,,,,,,,,,13.56254247595363,15.266959379954177,20.130517786568074,22.891495054336694,,,,,,,,,10.94259499508896,10.80771976258292,12.54168929396158,13.377748239315165,12.655566951291817,15.598491376840194,,,12.27942459737054,10.721002216544273,11.847398640820067,11.462929662598487,10.721002216544273,11.847398640820067,11.081690504773952,11.825013812354495,14.507249612843749,10.75003453737605,10.819637334389459,12.526739190889035,10.69441694142725,10.819637334389459,12.526739190889035
AW kernel support pred6 [uv-pixels],,,12.716860552665338,46.812839739850816,11.594767525929834,22.248893069448528,,,,,,,,,,,,,14.236480491573882,16.21148507367195,21.76207374930932,24.881137170276734,,,,,,,,,11.789391741861568,11.54084199139819,14.60439151326376,15.33829753057193,14.248861747725897,18.591927161699537,,,14.156339200655289,11.379864622873528,13.407971117864797,12.7296338573486,11.379864622873528,13.407971117864797,12.043517479298735,13.368814135558575,17.84966585973179,11.433863872447096,11.562891930209416,14.5789676081032,11.330322114172006,11.562891930209416,14.5789676081032
AW kernel support pred7 [uv-pixels],,,14.090093787404804,58.79397259515643,12.448104521228895,27.0545032383466,,,,,,,,,,,,,,,,,,,,,,,,,12.736686494755435,12.367825681397855,16.76186858953988,,,,,,16.13558783269781,12.127312135452526,15.079233471591667,14.108510932085526,12.127312135452526,15.079233471591667,13.110926203263798,15.02356590907792,21.200322120412974,12.208139058482365,12.400668611500077,16.726442856236712,12.05302171664447,12.400668611500077,16.726442856236712
AW kernel support pred8 [uv-pixels],,,15.157220961514698,67.34652061171552,13.127899290819373,30.549578435381843,,,,,,,,,,,,,,,,,,,,,,,,,13.487539643070441,13.02758987760128,18.39481191678818,,,,,,17.641233926694152,12.726338366584045,16.363310017103778,15.17977496892262,12.726338366584045,16.363310017103778,13.951869762669117,16.29569649255129,23.67573775001138,12.827701295726165,13.068641823393811,18.352257530681673,12.633058161239653,13.068641823393811,18.352257530681673
AW kernel support pred9 [uv-pixels],,,16.603245408090345,78.30114845827585,14.06822393146136,35.073229766204655,,,,,,,,,,,,,,,,,,,,,,,,,14.521653054531086,13.941373703452081,20.56432976316646,,,,,,19.648899742804446,13.559342670189178,18.088171553466626,16.631139448761274,13.559342670189178,18.088171553466626,14.237288209113562,16.722401415559435,24.491770085726007,13.68807015726064,13.99330844380743,20.512721192878182,13.44070854019679,13.99330844380743,20.512721192878182
AW kernel support pred10 [uv-pixels],,,18.058622411331953,88.8409493772198,15.033042389263045,39.45728321406006,,,,,,,,,,,,,,,,,,,,,,,,,15.57826176484749,14.880129749332909,22.71087183824621,,,,,,21.64137057874442,14.418513181077035,19.810816599343926,18.09165063554399,14.418513181077035,19.810816599343926,,,,14.574246758839536,14.942756034047138,22.650649283014562,14.27481287921414,14.942756034047138,22.650649283014562
AW kernel support pred11 [uv-pixels],,,19.51243212322152,99.04134805659676,16.011909845569193,43.71883635702544,,,,,,,,,,,,,,,,,,,,,,,,,16.646532950611714,15.8335509706761,24.82770312880193,,,,,,23.61065490095428,15.294040390130368,21.521445699875677,19.550402469736113,15.294040390130368,21.521445699875677,,,,15.47623974315705,15.90661953715053,24.75923303405068,15.12574242929965,15.90661953715053,24.75923303405068
"W kernel support pred, ff [pixels]",(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined)
W kernel support bw0 [uv-pixels],0.9370520660019881,2.1719274932888992,1.2937212046601065,7.4456639400672175,0.9673000900112557,3.2583920822489723,0.8518975847360045,0.9944465166124299,1.4913456225990769,1.4646014727487657,0.6633524899218171,0.9944465166124299,1.4913456225990769,1.4646014727487657,0.6633524899218171,0.9944465166124299,1.4913456225990769,1.4646014727487657,2.1177810404403323,2.6642462765727224,4.027277783904078,4.742356267618232,2.719109040462983,2.2361700276682632,3.46830162453869,8.776787471902724,3.7652674039571288,2.5256238048854245,3.61813588564872,10.245279968579744,1.029043170066929,0.9496680143609263,1.7507075610796958,2.0542357482364695,1.7938768401016447,2.7643655681939268,4.912001919133781,3.544634939470342,1.6485498482783563,0.8954765943543138,1.4701398984804723,1.2971113970555075,0.8954765943543138,1.4701398984804723,1.1058362087359543,1.4604834034525542,2.4281642094691698,0.9139301417296659,0.9569073163570263,1.744989681524644,0.8782816845805009,0.9569073163570263,1.744989681524644
W kernel support bw1 [uv-pixels],1.5771503433378673,3.6576764315304886,1.7544280348343366,10.108539670609476,1.311645315010651,4.42067456781138,1.4337589439714868,1.673802994610418,2.5107822689959898,2.4657257081827137,1.1163098575405683,1.673802994610418,2.5107822689959898,2.4657257081827137,1.1163098575405683,1.673802994610418,2.5107822689959898,2.4657257081827137,2.872520728270503,3.614163483780704,5.46460929816451,6.435702965560481,3.6886291060282885,3.033181579127753,4.705649192803302,11.917952751805089,5.1088438417994455,3.4260164890961327,4.909076680353702,13.914714946604386,1.3953931851748043,1.2877297560148726,2.374426036910198,2.7862889260828876,2.4330002422952464,3.7500571647274388,6.666114725349527,4.809284483976002,2.2358174441883376,1.2142276270859196,1.9937629513092694,1.7590270987077912,1.2142276270859196,1.9937629513092694,1.499558159518097,1.9806621898761172,3.2937437545374766,1.2392567361166815,1.297548878620915,2.366667811453657,1.190905855299462,1.297548878620915,2.366667811453657
W kernel support bw2 [uv-pixels],2.6553459761593903,6.163194547104953,2.1778617465689725,12.56014682437983,1.6280876020851256,5.4896331252385435,2.4137656694464096,2.8181975478080994,4.228905400280975,4.152943362740564,1.879037987901645,2.8181975478080994,4.228905400280975,4.152943362740564,1.879037987901645,2.8181975478080994,4.228905400280975,4.152943362740564,3.566410330224757,4.487650888563141,6.786818545749202,7.993715363445894,4.580157473928589,3.7659642508609945,5.843714779275668,14.810710014017852,6.344718307448703,4.253927619226933,6.096485871558781,17.29494504141721,1.732066393901843,1.598395258263904,2.9477836430550366,3.4593064159452087,3.02052815249917,4.656468948228141,8.280106316944645,5.972486733790648,2.7756469841306757,1.5071401091216576,2.475056360278764,2.1835724625200013,1.5071401091216576,2.475056360278764,1.8613980376761956,2.4587879736850686,4.0896191455585,1.5382142838748722,1.6105861562230535,2.9381486220048205,1.4781858480273395,1.6105861562230535,2.9381486220048205
W kernel support bw3 [uv-pixels],4.472643991599876,10.393076251462379,2.9540529193779315,17.063562196938314,2.2080547549220557,7.450730280798968,4.065345331851766,4.74724313798416,7.1270756866393565,6.9988814301413536,3.164039790507164,4.74724313798416,7.1270756866393565,6.9988814301413536,3.164039790507164,4.74724313798416,7.1270756866393565,6.9988814301413536,4.838848684038269,6.089784132896985,9.213171633051797,10.853445866120072,6.215415702763767,5.109790003916596,7.931750798799319,20.1262988123881,8.612440099606472,5.772383486984766,8.275167802565603,23.508489314812206,2.3491330933260937,2.167769301461598,3.9990256843658845,4.69343684952108,4.097772034489201,6.319055454325717,11.242743299533501,8.106698708030883,3.7653699200264477,2.043960844647964,3.35738548923036,2.9618027093136314,2.043960844647964,3.35738548923036,2.5246183299671525,3.3353060167851645,5.549262342155311,2.086119534211781,2.184309393216718,3.9859468938285216,2.0046787608304886,2.184309393216718,3.9859468938285216
W kernel support bw4 [uv-pixels],7.538446295591733,17.545049785902677,4.338209859382306,25.121345635333736,3.242005858488951,10.952496707384302,7.015387062886702,13.50054431938514,13.50054431938514,13.50054431938514,5.330491183521604,13.50054431938514,13.50054431938514,13.50054431938514,5.330491183521604,13.50054431938514,13.50054431938514,13.50054431938514,7.109321094164754,8.949559817173192,13.547557952652731,15.963902514986675,9.134418171487363,7.507832547054169,11.66062885635377,29.6424534520114,,,,,3.4492843322333484,3.182819242299994,5.8743254281803665,6.895459417978655,6.01951601646372,9.286922780528256,13.970811887501656,10.070933494554714,5.530794345834205,3.0009293988946304,4.931033587230522,4.3495996562510815,3.0009293988946304,4.931033587230522,3.7071338684028126,4.898578303435397,8.154306729989191,3.0628644738650297,3.2071194906007823,5.855095587668897,2.9432214748389094,3.2071194906007823,5.855095587668897
W kernel support bw5 [uv-pixels],,,5.588777093724158,32.42799624390208,4.175884759990484,14.120833708657138,,,,,,,,,,,,,9.162017158467147,11.536032624311131,17.471054529001208,20.591759172608864,,,,,,,,,4.443015330442375,4.099610526199459,7.56927805978024,8.886177353311151,7.756505325120952,11.971337988435456,,,7.126308191659172,3.8652151980384226,6.353019325840681,5.6034593288146795,3.8652151980384226,6.353019325840681,4.77533919670605,6.311176725649076,10.510009102248917,3.9450275733862648,4.130926294151738,7.544481079342389,3.790851318251109,4.130926294151738,7.544481079342389
W kernel support bw6 [uv-pixels],,,7.856114963258606,45.732285800175745,5.868443914732171,19.87494007074624,,,,,,,,,,,,,10.13298459423302,12.759790291924409,19.328420884034415,22.783129435749743,,,,,,,,,6.244177899697746,5.761166016564681,10.64369538612838,11.630278205457895,10.15037246143245,15.673536792502864,,,10.020076824256869,5.431511652839241,8.93161180848656,7.876774602726412,5.431511652839241,8.93161180848656,6.711655032417427,8.87272175778722,14.785485156195405,5.5437571243382315,5.805210572382542,10.60878393210656,5.326931500488362,5.805210572382542,10.60878393210656
W kernel support bw7 [uv-pixels],,,9.92626530664295,57.93730416165396,7.413184617385381,25.13853904811707,,,,,,,,,,,,,,,,,,,,,,,,,7.888167269124399,7.277575975930744,13.452146245599762,,,,,,12.663222129722968,6.860881840601403,11.286420251380438,9.952390703784532,6.860881840601403,11.286420251380438,8.479173657110064,11.211937059420563,18.693679627330507,7.002760832074923,7.333251803411857,13.4079786180823,6.728694710113036,7.333251803411857,13.4079786180823
W kernel support bw8 [uv-pixels],,,11.390405931141371,66.59995374250815,8.505394746271088,28.86653326223201,,,,,,,,,,,,,,,,,,,,,,,,,9.050620178937834,8.349736404161472,15.439206762460707,,,,,,14.533173585158359,7.871447657247622,12.95213938760114,11.420401398686902,7.871447657247622,12.95213938760114,9.729063155025813,12.866612770164043,21.46020871304177,8.034296517578547,8.41364362854512,15.388481291942428,7.719725286903919,8.41364362854512,15.388481291942428
W kernel support bw9 [uv-pixels],,,13.253971407894053,77.65996297890538,9.895197046332232,33.61742771588845,,,,,,,,,,,,,,,,,,,,,,,,,10.52988164397739,9.71400539115072,17.969186364670325,,,,,,16.91387776657915,9.157279817042449,15.072556191556867,13.28889759777475,9.157279817042449,15.072556191556867,10.134119377102484,13.40293658505867,22.357253899619767,9.3468317963944,9.788395231269133,17.9101013603149,8.980681826148775,9.788395231269133,17.9101013603149
W kernel support bw10 [uv-pixels],,,15.03708227666061,88.27635179506305,11.22463199741442,38.169060751275325,,,,,,,,,,,,,,,,,,,,,,,,,11.94496712486515,11.018995478580715,20.390774866425375,,,,,,19.192418308450467,10.387180673931313,17.10170910560815,15.07673116821346,10.387180673931313,17.10170910560815,,,,10.60229543955198,11.103420999541184,20.323678627210384,10.186769985455541,11.103420999541184,20.323678627210384
W kernel support bw11 [uv-pixels],,,16.75514868222085,98.53521515107147,12.50524917395234,42.55980089723599,,,,,,,,,,,,,,,,,,,,,,,,,13.308157621391532,12.276047260457988,22.724762763380422,,,,,,21.388385279210684,11.571848229861082,19.05708857650342,16.799352271104503,11.571848229861082,19.05708857650342,,,,11.811604318959969,12.370147335406275,22.64993643334185,11.348483777030117,12.370147335406275,22.64993643334185
AW kernel support bw0 [uv-pixels],10.043807374417263,10.233145608076933,10.083338462800263,12.467474143081962,10.046674547537398,10.517467326389124,10.036220877146887,10.049324548167533,10.110594036259464,10.106683802018239,10.02197767538351,10.049324548167533,10.110594036259464,10.106683802018239,10.02197767538351,10.049324548167533,10.110594036259464,10.106683802018239,10.221790280339766,10.34882641762976,10.780490079246274,11.067517470915414,10.36308612209353,10.246973035616024,10.584380764068237,13.305337212072027,10.685374987491176,10.314008706793103,10.634420872196992,14.316625357764357,10.052807062997946,10.044992251739183,10.152092245661562,10.208814059886322,10.159625687861393,10.37505262611309,11.141263970195391,10.60963886539565,10.134974918679305,10.040013861097822,10.10748788379705,10.08377399470909,10.040013861097822,10.10748788379705,10.060957892792889,10.106087856918737,10.290577312675273,10.041676568380502,10.04567925090671,10.151107771500975,10.03849484322573,10.04567925090671,10.151107771500975
AW kernel support bw1 [uv-pixels],10.123606235205454,10.64793862105589,10.152734495169893,14.219091893376508,10.085653842582017,10.933543050379155,10.10226037624344,10.139113199129735,10.310384454631391,10.299505001115012,10.06211447450496,10.139113199129735,10.310384454631391,10.299505001115012,10.06211447450496,10.139113199129735,10.310384454631391,10.299505001115012,10.404392117483063,10.633070002943358,11.395698959764864,11.891941500904046,10.658610823265809,10.449889496638706,11.05183850432725,15.55755757804735,11.229438338576518,10.570600218698964,11.139974589450036,17.13532293378959,10.096886754897882,10.082571493648143,10.27802991845991,10.380915469245096,10.291719495740677,10.680024753656875,12.018198098364072,11.09636054063729,10.246896098025825,10.073447708226748,10.19681767543254,10.153530239970154,10.073447708226748,10.19681767543254,10.111808674701935,10.19426420642534,10.528473199878253,10.076495286458014,10.083830278838017,10.276240388866487,10.070663173604137,10.083830278838017,10.276240388866487
AW kernel support bw2 [uv-pixels],10.34653866049443,11.746700261156928,10.234406762835278,16.0548213397091,10.131666656580412,11.407719835695314,10.287189349234223,10.389525370221278,10.857423307789265,10.828062549419029,10.175007801470104,10.389525370221278,10.857423307789265,10.828062549419029,10.175007801470104,10.389525370221278,10.857423307789265,10.828062549419029,10.616933768444346,10.960794245747957,12.085566017896113,12.802323434118938,10.998992794160014,10.685620559366827,11.582271039028782,17.87056605481003,11.842949396196655,10.867193758722705,11.711837600569597,19.97786585162794,10.148894225130348,10.126937710958853,10.425422217170047,10.581436616991082,10.446223734921633,11.030988308660874,12.983072079438928,11.647772224133904,10.378064182713157,10.112935840225788,10.301742764530493,10.235623512960784,10.112935840225788,10.301742764530493,10.171764972445283,10.297846294227659,10.803933763019774,10.11761351224273,10.128869027024555,10.422702016511305,10.10866130609332,10.128869027024555,10.422702016511305
AW kernel support bw3 [uv-pixels],10.954658564993911,14.422760968993117,10.427196586354611,19.777895612243032,10.240874269354833,12.470500459773644,10.794768763952701,11.069612342405568,12.279870025496436,12.20591419243874,10.488619918555187,11.069612342405568,12.279870025496436,12.20591419243874,10.488619918555187,11.069612342405568,12.279870025496436,12.20591419243874,11.109205938635709,11.708350472431368,13.597151596568684,14.757956740985485,11.774183298987765,11.229868827556535,12.7637247985944,22.473715845083,13.197504478851657,11.546445822018756,12.979923041398143,25.546997276874624,10.272216230695294,10.232263862135266,10.769967800519092,11.04664426241935,10.807022515320387,11.829220677409126,15.046570270304306,12.873172256393898,10.685411112102331,10.20675148783657,10.54855617244818,10.429394770977728,10.20675148783657,10.54855617244818,10.313762539054608,10.54154951729599,11.436534114060214,10.215277515125077,10.235780748203569,10.765118329141638,10.198957639588707,10.235780748203569,10.765118329141638
AW kernel support bw4 [uv-pixels],12.523105547407987,20.194770907088884,10.90046167756402,27.038528187198008,10.512402293789782,14.830953581117567,12.215386021003106,16.800735011292883,16.800735011292883,16.800735011292883,11.331996128555707,16.800735011292883,16.800735011292883,16.800735011292883,11.331996128555707,16.800735011292883,16.800735011292883,16.800735011292883,12.26957401134758,13.419933715229783,16.838536945960726,18.837361373292115,13.543913589933988,12.504701098171275,15.361323684032902,31.283782486372427,,,,,10.578164415653145,10.494300278206028,11.597745437634266,12.146907449428868,11.671956694250678,13.64723176074528,17.180907566131587,14.192381810384894,11.4275844383628,10.44057360766879,11.14966780843248,10.904999640974754,10.44057360766879,11.14966780843248,10.665028903770454,11.135352234881841,12.903205735271642,10.45854381762894,10.501695835768212,11.588017273923084,10.424133184584361,10.501695835768212,11.588017273923084
AW kernel support bw5 [uv-pixels],,,11.455759660683173,33.93486319987937,10.836882094436609,17.303119505671447,,,,,,,,,,,,,13.56254247595363,15.266959379954177,20.130517786568074,22.891495054336694,,,,,,,,,10.94259499508896,10.80771976258292,12.54168929396158,13.377748239315165,12.655566951291817,15.598491376840194,,,12.27942459737054,10.721002216544273,11.847398640820067,11.462929662598487,10.721002216544273,11.847398640820067,11.081690504773952,11.825013812354495,14.507249612843749,10.75003453737605,10.819637334389459,12.526739190889035,10.69441694142725,10.819637334389459,12.526739190889035
AW kernel support bw6 [uv-pixels],,,12.716860552665338,46.812839739850816,11.594767525929834,22.248893069448528,,,,,,,,,,,,,14.236480491573882,16.21148507367195,21.76207374930932,24.881137170276734,,,,,,,,,11.789391741861568,11.54084199139819,14.60439151326376,15.33829753057193,14.248861747725897,18.591927161699537,,,14.156339200655289,11.379864622873528,13.407971117864797,12.7296338573486,11.379864622873528,13.407971117864797,12.043517479298735,13.368814135558575,17.84966585973179,11.433863872447096,11.562891930209416,14.5789676081032,11.330322114172006,11.562891930209416,14.5789676081032
AW kernel support bw7 [uv-pixels],,,14.090093787404804,58.79397259515643,12.448104521228895,27.0545032383466,,,,,,,,,,,,,,,,,,,,,,,,,12.736686494755435,12.367825681397855,16.76186858953988,,,,,,16.13558783269781,12.127312135452526,15.079233471591667,14.108510932085526,12.127312135452526,15.079233471591667,13.110926203263798,15.02356590907792,21.200322120412974,12.208139058482365,12.400668611500077,16.726442856236712,12.05302171664447,12.400668611500077,16.726442856236712
AW kernel support bw8 [uv-pixels],,,15.157220961514698,67.34652061171552,13.127899290819373,30.549578435381843,,,,,,,,,,,,,,,,,,,,,,,,,13.487539643070441,13.02758987760128,18.39481191678818,,,,,,17.641233926694152,12.726338366584045,16.363310017103778,15.17977496892262,12.726338366584045,16.363310017103778,13.951869762669117,16.29569649255129,23.67573775001138,12.827701295726165,13.068641823393811,18.352257530681673,12.633058161239653,13.068641823393811,18.352257530681673
AW kernel support bw9 [uv-pixels],,,16.603245408090345,78.30114845827585,14.06822393146136,35.073229766204655,,,,,,,,,,,,,,,,,,,,,,,,,14.521653054531086,13.941373703452081,20.56432976316646,,,,,,19.648899742804446,13.559342670189178,18.088171553466626,16.631139448761274,13.559342670189178,18.088171553466626,14.237288209113562,16.722401415559435,24.491770085726007,13.68807015726064,13.99330844380743,20.512721192878182,13.44070854019679,13.99330844380743,20.512721192878182
AW kernel support bw10 [uv-pixels],,,18.058622411331953,88.8409493772198,15.033042389263045,39.45728321406006,,,,,,,,,,,,,,,,,,,,,,,,,15.57826176484749,14.880129749332909,22.71087183824621,,,,,,21.64137057874442,14.418513181077035,19.810816599343926,18.09165063554399,14.418513181077035,19.810816599343926,,,,14.574246758839536,14.942756034047138,22.650649283014562,14.27481287921414,14.942756034047138,22.650649283014562
AW kernel support bw11 [uv-pixels],,,19.51243212322152,99.04134805659676,16.011909845569193,43.71883635702544,,,,,,,,,,,,,,,,,,,,,,,,,16.646532950611714,15.8335509706761,24.82770312880193,,,,,,23.61065490095428,15.294040390130368,21.521445699875677,19.550402469736113,15.294040390130368,21.521445699875677,,,,15.47623974315705,15.90661953715053,24.75923303405068,15.12574242929965,15.90661953715053,24.75923303405068
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],0.37386856785626965,3.2920924323840004,1.5616652083199996,3.123330416639999,0.7397335402460926,3.123330416639999,17.252443661235596,3.195028509193212,6.390057018386424,12.419644088050848,11.501768381065045,3.195028509193212,6.390057018386424,12.419644088050848,11.501768381065045,3.195028509193212,6.390057018386424,12.419644088050848,1.0622177883119122,0.1967105405821072,0.1967105405821072,0.6532836333712048,0.32710142210494925,0.09086331887845268,0.0036557236230478326,0.30918653389646455,0.06181066911735407,0.01717021296950057,0.01717021296950057,0.06002396806848926,9.217020112932722,1.706863782796064,3.413727565592128,0.029148582938054706,0.014574291469027353,0.029148582938054706,0.21138866526935218,0.10569433263467609,18.6411959061079,5.178126833076211,10.356253666152423,18.739982499839996,5.178126833076211,10.356253666152423,11.653350405642486,3.2370584202910027,6.474116840582005,15.569297212707173,4.324819141782734,8.649638283565467,18.739982499839996,4.324819141782734,8.649638283565467
Total buffer ingest rate [TeraBytes/s],0.22951231488,0.45902462976,0.21911118994285705,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.11718355056481629,0.058591775282408144,0.0936553801197049,0.17067605927255525,0.11230408655405545,0.056152043277027726,8.568121837925374e-05,0.007246575962058415,0.0603171441186228,0.0301585720593114,0.0301585720593114,0.0019206548095032597,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.24400634366067123,0.12200317183033561,0.24400634366067123,0.0882049461869223,0.04410247309346115,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4326091720769555,0.21630458603847774,0.4326091720769555,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141
Cleaning memory [PetaBytes],0.0020822188206076676,13.537727443188897,0.04230743734749433,481.36462048704647,0.019397284682796327,441.3959892262987,0.01082662947439013,0.0010313433046020167,0.10313433046020168,0.30940299138060506,0.004811835321951169,0.0010313433046020167,0.10313433046020168,0.30940299138060506,0.004811835321951169,0.0010313433046020167,0.10313433046020168,0.30940299138060506,0.004577771617304449,0.00043607792422119794,0.218038962110599,1.3954493575078335,0.0008587339573112956,0.00018405648947858704,0.007362259579143483,8.953243699941728,0.00028490731742091257,6.106552585324769e-05,0.018319657755974307,2.8185801482119834,0.06410414641970531,0.006106552585324772,3.053276292662386,0.0014135538391955478,0.0014135538391955478,0.353388459798887,0.0005223140413270903,0.0914049572322408,0.06726978327993767,0.020762278790104217,7.266797576536476,0.15135701237985974,0.020762278790104217,7.266797576536476,0.02698265751561944,0.005783319940762054,2.024161979266719,0.06218215261170708,0.013327793340986605,6.663896670493303,0.13990984337634096,0.013327793340986605,6.663896670493303
Working (cache) memory [TeraBytes],9.826378999378132e-05,0.0003097075540841326,0.003853317561284125,0.0313490469713903,0.00028836297528655574,0.001263044645429843,0.0007071065577127979,0.0002015783009176349,0.0002015783009176349,0.0002015783009176349,0.00019852335881719184,0.0002015783009176349,0.0002015783009176349,0.0002015783009176349,0.00019852335881719184,0.0002015783009176349,0.0002015783009176349,0.0002015783009176349,0.0002130797111620737,1.70184715893698e-05,5.915331196329829e-05,9.687909564882108e-05,0.00015608911605394699,3.4668390247936712e-06,1.29884061651937e-05,0.00021336952151985986,8.373144176986463e-05,1.5756344601258598e-06,4.6421628414417975e-06,0.00010643001142275098,0.0004827071817120768,1.51553370287003e-05,9.613643601308335e-05,2.5774500041913808e-05,1.7134280621229317e-05,6.308425265337968e-05,8.935417927147688e-05,3.347026254535348e-05,0.007855069198742516,0.00022849180889933257,0.001020544875738794,0.0027964048792101254,0.00022849180889933257,0.001020544875738794,0.00027283367287600247,3.944753113220228e-05,0.00018309450730222542,0.0002429904014844398,3.101305549991054e-05,0.00019037981559843922,0.000598650667980611,3.101305549991054e-05,0.00019037981559843922
Visibility I/O Rate [TeraBytes/s],1.2462285595208986,10.97364144128,5.205550694399998,10.411101388799995,2.4657784674869756,10.411101388799995,7.987242435757221,1.7750158384406733,3.5500316768813467,6.899802271139359,5.324892769011595,1.7750158384406733,3.5500316768813467,6.899802271139359,5.324892769011595,1.7750158384406733,3.5500316768813467,6.899802271139359,0.4917674945888483,0.10928363365672622,0.10928363365672622,0.36293535187289155,0.1514358435671061,0.05047962159914038,0.002030957568359907,0.17177029660914697,0.039021887069036656,0.013007737098106494,0.013007737098106494,0.04547270308218883,4.267138941172556,0.9482576571089243,1.8965153142178486,0.658278747471877,0.3949672484831261,0.7899344969662522,0.2669048803905961,0.1601429282343577,8.63018328986477,2.876737129486784,5.753474258973568,8.675917823999997,2.876737129486784,5.753474258973568,5.39506963224189,1.7983657890505569,3.5967315781011138,7.208007968845914,2.402677300990408,4.805354601980816,8.675917823999997,2.402677300990408,4.805354601980816
Inter-Facet I/O Rate [TeraBytes/s],0.020974731709417892,1.9091666907061264,0.7458041840103166,67.88475417125014,0.6838786266370499,62.24815232678571,0.0016656353037523273,0.00019392780086533647,0.002424097510816706,0.007272292532450117,0.0007402823572232566,0.00019392780086533647,0.002424097510816706,0.007272292532450117,0.0007402823572232566,0.00019392780086533647,0.002424097510816706,0.007272292532450117,0.0035213627825418834,0.00040998779200283566,0.005124847400035446,0.03279902336022685,0.008257057281839382,0.00017304456275764592,0.00017304456275764592,0.210439488673844,0.003735672868281195,7.828913570929189e-05,0.0005871685178196893,0.09033910731448663,0.04931088186131177,0.005741203285348075,0.07176504106685094,0.02652070992862191,0.03241420102387122,0.40517751279839026,0.0034242616345744542,0.005859292130271844,0.32341241961508493,0.009760045585091725,0.1708007977391052,0.05821423553071528,0.009760045585091725,0.1708007977391052,0.010377945198315168,0.0027186546730078027,0.047576456777636555,0.02391621254296426,0.006265201997899685,0.15663004994749213,0.0538114782216696,0.006265201997899685,0.15663004994749213
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],3.6690833478662706,28.64547346758031,15.75267288715107,340.6053049805687,6.781926226638032,280.29808962037106,13.303064181222954,4.719676539253884,5.173670528690741,10.238398481413927,8.20982574124595,4.719676539253884,5.173670528690741,10.238398481413927,8.20982574124595,4.719676539253884,5.173670528690741,10.238398481413927,0.8731740050557308,0.32522912783052327,0.35729013391771036,1.2665289508919682,0.3168079606735743,0.15979348786142095,0.00799677188913446,1.6172128577518183,0.09490761849978843,0.045410281497451785,0.049120592017154296,0.7075446435521757,6.050554058951005,2.51874942891733,2.843330297340184,1.0094511195226314,1.1360885401083751,2.963722047827136,0.4830405155154899,0.5647516284255378,14.036432120379295,7.440345997457122,8.681224692076263,13.756741607824255,7.440345997457122,8.681224692076263,7.568177049086223,4.690718658955057,5.290671059991343,9.64277759097751,6.129508142157981,7.094865256090364,12.328764209678923,6.129508142157981,7.094865256090364
