Frequency Max [GHz],0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
Pipeline,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Oversampling used pred11 [1],,,,,,,,,,61.19529843309886,63.99999999996533,63.99999999996533,63.99999999998338,63.99999999998338,63.99999999998338,63.99999568174916,52.496409652459675,64.0,63.99943583657623,64.0,64.0,63.999999999997826,64.0,64.0,64.0,63.8922535573333,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.99999999998935,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.999999999999844,64.0,64.0,64.0,64.0,64.0,64.0,63.999999383000606,64.0
Oversampling used bw0 [1],31.22786864398214,2.038976106659838,2.038976105645908,1.891205988804984,3.1129527404507513,3.1129527419177307,53.150780381621786,18.649408004859716,2.823239852515087,42.42396349937101,4.525409196938334,4.525409194350409,3.943675063977956,3.9418328940573346,3.9466462237904167,63.785442758398936,41.90933353478343,15.870736579100338,62.232464526372034,5.080852296616875,5.080852302363162,3.819069613364263,14.315959181414293,14.329302597837717,63.99880230831662,62.39105055588464,15.049968149229699,63.999632751319716,6.563548851865086,6.5635488529003325,14.477601110034428,14.456017392731034,14.479952362044031,63.99999666688916,63.999733584602275,15.1190414814155,63.99999999999972,6.419537223253776,6.419537219839242,14.371160143586877,14.350573034502041,14.373403973599295,63.99999999999999,63.999999999999886,15.006509197665018,63.96518161217608,6.758752094545514,6.758752094543915,14.977933153446322,14.961741359635532,14.979550199877878,63.99686356513859,63.96589244809343,15.67412859599444
Oversampling used bw1 [1],21.04093046218938,3.9901370491473998,3.990137043671538,3.707713631782923,6.02673956933431,6.026739577065044,58.01194320851913,15.866647996855697,7.5293630910853935,45.039805542924334,7.8095562058729655,7.809556197988535,5.998846726946127,5.993818917329165,6.006967500259087,63.96988619030616,44.75691949590026,30.277865889387556,62.97298264528854,9.800913437547436,9.800913456859575,5.6276022449177105,28.080109293047215,28.119855312099588,63.99998334015745,63.07196025652028,29.56430473275099,63.99998724101695,13.778068754053002,13.778068757751598,28.475628299043244,28.41080988514765,28.482699890652817,63.99999999840818,63.999991309129065,29.680023457585648,64.0,13.678342147807584,13.67834213542033,27.57707678065367,27.515978956124343,27.583745722237033,64.0,64.0,29.497327976202996,63.99506235812369,14.272877854068156,14.272877854063118,28.817467944400725,28.769796033946164,28.822233916065834,63.999966973153825,63.996099954613136,29.982575109437384
Oversampling used bw2 [1],19.90193647946292,7.626633377678452,7.626633349732877,7.116004511244164,16.929706464131996,16.929706517122277,63.127846957779944,18.236370205551026,25.054575486463243,46.890652002503145,13.134075823689066,13.134075804548253,10.1913249039413,10.178761757666258,10.211648798483004,63.99387347892417,46.84053026792553,43.47895106301742,63.26233844652262,16.189088668150376,16.18908871359205,9.562378761866569,40.813119461913374,40.88113239214927,63.99999956692514,63.403963549092005,42.72653476278005,63.999998553141396,22.32101176377374,22.321011772062164,41.42818415907094,41.31683520879019,41.44034351724733,63.99999999999867,63.99999937953654,42.860821471506995,64.0,22.177832126008582,22.177832098195573,41.237427463730214,41.13045111553576,41.24911437630621,64.0,64.0,42.660979725632046,63.99877709054653,23.215819313410698,23.215819313399592,41.83854674110417,41.75706529894818,41.84669810767001,63.99999952391403,63.99927499645436,43.191068687609274
Oversampling used bw3 [1],25.470706671636236,23.28456849603495,23.284568306843745,22.04777546668373,47.49555965588377,47.49555965588377,63.94159070028459,20.740095718918496,54.18083524989597,49.52772282007338,25.499685715511156,25.49968565844719,20.8544109985147,20.813081229913315,20.921488641293656,63.99952270177415,49.93371053978717,58.97489291709654,63.54515940887008,30.996038809279945,30.996038936252624,19.41597778814026,57.08930772732671,57.16691157606644,63.999999998987036,63.71934915075111,58.611011110711864,63.999999927760896,39.34798761250876,39.34798763212426,57.724252634325495,57.59953985795491,57.737843902113646,64.0,63.99999999038468,58.70429004548649,64.0,39.169480391717286,39.169480325561125,57.61100621872741,57.489931721382064,57.62420851051329,64.0,64.0,58.59244718416613,63.99982183536068,40.965631681225695,40.96563168119942,58.01412503832785,57.9247910978947,58.02304765938368,63.99999999977811,63.999949076536346,58.88881847865509
Oversampling used bw4 [1],37.50531438039534,51.17081248788799,51.17081248788799,50.23299093668744,63.74604115292179,63.74604115292179,63.99709660773776,23.345368250741068,63.727446591543064,51.40771149045538,47.51438259118548,47.51438246125659,42.53918792759466,42.42182821809566,42.73044712216266,63.999982555603985,53.253819170257934,63.94521543243763,63.8202629763653,52.607582342774144,52.60758257102664,40.803502277067004,63.858143990030264,63.86637203174348,63.99999999999969,63.898677629411054,63.94265210633405,63.99999999946148,59.32755410573493,59.327554126550005,63.9141378732402,63.903792369688894,63.91522304758519,64.0,63.999999999955484,63.94793492590887,64.0,59.24684273543457,59.24684266431562,63.91017987735375,63.8998483143939,63.91126610492292,64.0,64.0,63.9449514925343,63.99999211694614,59.69453228621056,59.694532286184106,63.92817678341543,63.9216023531032,63.9288143757086,64.0,63.99999833621159,63.95297883854382
Oversampling used bw5 [1],,,,,,,,,,55.33382227596687,59.79585278341241,59.795852682495976,56.389148547874264,56.26116595722529,56.59696177734969,63.9999932143718,53.71986043927443,63.99986266394561,63.84931247146364,61.78784988611038,61.78785001762105,54.8794102191348,63.99853700612459,63.99874490519615,63.99999999999998,63.916490805661766,63.99991512016108,63.999999999840746,63.619589476437675,63.61958948160414,63.99960997169573,63.999463044520645,63.999623883195554,64.0,63.9999999999883,63.99994229642366,64.0,63.608858284298734,63.60885826639679,63.99958170864131,63.999431399440034,63.99959603272646,64.0,64.0,63.9999367443058,63.999996430473175,63.69188138522281,63.69188138521689,63.99974227289806,63.999668306362025,63.99974888929157,64.0,63.999999301999864,63.99995285828857
Oversampling used bw6 [1],,,,,,,,,,57.79276064961864,63.812062504067505,63.81206248830253,63.52785890383399,63.49514109745926,63.578683776342125,63.99999833444845,54.6215579965215,63.99999999994847,63.98738336934425,63.96701982315595,63.9670198303967,63.507096976375344,63.999999999989534,63.999999999994536,64.0,63.942949403564825,63.99999999999974,64.0,63.99917042475206,63.999170424794485,63.99999999999997,63.99999999999987,63.99999999999998,64.0,63.999999999998685,63.999999999999986,64.0,63.999140150672694,63.999140150523516,63.99999999999997,63.999999999999865,63.99999999999998,64.0,64.0,63.999999999999986,63.99999999751527,63.99996203418074,63.99996203418074,63.99999999999999,63.999999999999986,63.99999999999999,64.0,63.99999982796979,63.99999999999999
Oversampling used bw7 [1],,,,,,,,,,59.84418801609371,63.99580905627491,63.995809055508644,63.994880531060666,63.993871490247486,63.996255670733476,63.9999999999466,60.81659738275289,64.0,63.99723228972414,63.99987750461666,63.99987750467866,63.98059451664038,64.0,64.0,64.0,63.998961034531085,64.0,64.0,63.99999996664843,63.99999996664843,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.99999996582241,63.9999999658224,64.0,64.0,64.0,64.0,64.0,64.0,63.99999999997328,63.999999994150144,63.999999994150144,64.0,64.0,64.0,64.0,63.999999999998344,64.0
Oversampling used bw8 [1],,,,,,,,,,57.97525671778878,63.99984786611448,63.99984786607156,63.99984867578379,63.99979691110895,63.99990999637396,63.99999999817551,59.21480679154888,64.0,63.989453047730876,63.99999938650593,63.999999386506424,63.99881436453694,64.0,64.0,64.0,63.99548892732317,64.0,64.0,63.99999999999944,63.99999999999944,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.99999999999944,63.99999999999944,64.0,64.0,64.0,64.0,64.0,64.0,63.99999999895171,63.99999999999997,63.99999999999997,64.0,64.0,64.0,64.0,63.99999999990712,64.0
Oversampling used bw9 [1],,,,,,,,,,62.85252858556377,63.99999915425053,63.999999154250155,63.99999946156612,63.99999911112213,63.99999978146505,63.999999945524415,56.95565032811962,64.0,63.99997785909328,63.999999999936236,63.999999999936236,63.999999617005294,64.0,64.0,64.0,63.981772284401394,64.0,64.0,63.99999999999999,63.99999999999999,64.0,64.0,64.0,64.0,63.99999999999999,64.0,64.0,63.99999999999999,63.99999999999999,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.999999995604426,64.0
Oversampling used bw10 [1],,,,,,,,,,62.092574744517336,63.99999999977538,63.99999999977538,63.99999993324813,63.999999874391825,63.999999959423015,63.99999935123561,54.689946367198736,64.0,63.9998606640531,63.99999999999495,63.99999999999495,63.99999996121405,64.0,64.0,64.0,63.949982773408266,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.99999999999965,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.999999927441934,64.0
Oversampling used bw11 [1],,,,,,,,,,61.19529843309886,63.99999999996533,63.99999999996533,63.99999999998338,63.99999999998338,63.99999999998338,63.99999568174916,52.496409652459675,64.0,63.99943583657623,64.0,64.0,63.999999999997826,64.0,64.0,64.0,63.8922535573333,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.99999999998935,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.999999999999844,64.0,64.0,64.0,64.0,64.0,64.0,63.999999383000606,64.0
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Channels predict, no-smear0",931.2414905129898,603.7866629970722,603.7866629970722,559.1337152950158,931.2414905129898,931.2414905129898,1809.0904657256951,1809.0904657256951,1628.2786778496668,2511.6897145573553,1162.8485129365304,1162.8485129365304,1005.0053854489457,1005.0053854489457,1005.0053854489457,4576.81127226378,4576.81127226378,2927.246459022404,1369.9587468457216,739.9202789596652,739.9202789596652,548.1694318247697,1369.9587468457216,1369.9587468457216,2496.3359141432534,2496.3359141432534,1596.6154427183094,964.1342651844309,624.8353800384707,624.8353800384707,964.1342651844309,964.1342651844309,964.1342651844309,1756.8443345598678,1756.8443345598678,1123.6483696216517,440.17355597011345,285.2676338925193,285.2676338925193,440.17355597011345,440.17355597011345,440.17355597011345,802.0830392517163,802.0830392517163,512.9992577598294,1657.447518022577,1074.1554517174807,1074.1554517174807,1657.447518022577,1657.447518022577,1657.447518022577,3020.203232244655,3020.203232244655,1931.6697913193286
"Channels predict, no-smear1",1861.5105341316757,1206.6011546294023,1206.6011546294023,1117.2953217949262,1861.5105341316757,1861.5105341316757,3617.208237988821,3617.208237988821,3255.584691283069,3767.259952131288,1743.998188401229,1743.998188401229,1507.2335084877068,1507.2335084877068,1507.2335084877068,6864.942273636082,6864.942273636082,4390.595064095621,2054.7831546141115,1109.7254693717287,1109.7254693717287,822.0992112836918,2054.7831546141115,2054.7831546141115,3744.3488967734665,3744.3488967734665,2394.7681956579695,1446.0929017246065,937.1445813732993,937.1445813732993,1446.0929017246065,1446.0929017246065,1446.0929017246065,2635.15799966488,2635.15799966488,1685.3640564542193,660.2103737905189,427.85149409557937,427.85149409557937,660.2103737905189,660.2103737905189,660.2103737905189,1203.0745958683376,1203.0745958683376,769.4489255803708,2485.9873730119093,1611.049285867178,1611.049285867178,2485.9873730119093,2485.9873730119093,2485.9873730119093,4530.120934113291,4530.120934113291,2897.3207797379746
"Channels predict, no-smear2",3722.048367432926,2412.2297464079625,2412.2297464079625,2233.6181120846836,3722.048367432926,3722.048367432926,7233.443651746777,7233.443651746777,6510.1965728741225,5022.83018303477,2325.1478494585263,2325.1478494585263,2009.4616148571042,2009.4616148571042,2009.4616148571042,9153.073271346264,9153.073271346264,5853.943663441757,2739.607558487833,1479.5306525735034,1479.5306525735034,1096.0289810115794,2739.607558487833,2739.607558487833,4992.361877262363,4992.361877262363,3192.9209452546934,1928.0515355533043,1249.4537785218913,1249.4537785218913,1928.0515355533043,1928.0515355533043,1928.0515355533043,3513.4716632831455,3513.4716632831455,2247.0797409596876,880.2471903509299,570.4353523546921,570.4353523546921,880.2471903509299,880.2471903509299,880.2471903509299,1604.0661517954907,1604.0661517954907,1025.8985923202388,3314.5272234667896,2147.943113021092,2147.943113021092,3314.5272234667896,3314.5272234667896,3314.5272234667896,6040.038633493189,6040.038633493189,3862.9717642657424
"Channels predict, no-smear3",7443.123906952532,4823.48673394533,4823.48673394533,4466.26348098825,7443.123906952532,7443.123906952532,14465.914413852615,14465.914413852615,13019.420263376436,7533.970638170312,3487.4471571609083,3487.4471571609083,3013.917810920462,3013.917810920462,3013.917810920462,13729.335263104213,13729.335263104213,8780.640856407961,4109.256362339347,2219.14101176475,2219.14101176475,1643.8885107326514,4109.256362339347,4109.256362339347,7488.387836098659,7488.387836098659,4789.226441112072,2891.968800495013,1874.0721686334662,1874.0721686334662,2891.968800495013,2891.968800495013,2891.968800495013,5270.098989032808,5270.098989032808,3370.5111076432245,1320.3208222098451,855.6030669285161,855.6030669285161,1320.3208222098451,1320.3208222098451,1320.3208222098451,2406.0492629538408,2406.0492629538408,1538.7979247168228,4971.606919841428,3221.730760331539,3221.730760331539,4971.606919841428,4971.606919841428,4971.606919841428,9059.874029764045,9059.874029764045,5794.273729429907
"Channels predict, no-smear4",14885.274922420835,9646.000610935875,9646.000610935875,8931.554112875032,14885.274922420835,14885.274922420835,28930.855905350065,28930.855905350065,26037.867607994198,12556.251540408359,5812.045755267206,5812.045755267206,5022.83018303477,5022.83018303477,5022.83018303477,22881.859242246133,22881.859242246133,14634.035235477146,6848.5539653768465,3698.3617214896512,3698.3617214896512,2739.607558487833,6848.5539653768465,6848.5539653768465,12480.43975123657,12480.43975123657,7981.837428793979,4819.803327119454,3123.308943830835,3123.308943830835,4819.803327119454,4819.803327119454,4819.803327119454,8783.353638730738,8783.353638730738,5617.3738382134225,2200.4680844190366,1425.9384937424293,1425.9384937424293,2200.4680844190366,2200.4680844190366,2200.4680844190366,4010.0154844540652,4010.0154844540652,2564.5965882148244,8285.76630714385,5369.306046552494,5369.306046552494,8285.76630714385,8285.76630714385,8285.76630714385,15099.544819346385,15099.544819346385,9656.87765508817
"Channels predict, no-smear5",,,,,,,,,,17578.532439633425,8136.644346788232,8136.644346788232,7031.742547520076,7031.742547520076,7031.742547520076,32034.383219760202,32034.383219760202,20487.429611910986,9587.851566631676,5177.5824279175995,5177.5824279175995,3835.3266017939427,9587.851566631676,9587.851566631676,17472.491665383553,17472.491665383553,11174.448414962055,6747.637852514593,4372.54571711229,4372.54571711229,6747.637852514593,6747.637852514593,6747.637852514593,12296.60828776359,12296.60828776359,7864.236567728094,3080.6153460537075,1996.2739196668836,1996.2739196668836,3080.6153460537075,3080.6153460537075,3080.6153460537075,5613.981705611628,5613.981705611628,3590.395251217516,11599.925692369377,7516.881329584529,7516.881329584529,11599.925692369377,11599.925692369377,11599.925692369377,21139.215607677965,21139.215607677965,13519.481578975125
"Channels predict, no-smear6",,,,,,,,,,27623.094235464625,12785.841524431838,12785.841524431838,11049.567270263373,11049.567270263373,11049.567270263373,50339.43117338024,50339.43117338024,32194.218362539585,15066.446767662303,8136.023838057545,8136.023838057545,6026.764684762012,15066.446767662303,15066.446767662303,27456.595492975874,27456.595492975874,17559.670386028447,10603.30690224929,6871.019262117228,6871.019262117228,10603.30690224929,10603.30690224929,10603.30690224929,19323.11758529115,19323.11758529115,12357.962025880577,4840.909868830683,3136.944770783244,3136.944770783244,4840.909868830683,4840.909868830683,4840.909868830683,8821.91414772804,8821.91414772804,5641.992576805486,18228.244461150298,11812.031892985902,11812.031892985902,18228.244461150298,18228.244461150298,18228.244461150298,33218.55718360824,33218.55718360824,21244.689425282002
"Channels predict, no-smear7",,,,,,,,,,37667.65603029708,17435.03869966,17435.03869966,15067.391990198219,15067.391990198219,15067.391990198219,68644.47912648872,68644.47912648872,43901.00711260044,20545.041968064605,11094.465247025146,11094.465247025146,8218.202766101153,20545.041968064605,20545.041968064605,37440.69931984898,37440.69931984898,23944.89235654539,14458.975951528024,9369.492806415708,9369.492806415708,14458.975951528024,14458.975951528024,14458.975951528024,26349.62688235958,26349.62688235958,16851.68748361234,6601.204391408641,4277.615621592935,4277.615621592935,6601.204391408641,6601.204391408641,6601.204391408641,12029.846589709447,12029.846589709447,7693.589902261288,24856.56322909094,16107.182455237864,16107.182455237864,24856.56322909094,24856.56322909094,24856.56322909094,45297.898759003605,45297.898759003605,28969.89727092497
"Channels predict, no-smear8",,,,,,,,,,45201.07737624433,20921.93658050782,20921.93658050782,18080.76052947859,18080.76052947859,18080.76052947859,82373.26509018058,82373.26509018058,52681.09867435777,24653.988368231738,13313.296303445573,13313.296303445573,9861.781326708258,24653.988368231738,24653.988368231738,44928.77719007878,44928.77719007878,28733.8088344391,17350.727738383684,11243.34796445438,11243.34796445438,17350.727738383684,17350.727738383684,17350.727738383684,31619.508855287142,31619.508855287142,20221.98157672374,7921.425283300245,5133.118759595582,5133.118759595582,7921.425283300245,7921.425283300245,7921.425283300245,14435.795921088982,14435.795921088982,9232.287896301332,29827.802305074,19328.54537663272,19328.54537663272,29827.802305074,29827.802305074,29827.802305074,54357.40494034131,54357.40494034131,34763.803155122936
"Channels predict, no-smear9",,,,,,,,,,55245.639170555,25571.133754518924,25571.133754518924,22098.585247986757,22098.585247986757,22098.585247986757,100678.31304361316,100678.31304361316,64387.887423621025,30132.583568244918,16271.737711798904,16271.737711798904,12053.219407200913,30132.583568244918,30132.583568244918,54912.88101689317,54912.88101689317,35119.03080474535,21206.396787594203,13741.821508373107,13741.821508373107,21206.396787594203,21206.396787594203,21206.396787594203,38646.01815217868,38646.01815217868,24715.707034426418,9681.719805811686,6273.789610246891,6273.789610246891,9681.719805811686,9681.719805811686,9681.719805811686,17643.728363088867,17643.728363088867,11283.885221562772,36456.12107261481,23623.695938386394,23623.695938386394,36456.12107261481,36456.12107261481,36456.12107261481,66436.74651652182,66436.74651652182,42489.01100007879
"Channels predict, no-smear10",,,,,,,,,,65290.200964363954,30220.330928199935,30220.330928199935,26116.409966266117,26116.409966266117,26116.409966266117,118983.36099533516,118983.36099533516,76094.67617268747,35611.17876840851,19230.1791200106,19230.1791200106,14244.657487563067,35611.17876840851,35611.17876840851,64896.98484398008,64896.98484398008,41504.25277471908,25062.065836560167,16240.295052214517,16240.295052214517,25062.065836560167,25062.065836560167,25062.065836560167,45672.52744954128,45672.52744954128,29209.432492013344,11442.014328212696,7414.460460822171,7414.460460822171,11442.014328212696,11442.014328212696,11442.014328212696,20851.660804924362,20851.660804924362,13335.48254691276,43084.43984028982,27918.846499861975,27918.846499861975,43084.43984028982,43084.43984028982,43084.43984028982,78516.08809186322,78516.08809186322,50214.21884546187
"Channels predict, no-smear11",,,,,,,,,,75334.76275845508,34869.52810182881,34869.52810182881,30134.234684264968,30134.234684264968,30134.234684264968,137288.40894903094,137288.40894903094,87801.4649224931,41089.773967896894,22188.620528023996,22188.620528023996,16436.095567779656,41089.773967896894,41089.773967896894,74881.08867071281,74881.08867071281,47889.47474523953,28917.734885444417,18738.76859601465,18738.76859601465,28917.734885444417,28917.734885444417,28917.734885444417,52699.03674708295,52699.03674708295,33703.157949091255,13202.3088507373,8555.131311379297,8555.131311379297,13202.3088507373,13202.3088507373,13202.3088507373,24059.59324690075,24059.59324690075,15387.079872106855,49712.75860750632,32213.99706127872,32213.99706127872,49712.75860750632,49712.75860750632,49712.75860750632,90595.4296673419,90595.4296673419,57939.42669078791
"Channels backward, no-smear0",931.2414905129898,603.7866629970722,603.7866629970722,559.1337152950158,931.2414905129898,931.2414905129898,1809.0904657256951,1809.0904657256951,1628.2786778496668,2511.6897145573553,1162.8485129365304,1162.8485129365304,1005.0053854489457,1005.0053854489457,1005.0053854489457,4576.81127226378,4576.81127226378,2927.246459022404,1369.9587468457216,739.9202789596652,739.9202789596652,548.1694318247697,1369.9587468457216,1369.9587468457216,2496.3359141432534,2496.3359141432534,1596.6154427183094,964.1342651844309,624.8353800384707,624.8353800384707,964.1342651844309,964.1342651844309,964.1342651844309,1756.8443345598678,1756.8443345598678,1123.6483696216517,440.17355597011345,285.2676338925193,285.2676338925193,440.17355597011345,440.17355597011345,440.17355597011345,802.0830392517163,802.0830392517163,512.9992577598294,1657.447518022577,1074.1554517174807,1074.1554517174807,1657.447518022577,1657.447518022577,1657.447518022577,3020.203232244655,3020.203232244655,1931.6697913193286
"Channels backward, no-smear1",1861.5105341316757,1206.6011546294023,1206.6011546294023,1117.2953217949262,1861.5105341316757,1861.5105341316757,3617.208237988821,3617.208237988821,3255.584691283069,3767.259952131288,1743.998188401229,1743.998188401229,1507.2335084877068,1507.2335084877068,1507.2335084877068,6864.942273636082,6864.942273636082,4390.595064095621,2054.7831546141115,1109.7254693717287,1109.7254693717287,822.0992112836918,2054.7831546141115,2054.7831546141115,3744.3488967734665,3744.3488967734665,2394.7681956579695,1446.0929017246065,937.1445813732993,937.1445813732993,1446.0929017246065,1446.0929017246065,1446.0929017246065,2635.15799966488,2635.15799966488,1685.3640564542193,660.2103737905189,427.85149409557937,427.85149409557937,660.2103737905189,660.2103737905189,660.2103737905189,1203.0745958683376,1203.0745958683376,769.4489255803708,2485.9873730119093,1611.049285867178,1611.049285867178,2485.9873730119093,2485.9873730119093,2485.9873730119093,4530.120934113291,4530.120934113291,2897.3207797379746
"Channels backward, no-smear2",3722.048367432926,2412.2297464079625,2412.2297464079625,2233.6181120846836,3722.048367432926,3722.048367432926,7233.443651746777,7233.443651746777,6510.1965728741225,5022.83018303477,2325.1478494585263,2325.1478494585263,2009.4616148571042,2009.4616148571042,2009.4616148571042,9153.073271346264,9153.073271346264,5853.943663441757,2739.607558487833,1479.5306525735034,1479.5306525735034,1096.0289810115794,2739.607558487833,2739.607558487833,4992.361877262363,4992.361877262363,3192.9209452546934,1928.0515355533043,1249.4537785218913,1249.4537785218913,1928.0515355533043,1928.0515355533043,1928.0515355533043,3513.4716632831455,3513.4716632831455,2247.0797409596876,880.2471903509299,570.4353523546921,570.4353523546921,880.2471903509299,880.2471903509299,880.2471903509299,1604.0661517954907,1604.0661517954907,1025.8985923202388,3314.5272234667896,2147.943113021092,2147.943113021092,3314.5272234667896,3314.5272234667896,3314.5272234667896,6040.038633493189,6040.038633493189,3862.9717642657424
