,Ingest (Low) [],ICAL (Low) [],RCAL (Low) [],DPrepA (Low) [],DPrepA_Image (Low) [],DPrepB (Low) [],DPrepC (Low) [],DPrepD (Low) [],Fast_Img (Low) [],Ingest (Mid1) [],ICAL (Mid1) [],RCAL (Mid1) [],DPrepA (Mid1) [],DPrepA_Image (Mid1) [],DPrepB (Mid1) [],DPrepC (Mid1) [],DPrepD (Mid1) [],Fast_Img (Mid1) [],Ingest (Mid2) [],ICAL (Mid2) [],RCAL (Mid2) [],DPrepA (Mid2) [],DPrepA_Image (Mid2) [],DPrepB (Mid2) [],DPrepC (Mid2) [],DPrepD (Mid2) [],Fast_Img (Mid2) [],Ingest (Mid5A) [],ICAL (Mid5A) [],RCAL (Mid5A) [],DPrepA (Mid5A) [],DPrepA_Image (Mid5A) [],DPrepB (Mid5A) [],DPrepC (Mid5A) [],DPrepD (Mid5A) [],Fast_Img (Mid5A) [],Ingest (Mid5B) [],ICAL (Mid5B) [],RCAL (Mid5B) [],DPrepA (Mid5B) [],DPrepA_Image (Mid5B) [],DPrepB (Mid5B) [],DPrepC (Mid5B) [],DPrepD (Mid5B) [],Fast_Img (Mid5B) [],Ingest (Mid5C) [],ICAL (Mid5C) [],RCAL (Mid5C) [],DPrepA (Mid5C) [],DPrepA_Image (Mid5C) [],DPrepB (Mid5C) [],DPrepC (Mid5C) [],DPrepD (Mid5C) [],Fast_Img (Mid5C) []
Visibilities kernel bw7,,,,,,,,,,,642.5794580328992,642.5794580209003,641.4056195577157,627.2095121664333,664.4715577603971,960.1116781946715,,2861.8731571014646,,879.7905070113586,879.7905192719946,553.9303312765925,1253.2130240645429,3628.4308082876755,2057.9137384539076,,4090.631508935053,,1442.851475326754,1442.851477450237,4613.744607492949,4289.109185991166,4649.833185671413,8425.539900129785,,5104.605369848924,,1442.7019736637926,1442.7019905604045,4609.629301931047,4292.78433759027,4644.720103804465,22653.816908032306,,5178.374676988211,,1576.1169473978791,1576.1169473993493,4956.384553123656,4666.744426022492,4984.971222624095,5078.602001025168,,5195.776756627905
Visibilities kernel bw8,,,,,,,,,,,857.1070525622814,857.1070525442158,874.7456697552678,852.0147245896546,912.2673328853149,1068.0075038053226,,2775.4000213195977,,1224.3017400263332,1224.3017593686884,740.2868823017333,1400.02060594569,3984.7522335128215,2313.0330688397084,,4326.217966300137,,2168.3730832620877,2168.373086969656,5231.441068149538,4806.326426028909,5279.648238464022,7411.483670011389,,5988.495026991223,,2171.1522321349826,2171.1522617589026,5233.898177455545,4817.260153877083,5280.9624992104,20041.97003551673,,6170.455437274891,,2399.9087536485713,2399.9087536512,5681.091868390564,5289.048485263152,5720.518371750037,4469.492896601326,,6109.897470650003
Visibilities kernel bw9,,,,,,,,,,,1190.9708612284765,1190.9708612003164,1245.3921587958241,1207.5961792048515,1308.9280255944657,1245.7911931924086,,5227.027389297175,,1817.5594156978846,1817.5594479769452,1276.457289207732,2086.102604947299,8750.449934883067,2723.8328455490937,,8814.169949603953,,2446.797302094649,2446.797306923467,11885.684623994088,10778.085350107778,12014.09219244335,6417.613253251216,,14041.194647225942,,2453.7033155347326,2453.70335429561,11909.724341213256,10819.19953336371,12035.667970195256,17442.202022872127,,14880.554797313916,,4123.184515469642,4123.184515475223,13070.598606337031,12010.15755857287,13179.601900402555,3871.753120341981,,14384.955562409912
Visibilities kernel bw10,,,,,,,,,,,1720.5233744089198,1720.5233743649712,1375.8201429454418,1329.120462343777,1415.0764148425292,1666.0263468605083,,4220.369124861366,,1971.7445658691342,1971.7446038620633,1421.1992960214795,3404.309938542164,8486.232804945994,2444.311095691157,,8676.580706834842,,4023.6742987300445,4023.6743075268037,13101.834328278954,11756.268898395174,13260.6490463936,5682.321664569034,,15713.170468820477,,4040.0519494920054,4040.0520203646156,13145.212553010224,11815.447606237554,13301.578156738138,15495.939661510445,,17257.235087263478,,4576.5437343803615,4576.543734386961,14561.9378965394,13233.215136043867,14701.07377080607,3429.1046295812785,,16177.690693720084
Visibilities kernel bw11,,,,,,,,,,,1833.2504506713162,1833.2504506216003,1914.9279758480807,1912.1379963063102,1914.9279758480807,1506.871180750053,,3436.54910548266,,3154.460937631614,3154.461002133309,2064.4847141120285,3639.033135270099,8141.021529944846,3331.805999684747,,8405.714426173348,,4327.567895330478,4327.56790553795,14154.565273296887,12592.694038534766,14341.614879464949,5114.336510134263,,16973.97639285326,,4349.574282593543,4349.574365077355,14216.553168230319,12668.346378537637,14401.30493964217,13980.51414657333,,19427.88268005811,,4972.905756550865,4972.905756559171,15873.509653704466,14291.304426674591,16041.80295860596,3086.955483461329,,17569.69095577736
Oversampling used pred0,(undefined),2.2590408308075425,2.259040830809603,2.0958717957522737,2.097388599540473,2.0987304370870703,54.990592677030044,(undefined),3.128463915733235,(undefined),4.997969923433182,4.99796992342992,4.361583475429882,4.359040594745039,4.365383791811212,58.44629788654541,(undefined),17.367052514222813,(undefined),5.609147053112949,5.609147055655463,4.225068526577068,6.205924219356881,15.671586209064678,63.20994284504155,(undefined),16.483599255988892,(undefined),7.239913610305507,7.239913610596311,15.851981115639298,15.822932150826652,15.854851750719085,63.99999931534918,(undefined),16.558305819550007,(undefined),7.082311660027237,7.082311662257418,15.737654791880615,15.70993142967577,15.740391919023878,64.0,(undefined),16.436978203736665,(undefined),7.456689699599991,7.456689699599991,16.395444807266472,16.37364668858679,16.39739869445168,63.998778045400094,(undefined),17.156419275342806
Oversampling used pred1,,4.407558166759941,4.407558166770976,4.098098119864268,4.106288870996295,4.113560220494648,59.21738845414506,,8.30577678502209,,8.587350875508292,8.58735087549882,6.617369747974081,6.610472421009845,6.627695409616159,61.68940528671284,,32.58551069507762,,10.759011727654268,10.759011736087267,6.212096529923073,12.953491988825178,30.252217334533817,63.82812469030849,,31.85038012671854,,15.080193972918117,15.080193973939046,30.680407586492066,30.59647427196439,30.688716403816272,63.999999999794454,,31.971566991186563,,14.973631313012703,14.973631320963172,29.746126392616105,29.666764641921375,29.753975326825362,64.0,,31.78220707881944,,15.62389043077318,15.623890430773798,31.046821038027076,30.985039363406607,31.052365802577015,63.99999031280934,,32.28509025505423
Oversampling used pred2,,8.369052372148097,8.369052372203406,7.8196266254545606,7.861453076612499,7.89894073654272,63.36686441990741,,27.100281451831712,,14.348307072192199,14.348307072170144,11.18926810625036,11.172219664304308,11.214838373042092,63.14011155140142,,45.89785724605254,,17.637352975870556,17.637352995361603,10.51027271971477,21.05334164655796,43.190820065620265,63.9715919258942,,45.16931017967043,,24.191510939725838,24.191510941961468,43.82675050404667,43.68974942279687,43.840325262638416,63.99999999999987,,45.3042416702491,,24.042512797719525,24.042512815166816,43.6402941752009,43.508497505714544,43.65334023605722,64.0,,45.10804511770445,,25.157759746850132,25.1577597468519,44.25048201201179,44.15021604746927,44.259486431661166,63.9999998831965,,45.62845951778711
Oversampling used pred3,,24.989409182178747,24.98940918253261,23.736837945864984,24.01887997363636,24.27692248985884,63.95741626934696,,55.78163246365173,,27.42315693620977,27.423156936145304,22.61406285284167,22.559606962352845,22.696043341954535,63.855380863888016,,60.189947542258814,,33.1382917328241,33.13829178475349,21.102872190711636,37.49461109249607,58.510092847167456,63.998953934334544,,59.89888697060601,,41.67808150021305,41.67808150518776,59.08643325821216,58.952708395753504,59.09963683662237,64.0,,59.98243062803721,,41.50485830327721,41.504858342321846,58.99073902800503,58.86063891880782,59.003574662452515,64.0,,59.88847417208281,,43.33465324559994,43.33465324560316,59.35329773927166,59.25789682691323,59.36184162503225,63.999999999953154,,60.13769855665233
Oversampling used pred4,,52.602702136869866,52.602702136869866,51.80891581065491,51.80891581065491,51.80891581065491,63.99759695550762,,63.78920572241831,,49.432693509012196,49.432693508879126,44.76307505204241,44.62072149495915,44.978257137444416,63.989990844053914,,63.973294477327606,,54.28200256376552,54.28200264679921,43.09029126861504,58.26868586333924,63.92147615749341,63.999997754210774,,63.97320994952716,,60.37677784173498,60.37677784617234,63.95559211393898,63.94827935195794,63.95627713087441,64.0,,63.976301720652806,,60.31257950791503,60.31257954320968,63.95345935395252,63.94613763441112,63.954146265492206,64.0,,63.97482177642407,,60.7243781931816,60.72437819318389,63.964232819157296,63.95973223845597,63.96461972140442,64.0,,63.97884198280792
Oversampling used pred5,,,,,,,,,,,60.6322119663808,60.63221196628981,57.77100610648815,57.631447640632715,57.98071288601325,63.99932897899562,,63.9999569379304,,62.32528786671288,62.325287908084896,56.45426747857157,63.2941410172258,63.99944398587075,63.99999995358295,,63.99997934649126,,63.7599024561832,63.75990245706168,63.999873073793104,63.99980680778939,63.99987849486032,64.0,,63.99998755045372,,63.75336311693821,63.75336312401852,63.999863945248535,63.999796171032635,63.99986952728716,64.0,,63.99998630993118,,63.81520835686848,63.815208356868894,63.999923590475426,63.99989304953379,63.99992594613183,64.0,,63.999990064535076
Oversampling used pred6,,,,,,,,,,,63.870673454182864,63.87067345417121,63.68420451914326,63.65585490227276,63.72446632056038,63.99998336373429,,63.99999999998928,,63.97995966358232,63.97995966532625,63.677006978717216,63.998505868770515,63.99999999999902,63.99999999990768,,63.999999999999986,,63.99964523168183,63.99964523168653,64.0,63.999999999999986,64.0,64.0,,64.0,,63.99963526704087,63.99963526707905,64.0,63.999999999999986,64.0,64.0,,64.0,,63.99998869307779,63.99998869307779,64.0,64.0,64.0,64.0,,64.0
Oversampling used pred7,,,,,,,,,,,63.99742186137121,63.99742186137072,63.9973737585852,63.996715813202925,63.99817367988623,63.99998263924492,,64.0,,63.99993849375713,63.99993849376901,63.98958605503599,63.99999982823919,64.0,63.99999999999946,,64.0,,63.99999999133225,63.99999999133225,64.0,64.0,64.0,64.0,,64.0,,63.999999991311824,63.999999991311824,64.0,64.0,64.0,64.0,,64.0,,63.99999999893721,63.99999999893721,64.0,64.0,64.0,64.0,,64.0
Oversampling used pred8,,,,,,,,,,,63.99991208540625,63.99991208540622,63.99993340785833,63.99990474460847,63.99996311953406,63.99999682588064,,64.0,,63.999999729192545,63.99999972919262,63.99944659419334,63.9999999829845,64.0,63.99999999999999,,64.0,,63.99999999999991,63.99999999999991,64.0,64.0,64.0,64.0,,64.0,,63.99999999999991,63.99999999999991,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0
Oversampling used pred9,,,,,,,,,,,63.9999995422539,63.9999995422539,63.999999805726176,63.999999647696434,63.999999928572485,63.99999980694319,,64.0,,63.99999999997628,63.99999999997628,63.99999988089042,63.99999999999965,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0
Oversampling used pred10,,,,,,,,,,,63.999999999890655,63.999999999890655,63.999999975090674,63.99999994802902,63.99999998657632,63.99999999974206,,64.0,,63.99999999999791,63.99999999999791,63.999999987810256,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0
Oversampling used pred11,,,,,,,,,,,63.999999999981476,63.999999999981476,63.999999999994884,63.99999999999465,63.999999999994884,63.999999996837374,,64.0,,64.0,64.0,63.99999999999952,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0
Oversampling used bw0,(undefined),2.2590408308075425,2.259040830809603,2.0958717957522737,2.097388599540473,2.0987304370870703,54.990592677030044,(undefined),3.128463915733235,(undefined),4.997969923433182,4.99796992342992,4.361583475429882,4.359040594745039,4.365383791811212,58.44629788654541,(undefined),17.367052514222813,(undefined),5.609147053112949,5.609147055655463,4.225068526577068,6.205924219356881,15.671586209064678,63.20994284504155,(undefined),16.483599255988892,(undefined),7.239913610305507,7.239913610596311,15.851981115639298,15.822932150826652,15.854851750719085,63.99999931534918,(undefined),16.558305819550007,(undefined),7.082311660027237,7.082311662257418,15.737654791880615,15.70993142967577,15.740391919023878,64.0,(undefined),16.436978203736665,(undefined),7.456689699599991,7.456689699599991,16.395444807266472,16.37364668858679,16.39739869445168,63.998778045400094,(undefined),17.156419275342806
Oversampling used bw1,,4.407558166759941,4.407558166770976,4.098098119864268,4.106288870996295,4.113560220494648,59.21738845414506,,8.30577678502209,,8.587350875508292,8.58735087549882,6.617369747974081,6.610472421009845,6.627695409616159,61.68940528671284,,32.58551069507762,,10.759011727654268,10.759011736087267,6.212096529923073,12.953491988825178,30.252217334533817,63.82812469030849,,31.85038012671854,,15.080193972918117,15.080193973939046,30.680407586492066,30.59647427196439,30.688716403816272,63.999999999794454,,31.971566991186563,,14.973631313012703,14.973631320963172,29.746126392616105,29.666764641921375,29.753975326825362,64.0,,31.78220707881944,,15.62389043077318,15.623890430773798,31.046821038027076,30.985039363406607,31.052365802577015,63.99999031280934,,32.28509025505423
Oversampling used bw2,,8.369052372148097,8.369052372203406,7.8196266254545606,7.861453076612499,7.89894073654272,63.36686441990741,,27.100281451831712,,14.348307072192199,14.348307072170144,11.18926810625036,11.172219664304308,11.214838373042092,63.14011155140142,,45.89785724605254,,17.637352975870556,17.637352995361603,10.51027271971477,21.05334164655796,43.190820065620265,63.9715919258942,,45.16931017967043,,24.191510939725838,24.191510941961468,43.82675050404667,43.68974942279687,43.840325262638416,63.99999999999987,,45.3042416702491,,24.042512797719525,24.042512815166816,43.6402941752009,43.508497505714544,43.65334023605722,64.0,,45.10804511770445,,25.157759746850132,25.1577597468519,44.25048201201179,44.15021604746927,44.259486431661166,63.9999998831965,,45.62845951778711
Oversampling used bw3,,24.989409182178747,24.98940918253261,23.736837945864984,24.01887997363636,24.27692248985884,63.95741626934696,,55.78163246365173,,27.42315693620977,27.423156936145304,22.61406285284167,22.559606962352845,22.696043341954535,63.855380863888016,,60.189947542258814,,33.1382917328241,33.13829178475349,21.102872190711636,37.49461109249607,58.510092847167456,63.998953934334544,,59.89888697060601,,41.67808150021305,41.67808150518776,59.08643325821216,58.952708395753504,59.09963683662237,64.0,,59.98243062803721,,41.50485830327721,41.504858342321846,58.99073902800503,58.86063891880782,59.003574662452515,64.0,,59.88847417208281,,43.33465324559994,43.33465324560316,59.35329773927166,59.25789682691323,59.36184162503225,63.999999999953154,,60.13769855665233
Oversampling used bw4,,52.602702136869866,52.602702136869866,51.80891581065491,51.80891581065491,51.80891581065491,63.99759695550762,,63.78920572241831,,49.432693509012196,49.432693508879126,44.76307505204241,44.62072149495915,44.978257137444416,63.989990844053914,,63.973294477327606,,54.28200256376552,54.28200264679921,43.09029126861504,58.26868586333924,63.92147615749341,63.999997754210774,,63.97320994952716,,60.37677784173498,60.37677784617234,63.95559211393898,63.94827935195794,63.95627713087441,64.0,,63.976301720652806,,60.31257950791503,60.31257954320968,63.95345935395252,63.94613763441112,63.954146265492206,64.0,,63.97482177642407,,60.7243781931816,60.72437819318389,63.964232819157296,63.95973223845597,63.96461972140442,64.0,,63.97884198280792
Oversampling used bw5,,,,,,,,,,,60.6322119663808,60.63221196628981,57.77100610648815,57.631447640632715,57.98071288601325,63.99932897899562,,63.9999569379304,,62.32528786671288,62.325287908084896,56.45426747857157,63.2941410172258,63.99944398587075,63.99999995358295,,63.99997934649126,,63.7599024561832,63.75990245706168,63.999873073793104,63.99980680778939,63.99987849486032,64.0,,63.99998755045372,,63.75336311693821,63.75336312401852,63.999863945248535,63.999796171032635,63.99986952728716,64.0,,63.99998630993118,,63.81520835686848,63.815208356868894,63.999923590475426,63.99989304953379,63.99992594613183,64.0,,63.999990064535076
Oversampling used bw6,,,,,,,,,,,63.870673454182864,63.87067345417121,63.68420451914326,63.65585490227276,63.72446632056038,63.99998336373429,,63.99999999998928,,63.97995966358232,63.97995966532625,63.677006978717216,63.998505868770515,63.99999999999902,63.99999999990768,,63.999999999999986,,63.99964523168183,63.99964523168653,64.0,63.999999999999986,64.0,64.0,,64.0,,63.99963526704087,63.99963526707905,64.0,63.999999999999986,64.0,64.0,,64.0,,63.99998869307779,63.99998869307779,64.0,64.0,64.0,64.0,,64.0
Oversampling used bw7,,,,,,,,,,,63.99742186137121,63.99742186137072,63.9973737585852,63.996715813202925,63.99817367988623,63.99998263924492,,64.0,,63.99993849375713,63.99993849376901,63.98958605503599,63.99999982823919,64.0,63.99999999999946,,64.0,,63.99999999133225,63.99999999133225,64.0,64.0,64.0,64.0,,64.0,,63.999999991311824,63.999999991311824,64.0,64.0,64.0,64.0,,64.0,,63.99999999893721,63.99999999893721,64.0,64.0,64.0,64.0,,64.0
Oversampling used bw8,,,,,,,,,,,63.99991208540625,63.99991208540622,63.99993340785833,63.99990474460847,63.99996311953406,63.99999682588064,,64.0,,63.999999729192545,63.99999972919262,63.99944659419334,63.9999999829845,64.0,63.99999999999999,,64.0,,63.99999999999991,63.99999999999991,64.0,64.0,64.0,64.0,,64.0,,63.99999999999991,63.99999999999991,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0
Oversampling used bw9,,,,,,,,,,,63.9999995422539,63.9999995422539,63.999999805726176,63.999999647696434,63.999999928572485,63.99999980694319,,64.0,,63.99999999997628,63.99999999997628,63.99999988089042,63.99999999999965,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0
Oversampling used bw10,,,,,,,,,,,63.999999999890655,63.999999999890655,63.999999975090674,63.99999994802902,63.99999998657632,63.99999999974206,,64.0,,63.99999999999791,63.99999999999791,63.999999987810256,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0
Oversampling used bw11,,,,,,,,,,,63.999999999981476,63.999999999981476,63.999999999994884,63.99999999999465,63.999999999994884,63.999999996837374,,64.0,,64.0,64.0,63.99999999999952,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Channels predict, no-smear0",(undefined),603.7866629970722,603.7866629970722,559.1337152950158,559.1337152950158,559.1337152950158,1809.0904657256951,(undefined),1628.2786778496668,(undefined),1162.8485129365304,1162.8485129365304,1005.0053854489457,1005.0053854489457,1005.0053854489457,1373.4278293411337,(undefined),2927.246459022404,(undefined),739.9202789596652,739.9202789596652,548.1694318247697,822.0992112836918,1369.9587468457216,749.1177145263865,(undefined),1596.6154427183094,(undefined),624.8353800384707,624.8353800384707,964.1342651844309,964.1342651844309,964.1342651844309,1756.8443345598678,(undefined),1123.6483696216517,(undefined),285.2676338925193,285.2676338925193,440.17355597011345,440.17355597011345,440.17355597011345,802.0830392517163,(undefined),512.9992577598294,(undefined),1074.1554517174807,1074.1554517174807,1657.447518022577,1657.447518022577,1657.447518022577,3020.203232244655,(undefined),1931.6697913193286
"Channels predict, no-smear1",,1206.6011546294023,1206.6011546294023,1117.2953217949262,1117.2953217949262,1117.2953217949262,3617.208237988821,,3255.584691283069,,1743.998188401229,1743.998188401229,1507.2335084877068,1507.2335084877068,1507.2335084877068,2059.86715195982,,4390.595064095621,,1109.7254693717287,1109.7254693717287,822.0992112836918,1232.9938642529864,2054.7831546141115,1123.5216222788918,,2394.7681956579695,,937.1445813732993,937.1445813732993,1446.0929017246065,1446.0929017246065,1446.0929017246065,2635.15799966488,,1685.3640564542193,,427.85149409557937,427.85149409557937,660.2103737905189,660.2103737905189,660.2103737905189,1203.0745958683376,,769.4489255803708,,1611.049285867178,1611.049285867178,2485.9873730119093,2485.9873730119093,2485.9873730119093,4530.120934113291,,2897.3207797379746
"Channels predict, no-smear2",,2412.2297464079625,2412.2297464079625,2233.6181120846836,2233.6181120846836,2233.6181120846836,7233.443651746777,,6510.1965728741225,,2325.1478494585263,2325.1478494585263,2009.4616148571042,2009.4616148571042,2009.4616148571042,2746.3064623796045,,5853.943663441757,,1479.5306525735034,1479.5306525735034,1096.0289810115794,1643.8885107326514,2739.607558487833,1497.9255229095015,,3192.9209452546934,,1249.4537785218913,1249.4537785218913,1928.0515355533043,1928.0515355533043,1928.0515355533043,3513.4716632831455,,2247.0797409596876,,570.4353523546921,570.4353523546921,880.2471903509299,880.2471903509299,880.2471903509299,1604.0661517954907,,1025.8985923202388,,2147.943113021092,2147.943113021092,3314.5272234667896,3314.5272234667896,3314.5272234667896,6040.038633493189,,3862.9717642657424
"Channels predict, no-smear3",,4823.48673394533,4823.48673394533,4466.26348098825,4466.26348098825,4466.26348098825,14465.914413852615,,13019.420263376436,,3487.4471571609083,3487.4471571609083,3013.917810920462,3013.917810920462,3013.917810920462,4119.185071013969,,8780.640856407961,,2219.14101176475,2219.14101176475,1643.8885107326514,2465.6777971987854,4109.256362339347,2246.73331704666,,4789.226441112072,,1874.0721686334662,1874.0721686334662,2891.968800495013,2891.968800495013,2891.968800495013,5270.098989032808,,3370.5111076432245,,855.6030669285161,855.6030669285161,1320.3208222098451,1320.3208222098451,1320.3208222098451,2406.0492629538408,,1538.7979247168228,,3221.730760331539,3221.730760331539,4971.606919841428,4971.606919841428,4971.606919841428,9059.874029764045,,5794.273729429907
"Channels predict, no-smear4",,9646.000610935875,9646.000610935875,8931.554112875032,8931.554112875032,8931.554112875032,28930.855905350065,,26037.867607994198,,5812.045755267206,5812.045755267206,5022.83018303477,5022.83018303477,5022.83018303477,6864.942273636082,,14634.035235477146,,3698.3617214896512,3698.3617214896512,2739.607558487833,4109.256362339347,6848.5539653768465,3744.3488967734665,,7981.837428793979,,3123.308943830835,3123.308943830835,4819.803327119454,4819.803327119454,4819.803327119454,8783.353638730738,,5617.3738382134225,,1425.9384937424293,1425.9384937424293,2200.4680844190366,2200.4680844190366,2200.4680844190366,4010.0154844540652,,2564.5965882148244,,5369.306046552494,5369.306046552494,8285.76630714385,8285.76630714385,8285.76630714385,15099.544819346385,,9656.87765508817
"Channels predict, no-smear5",,,,,,,,,,,8136.644346788232,8136.644346788232,7031.742547520076,7031.742547520076,7031.742547520076,9610.699470687023,,20487.429611910986,,5177.5824279175995,5177.5824279175995,3835.3266017939427,5752.834924515444,9587.851566631676,5241.964473236424,,11174.448414962055,,4372.54571711229,4372.54571711229,6747.637852514593,6747.637852514593,6747.637852514593,12296.60828776359,,7864.236567728094,,1996.2739196668836,1996.2739196668836,3080.6153460537075,3080.6153460537075,3080.6153460537075,5613.981705611628,,3590.395251217516,,7516.881329584529,7516.881329584529,11599.925692369377,11599.925692369377,11599.925692369377,21139.215607677965,,13519.481578975125
