,max_LOW_continuum [blcoal] [spbf],max_LOW_spectral [blcoal] [spbf],max_MID_continuum [blcoal] [spbf],max_MID_spectral [blcoal] [spbf],max_Band5_MID_continuum [blcoal] [spbf],max_Band5_MID_spectral [blcoal] [spbf],01ICAL [blcoal] [spbf],01DPrepA [blcoal] [spbf],01DPrepB [blcoal] [spbf],01DPrepC [blcoal] [spbf],02AICAL [blcoal] [spbf],02ADPrepA [blcoal] [spbf],02ADPrepB [blcoal] [spbf],02ADPrepC [blcoal] [spbf],02BICAL [blcoal] [spbf],02BDPrepA [blcoal] [spbf],02BDPrepB [blcoal] [spbf],02BDPrepC [blcoal] [spbf],13ICAL [Bmax=40000] [blcoal] [spbf],13DPrepA [Bmax=40000] [blcoal] [spbf],13DPrepB [Bmax=40000] [blcoal] [spbf],13DPrepC [Bmax=40000] [blcoal] [spbf],14ICAL [Bmax=25000] [blcoal] [spbf],14DPrepA [Bmax=25000] [blcoal] [spbf],14DPrepB [Bmax=25000] [blcoal] [spbf],14DPrepC [Bmax=25000] [blcoal] [spbf],15ICAL [Bmax=15000] [blcoal] [spbf],15DPrepA [Bmax=15000] [blcoal] [spbf],15DPrepB [Bmax=15000] [blcoal] [spbf],15DPrepC [Bmax=15000] [blcoal] [spbf],22ICAL [blcoal] [spbf],22DPrepA [blcoal] [spbf],22DPrepB [blcoal] [spbf],27ICAL [Bmax=50000] [blcoal] [spbf],27DPrepA [Bmax=50000] [blcoal] [spbf],27DPrepB [Bmax=50000] [blcoal] [spbf],32ICAL [Bmax=20000] [blcoal] [spbf],32DPrepB [Bmax=20000] [blcoal] [spbf],37aICAL [blcoal] [spbf],37aDPrepA [blcoal] [spbf],37aDPrepB [blcoal] [spbf],37bICAL [blcoal] [spbf],37bDPrepA [blcoal] [spbf],37bDPrepB [blcoal] [spbf],37cICAL [blcoal] [spbf],37cDPrepA [blcoal] [spbf],37cDPrepB [blcoal] [spbf],38aICAL [blcoal] [spbf],38aDPrepA [blcoal] [spbf],38aDPrepB [blcoal] [spbf],38bICAL [blcoal] [spbf],38bDPrepA [blcoal] [spbf],38bDPrepB [blcoal] [spbf]
PSF size [arcs],11.531210745827075,11.531210745827075,1.026706652111203,1.026706652111203,0.052802819899117066,0.052802819899117066,12.616855293763889,12.616855293763889,12.616855293763889,12.616855293763889,12.616855293763889,12.616855293763889,12.616855293763889,12.616855293763889,12.616855293763889,12.616855293763889,12.616855293763889,12.616855293763889,2.4513052924299807,2.4513052924299807,2.4513052924299807,2.4513052924299807,2.488876478592876,2.488876478592876,2.488876478592876,2.6519609530423187,3.98036867634397,3.98036867634397,3.98036867634397,4.339439761605704,0.05174479279247161,0.05174479279247161,0.05174479279247161,1.3968926428394057,1.3968926428394057,1.3968926428394057,7.700299890834023,7.700299890834023,0.43004950575276385,0.43004950575276385,0.43004950575276385,0.43004950575276385,0.43004950575276385,0.43004950575276385,0.43004950575276385,0.43004950575276385,0.43004950575276385,0.06455411908949733,0.06455411908949733,0.06455411908949733,0.06455411908949733,0.06455411908949733,0.06455411908949733
Pixel size [arcs],2.3062421491654153,2.3062421491654153,0.20534133042224062,0.20534133042224062,0.010560563979823412,0.010560563979823412,2.523371058752778,2.523371058752778,2.523371058752778,2.523371058752778,2.523371058752778,2.523371058752778,2.523371058752778,2.523371058752778,2.523371058752778,2.523371058752778,2.523371058752778,2.523371058752778,0.4902610584859961,0.4902610584859961,0.4902610584859961,0.4902610584859961,0.49777529571857515,0.49777529571857515,0.49777529571857515,0.5303921906084638,0.796073735268794,0.796073735268794,0.796073735268794,0.8678879523211408,0.01034895855849432,0.01034895855849432,0.01034895855849432,0.27937852856788115,0.27937852856788115,0.27937852856788115,1.5400599781668047,1.5400599781668047,0.08600990115055276,0.08600990115055276,0.08600990115055276,0.08600990115055276,0.08600990115055276,0.08600990115055276,0.08600990115055276,0.08600990115055276,0.08600990115055276,0.012910823817899467,0.012910823817899467,0.012910823817899467,0.012910823817899467,0.012910823817899467,0.012910823817899467
Facet side length [pixels],24530.583362075024,24530.583362075024,47539.59064631437,17827.34649236789,113807.93784534889,113807.93784534889,19855.30679664045,14707.634664178111,14707.634664178111,4902.54488805937,17649.16159701373,14707.634664178111,14707.634664178111,4902.54488805937,17649.16159701373,14707.634664178111,14707.634664178111,4902.54488805937,15637.74542959963,11583.515133036763,28958.787832591905,5791.757566518381,10159.390534032655,18813.686174134542,7525.474469653817,4862.61427269939,7802.411930137077,10836.683236301496,10836.683236301496,9094.389641772457,87777.13421404213,108366.83236301498,108366.83236301498,36867.145045987396,36867.145045987396,36867.145045987396,15846.530215438122,15846.530215438122,63581.87827666434,117744.2190308599,117744.2190308599,63581.87827666434,117744.2190308599,117744.2190308599,63581.87827666434,117744.2190308599,117744.2190308599,81507.00812228129,113204.17794761292,113204.17794761292,91695.38413756646,113204.17794761292,113204.17794761292
Image side length [pixels],24530.583362075024,24530.583362075024,118848.97661578593,118848.97661578593,113807.93784534889,113807.93784534889,66184.35598880152,24512.724440296854,24512.724440296854,24512.724440296854,44122.90399253434,24512.724440296854,24512.724440296854,24512.724440296854,44122.90399253434,24512.724440296854,24512.724440296854,24512.724440296854,78188.72714799814,28958.78783259191,28958.78783259191,28958.78783259191,33864.63511344218,18813.686174134542,18813.686174134542,16208.714242331302,19506.02982534269,10836.683236301496,10836.683236301496,9094.389641772457,292590.4473801404,108366.83236301497,108366.83236301497,36867.1450459874,36867.1450459874,36867.1450459874,15846.530215438122,15846.530215438122,211939.5942555478,117744.2190308599,117744.2190308599,317909.3913833217,117744.2190308599,117744.2190308599,211939.5942555478,117744.2190308599,117744.2190308599,203767.52030570322,113204.17794761292,113204.17794761292,305651.28045855486,113204.17794761292,113204.17794761292
Epsilon (approx),0.6666666666666672,0.342997170285018,0.4441757193189375,0.24373333911071637,0.4441757193189375,0.24373333911071637,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.342997170285018,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.342997170285018,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.342997170285018,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375
Qbw,2.2049999999999983,4.285749642711291,3.309501028678418,6.031181476294671,3.309501028678418,6.031181476294671,2.2049999999999983,2.2049999999999983,2.2049999999999983,4.285749642711291,2.2049999999999983,2.2049999999999983,2.2049999999999983,4.285749642711291,2.2049999999999983,2.2049999999999983,2.2049999999999983,4.285749642711291,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418
Max subband ratio,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
Number subbands,7.0,7.0,4.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Station/antenna diameter,35,35,13.5,13.5,13.5,13.5,35,35,35,35,35,35,35,35,35,35,35,35,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ionospheric timescale [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Coalesce time pred0 [s],10.0,10.0,10.0,10.0,5.880000000000001,3.22,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.775000000000001,10.0,8.400000000000002,5.880000000000002,10.0,10.0,7.000000000000001,5.6000000000000005,5.6000000000000005,2.8000000000000003,7.466666666666668,6.0200000000000005,6.0200000000000005,5.880000000000002,5.880000000000002,5.880000000000002,5.250000000000002,5.250000000000002,10.0,5.880000000000001,5.880000000000001,10.0,5.880000000000001,5.880000000000001,10.0,5.880000000000001,5.880000000000001,8.05,6.0200000000000005,6.0200000000000005,7.000000000000001,6.0200000000000005,6.0200000000000005
Coalesce time pred1 [s],10.0,8.1,9.450000000000001,10.0,3.9200000000000004,2.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.250000000000002,9.187500000000004,3.6750000000000007,10.0,5.600000000000001,3.3600000000000008,8.400000000000002,5.600000000000001,3.5000000000000004,2.8000000000000003,2.8000000000000003,1.4000000000000001,4.666666666666667,4.0600000000000005,4.0600000000000005,3.7800000000000007,3.7800000000000007,3.7800000000000007,3.150000000000001,3.150000000000001,7.000000000000001,3.9200000000000004,3.9200000000000004,7.000000000000001,3.9200000000000004,3.9200000000000004,7.000000000000001,3.9200000000000004,3.9200000000000004,5.250000000000001,3.9200000000000004,3.9200000000000004,4.666666666666667,3.9200000000000004,3.9200000000000004
Coalesce time pred2 [s],10.0,5.4,7.000000000000001,10.0,2.9400000000000004,1.54,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.250000000000002,6.562500000000002,2.625000000000001,7.875000000000003,2.8000000000000007,2.5200000000000005,6.300000000000002,5.600000000000001,3.5000000000000004,2.8000000000000003,2.8000000000000003,1.4000000000000001,3.733333333333334,2.9400000000000004,2.9400000000000004,2.940000000000001,2.940000000000001,2.940000000000001,2.1000000000000005,2.1000000000000005,5.133333333333334,2.9400000000000004,2.9400000000000004,4.9,2.9400000000000004,2.9400000000000004,5.133333333333334,2.9400000000000004,2.9400000000000004,3.8500000000000005,2.9400000000000004,2.9400000000000004,3.266666666666667,2.9400000000000004,2.9400000000000004
Coalesce time pred3 [s],7.2,3.6,4.550000000000001,6.533333333333334,1.9600000000000002,0.9800000000000001,9.0,10.0,10.0,10.0,9.000000000000002,10.0,10.0,10.0,9.000000000000002,10.0,10.0,10.0,2.625000000000001,3.9375000000000013,1.5750000000000004,5.250000000000002,2.8000000000000007,1.6800000000000004,4.200000000000001,2.8000000000000007,3.5000000000000004,1.4000000000000001,1.4000000000000001,1.4000000000000001,2.3333333333333335,1.9600000000000002,1.9600000000000002,1.6800000000000004,1.6800000000000004,1.6800000000000004,1.0500000000000003,1.0500000000000003,3.266666666666667,1.9600000000000002,1.9600000000000002,3.5000000000000004,1.9600000000000002,1.9600000000000002,3.266666666666667,1.9600000000000002,1.9600000000000002,2.45,1.9600000000000002,1.9600000000000002,2.3333333333333335,1.9600000000000002,1.9600000000000002
Coalesce time pred4 [s],4.5,1.8,2.8000000000000003,3.733333333333334,1.12,0.56,6.0,7.5,7.5,9.000000000000002,6.750000000000002,7.5,7.5,9.000000000000002,6.750000000000002,7.5,7.5,9.000000000000002,2.625000000000001,2.625000000000001,1.0500000000000003,2.625000000000001,2.8000000000000007,0.8400000000000002,2.1000000000000005,2.8000000000000007,,,,,1.4000000000000001,1.12,1.12,0.8400000000000002,0.8400000000000002,0.8400000000000002,1.0500000000000003,1.0500000000000003,1.866666666666667,1.12,1.12,2.1,1.12,1.12,1.866666666666667,1.12,1.12,1.4000000000000001,1.12,1.12,1.4000000000000001,1.12,1.12
Coalesce time pred5 [s],2.7,1.8,1.7500000000000002,2.8000000000000003,0.8400000000000001,0.42000000000000004,3.0,4.5,4.5,9.000000000000002,4.500000000000001,4.5,4.5,9.000000000000002,4.500000000000001,4.5,4.5,9.000000000000002,2.625000000000001,1.3125000000000004,0.5250000000000001,2.625000000000001,,,,,,,,,0.9333333333333335,0.8400000000000001,0.8400000000000001,0.8400000000000002,0.8400000000000002,0.8400000000000002,,,1.4000000000000001,0.8400000000000001,0.8400000000000001,1.4000000000000001,0.8400000000000001,0.8400000000000001,1.4000000000000001,0.8400000000000001,0.8400000000000001,1.05,0.8400000000000001,0.8400000000000001,0.9333333333333335,0.8400000000000001,0.8400000000000001
Coalesce time pred6 [s],1.8,0.9,1.05,1.866666666666667,0.42000000000000004,0.28,3.0,3.0,3.0,4.500000000000001,2.2500000000000004,3.0,3.0,4.500000000000001,2.2500000000000004,3.0,3.0,4.500000000000001,2.625000000000001,1.3125000000000004,0.5250000000000001,2.625000000000001,,,,,,,,,0.46666666666666673,0.42000000000000004,0.42000000000000004,0.4200000000000001,0.4200000000000001,0.4200000000000001,,,0.9333333333333335,0.42000000000000004,0.42000000000000004,0.7000000000000001,0.42000000000000004,0.42000000000000004,0.9333333333333335,0.42000000000000004,0.42000000000000004,0.7000000000000001,0.42000000000000004,0.42000000000000004,0.46666666666666673,0.42000000000000004,0.42000000000000004
Coalesce time pred7 [s],0.9,0.9,0.7000000000000001,0.9333333333333335,0.28,0.14,3.0,1.5,1.5,4.500000000000001,2.2500000000000004,1.5,1.5,4.500000000000001,2.2500000000000004,1.5,1.5,4.500000000000001,,,,,,,,,,,,,0.46666666666666673,0.28,0.28,,,,,,0.46666666666666673,0.28,0.28,0.7000000000000001,0.28,0.28,0.46666666666666673,0.28,0.28,0.35000000000000003,0.28,0.28,0.46666666666666673,0.28,0.28
Coalesce time pred8 [s],,,0.7000000000000001,0.9333333333333335,0.28,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.46666666666666673,0.28,0.28,,,,,,0.46666666666666673,0.28,0.28,0.7000000000000001,0.28,0.28,0.46666666666666673,0.28,0.28,0.35000000000000003,0.28,0.28,0.46666666666666673,0.28,0.28
Coalesce time pred9 [s],,,0.35000000000000003,0.9333333333333335,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.46666666666666673,0.14,0.14,,,,,,0.46666666666666673,0.14,0.14,0.7000000000000001,0.14,0.14,0.46666666666666673,0.14,0.14,0.35000000000000003,0.14,0.14,0.46666666666666673,0.14,0.14
Coalesce time pred10 [s],,,0.35000000000000003,0.9333333333333335,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.46666666666666673,0.14,0.14,,,,,,0.46666666666666673,0.14,0.14,0.7000000000000001,0.14,0.14,0.46666666666666673,0.14,0.14,0.35000000000000003,0.14,0.14,0.46666666666666673,0.14,0.14
Coalesce time pred11 [s],,,0.35000000000000003,0.9333333333333335,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.46666666666666673,0.14,0.14,,,,,,0.46666666666666673,0.14,0.14,0.7000000000000001,0.14,0.14,0.46666666666666673,0.14,0.14,0.35000000000000003,0.14,0.14,0.46666666666666673,0.14,0.14
Coalesce time bw0 [s],10.0,10.0,10.0,10.0,5.880000000000001,3.22,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.775000000000001,10.0,8.400000000000002,5.880000000000002,10.0,10.0,7.000000000000001,5.6000000000000005,5.6000000000000005,2.8000000000000003,7.466666666666668,6.0200000000000005,6.0200000000000005,5.880000000000002,5.880000000000002,5.880000000000002,5.250000000000002,5.250000000000002,10.0,5.880000000000001,5.880000000000001,10.0,5.880000000000001,5.880000000000001,10.0,5.880000000000001,5.880000000000001,8.05,6.0200000000000005,6.0200000000000005,7.000000000000001,6.0200000000000005,6.0200000000000005
Coalesce time bw1 [s],10.0,8.1,9.450000000000001,10.0,3.9200000000000004,2.1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.250000000000002,9.187500000000004,3.6750000000000007,10.0,5.600000000000001,3.3600000000000008,8.400000000000002,5.600000000000001,3.5000000000000004,2.8000000000000003,2.8000000000000003,1.4000000000000001,4.666666666666667,4.0600000000000005,4.0600000000000005,3.7800000000000007,3.7800000000000007,3.7800000000000007,3.150000000000001,3.150000000000001,7.000000000000001,3.9200000000000004,3.9200000000000004,7.000000000000001,3.9200000000000004,3.9200000000000004,7.000000000000001,3.9200000000000004,3.9200000000000004,5.250000000000001,3.9200000000000004,3.9200000000000004,4.666666666666667,3.9200000000000004,3.9200000000000004
Coalesce time bw2 [s],10.0,5.4,7.000000000000001,10.0,2.9400000000000004,1.54,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.250000000000002,6.562500000000002,2.625000000000001,7.875000000000003,2.8000000000000007,2.5200000000000005,6.300000000000002,5.600000000000001,3.5000000000000004,2.8000000000000003,2.8000000000000003,1.4000000000000001,3.733333333333334,2.9400000000000004,2.9400000000000004,2.940000000000001,2.940000000000001,2.940000000000001,2.1000000000000005,2.1000000000000005,5.133333333333334,2.9400000000000004,2.9400000000000004,4.9,2.9400000000000004,2.9400000000000004,5.133333333333334,2.9400000000000004,2.9400000000000004,3.8500000000000005,2.9400000000000004,2.9400000000000004,3.266666666666667,2.9400000000000004,2.9400000000000004
Coalesce time bw3 [s],7.2,3.6,4.550000000000001,6.533333333333334,1.9600000000000002,0.9800000000000001,9.0,10.0,10.0,10.0,9.000000000000002,10.0,10.0,10.0,9.000000000000002,10.0,10.0,10.0,2.625000000000001,3.9375000000000013,1.5750000000000004,5.250000000000002,2.8000000000000007,1.6800000000000004,4.200000000000001,2.8000000000000007,3.5000000000000004,1.4000000000000001,1.4000000000000001,1.4000000000000001,2.3333333333333335,1.9600000000000002,1.9600000000000002,1.6800000000000004,1.6800000000000004,1.6800000000000004,1.0500000000000003,1.0500000000000003,3.266666666666667,1.9600000000000002,1.9600000000000002,3.5000000000000004,1.9600000000000002,1.9600000000000002,3.266666666666667,1.9600000000000002,1.9600000000000002,2.45,1.9600000000000002,1.9600000000000002,2.3333333333333335,1.9600000000000002,1.9600000000000002
Coalesce time bw4 [s],4.5,1.8,2.8000000000000003,3.733333333333334,1.12,0.56,6.0,7.5,7.5,9.000000000000002,6.750000000000002,7.5,7.5,9.000000000000002,6.750000000000002,7.5,7.5,9.000000000000002,2.625000000000001,2.625000000000001,1.0500000000000003,2.625000000000001,2.8000000000000007,0.8400000000000002,2.1000000000000005,2.8000000000000007,,,,,1.4000000000000001,1.12,1.12,0.8400000000000002,0.8400000000000002,0.8400000000000002,1.0500000000000003,1.0500000000000003,1.866666666666667,1.12,1.12,2.1,1.12,1.12,1.866666666666667,1.12,1.12,1.4000000000000001,1.12,1.12,1.4000000000000001,1.12,1.12
Coalesce time bw5 [s],2.7,1.8,1.7500000000000002,2.8000000000000003,0.8400000000000001,0.42000000000000004,3.0,4.5,4.5,9.000000000000002,4.500000000000001,4.5,4.5,9.000000000000002,4.500000000000001,4.5,4.5,9.000000000000002,2.625000000000001,1.3125000000000004,0.5250000000000001,2.625000000000001,,,,,,,,,0.9333333333333335,0.8400000000000001,0.8400000000000001,0.8400000000000002,0.8400000000000002,0.8400000000000002,,,1.4000000000000001,0.8400000000000001,0.8400000000000001,1.4000000000000001,0.8400000000000001,0.8400000000000001,1.4000000000000001,0.8400000000000001,0.8400000000000001,1.05,0.8400000000000001,0.8400000000000001,0.9333333333333335,0.8400000000000001,0.8400000000000001
Coalesce time bw6 [s],1.8,0.9,1.05,1.866666666666667,0.42000000000000004,0.28,3.0,3.0,3.0,4.500000000000001,2.2500000000000004,3.0,3.0,4.500000000000001,2.2500000000000004,3.0,3.0,4.500000000000001,2.625000000000001,1.3125000000000004,0.5250000000000001,2.625000000000001,,,,,,,,,0.46666666666666673,0.42000000000000004,0.42000000000000004,0.4200000000000001,0.4200000000000001,0.4200000000000001,,,0.9333333333333335,0.42000000000000004,0.42000000000000004,0.7000000000000001,0.42000000000000004,0.42000000000000004,0.9333333333333335,0.42000000000000004,0.42000000000000004,0.7000000000000001,0.42000000000000004,0.42000000000000004,0.46666666666666673,0.42000000000000004,0.42000000000000004
Coalesce time bw7 [s],0.9,0.9,0.7000000000000001,0.9333333333333335,0.28,0.14,3.0,1.5,1.5,4.500000000000001,2.2500000000000004,1.5,1.5,4.500000000000001,2.2500000000000004,1.5,1.5,4.500000000000001,,,,,,,,,,,,,0.46666666666666673,0.28,0.28,,,,,,0.46666666666666673,0.28,0.28,0.7000000000000001,0.28,0.28,0.46666666666666673,0.28,0.28,0.35000000000000003,0.28,0.28,0.46666666666666673,0.28,0.28
Coalesce time bw8 [s],,,0.7000000000000001,0.9333333333333335,0.28,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.46666666666666673,0.28,0.28,,,,,,0.46666666666666673,0.28,0.28,0.7000000000000001,0.28,0.28,0.46666666666666673,0.28,0.28,0.35000000000000003,0.28,0.28,0.46666666666666673,0.28,0.28
Coalesce time bw9 [s],,,0.35000000000000003,0.9333333333333335,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.46666666666666673,0.14,0.14,,,,,,0.46666666666666673,0.14,0.14,0.7000000000000001,0.14,0.14,0.46666666666666673,0.14,0.14,0.35000000000000003,0.14,0.14,0.46666666666666673,0.14,0.14
Coalesce time bw10 [s],,,0.35000000000000003,0.9333333333333335,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.46666666666666673,0.14,0.14,,,,,,0.46666666666666673,0.14,0.14,0.7000000000000001,0.14,0.14,0.46666666666666673,0.14,0.14,0.35000000000000003,0.14,0.14,0.46666666666666673,0.14,0.14
Coalesce time bw11 [s],,,0.35000000000000003,0.9333333333333335,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.46666666666666673,0.14,0.14,,,,,,0.46666666666666673,0.14,0.14,0.7000000000000001,0.14,0.14,0.46666666666666673,0.14,0.14,0.35000000000000003,0.14,0.14,0.46666666666666673,0.14,0.14
Combined Samples0,25.0,13.0,41.0,23.0,42.0,23.0,9.0,25.0,25.0,13.0,14.0,25.0,25.0,13.0,14.0,25.0,25.0,13.0,4.0,11.0,11.0,6.0,3.0,7.0,7.0,4.0,2.0,4.0,4.0,2.0,16.0,43.0,43.0,14.0,14.0,14.0,5.0,5.0,23.0,42.0,42.0,15.0,42.0,42.0,23.0,42.0,42.0,23.0,43.0,43.0,15.0,43.0,43.0
Combined Samples1,17.0,9.0,27.0,15.0,28.0,15.0,6.0,17.0,17.0,9.0,9.0,17.0,17.0,9.0,9.0,17.0,17.0,9.0,2.0,7.0,7.0,4.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,10.0,29.0,29.0,9.0,9.0,9.0,3.0,3.0,15.0,28.0,28.0,10.0,28.0,28.0,15.0,28.0,28.0,15.0,28.0,28.0,10.0,28.0,28.0
Combined Samples2,12.0,6.0,20.0,11.0,21.0,11.0,4.0,12.0,12.0,6.0,6.0,12.0,12.0,6.0,6.0,12.0,12.0,6.0,2.0,5.0,5.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,8.0,21.0,21.0,7.0,7.0,7.0,2.0,2.0,11.0,21.0,21.0,7.0,21.0,21.0,11.0,21.0,21.0,11.0,21.0,21.0,7.0,21.0,21.0
Combined Samples3,8.0,4.0,13.0,7.0,14.0,7.0,3.0,8.0,8.0,4.0,4.0,8.0,8.0,4.0,4.0,8.0,8.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,14.0,14.0,4.0,4.0,4.0,1.0,1.0,7.0,14.0,14.0,5.0,14.0,14.0,7.0,14.0,14.0,7.0,14.0,14.0,5.0,14.0,14.0
Combined Samples4,5.0,2.0,8.0,4.0,8.0,4.0,2.0,5.0,5.0,2.0,3.0,5.0,5.0,2.0,3.0,5.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,3.0,8.0,8.0,2.0,2.0,2.0,1.0,1.0,4.0,8.0,8.0,3.0,8.0,8.0,4.0,8.0,8.0,4.0,8.0,8.0,3.0,8.0,8.0
Combined Samples5,3.0,2.0,5.0,3.0,6.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,6.0,6.0,2.0,2.0,2.0,,,3.0,6.0,6.0,2.0,6.0,6.0,3.0,6.0,6.0,3.0,6.0,6.0,2.0,6.0,6.0
Combined Samples6,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,3.0,3.0,1.0,1.0,1.0,,,2.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0
Combined Samples7,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0
Combined Samples8,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0
Combined Samples9,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Combined Samples10,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Combined Samples11,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
