,max_LOW_continuum [blcoal] [spbf],max_LOW_spectral [blcoal] [spbf],max_MID_continuum [blcoal] [spbf],max_MID_spectral [blcoal] [spbf],max_Band5_MID_continuum [blcoal] [spbf],max_Band5_MID_spectral [blcoal] [spbf],01ICAL [blcoal] [spbf],01DPrepA [blcoal] [spbf],01DPrepB [blcoal] [spbf],01DPrepC [blcoal] [spbf],02AICAL [blcoal] [spbf],02ADPrepA [blcoal] [spbf],02ADPrepB [blcoal] [spbf],02ADPrepC [blcoal] [spbf],02BICAL [blcoal] [spbf],02BDPrepA [blcoal] [spbf],02BDPrepB [blcoal] [spbf],02BDPrepC [blcoal] [spbf],13ICAL [Bmax=40000] [blcoal] [spbf],13DPrepA [Bmax=40000] [blcoal] [spbf],13DPrepB [Bmax=40000] [blcoal] [spbf],13DPrepC [Bmax=40000] [blcoal] [spbf],14ICAL [Bmax=25000] [blcoal] [spbf],14DPrepA [Bmax=25000] [blcoal] [spbf],14DPrepB [Bmax=25000] [blcoal] [spbf],14DPrepC [Bmax=25000] [blcoal] [spbf],15ICAL [Bmax=15000] [blcoal] [spbf],15DPrepA [Bmax=15000] [blcoal] [spbf],15DPrepB [Bmax=15000] [blcoal] [spbf],15DPrepC [Bmax=15000] [blcoal] [spbf],22ICAL [blcoal] [spbf],22DPrepA [blcoal] [spbf],22DPrepB [blcoal] [spbf],27ICAL [Bmax=50000] [blcoal] [spbf],27DPrepA [Bmax=50000] [blcoal] [spbf],27DPrepB [Bmax=50000] [blcoal] [spbf],32ICAL [Bmax=20000] [blcoal] [spbf],32DPrepB [Bmax=20000] [blcoal] [spbf],37aICAL [blcoal] [spbf],37aDPrepA [blcoal] [spbf],37aDPrepB [blcoal] [spbf],37bICAL [blcoal] [spbf],37bDPrepA [blcoal] [spbf],37bDPrepB [blcoal] [spbf],37cICAL [Bmax=95000] [blcoal] [spbf],37cDPrepA [Bmax=95000] [blcoal] [spbf],37cDPrepB [Bmax=95000] [blcoal] [spbf],38aICAL [blcoal] [spbf],38aDPrepA [blcoal] [spbf],38aDPrepB [blcoal] [spbf],38bICAL [blcoal] [spbf],38bDPrepA [blcoal] [spbf],38bDPrepB [blcoal] [spbf]
-> Source Find [PetaFLOPS],,,,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,3.409090909090909e-12,,,,2.5e-12,,,1.219512195121951e-10,,,6.818181818181818e-12,,2.5e-12,,,2.5e-12,,,2.5e-12,,,2.5e-12,,,2.5e-12,,
-> Image Spectral Fitting [PetaFLOPS],,,,,,,,1.939278008653365e-06,,,,1.939278008653365e-06,,,,1.939278008653365e-06,,,,2.049938960014179e-06,,,,8.652228137882298e-07,,,,3.9144567854645957e-07,,,,,,,0.00016207100511935618,,,,,3.388904717045737e-05,,,3.388904717045737e-05,,,1.3593273365039017e-05,,,3.132600998949843e-05,,,3.132600998949843e-05,
-> Reprojection Predict [PetaFLOPS],0.0039269646101846595,0.003139308566073733,0.05723365325439703,0.007956986070907425,0.01421227536976566,0.004047292794265887,0.08581166559939868,0.00022350017058604023,0.004483251795646425,0.000890714159018759,0.03813851574005419,0.00022350017058604023,0.004483251795646425,0.000890714159018759,0.03813851574005419,0.00022350017058604023,0.004483251795646425,0.000890714159018759,0.010392722037157283,2.227755960589832e-05,0.0005029161429387439,9.136378959692246e-05,0.0017008720495049,8.184202480896462e-06,6.73710757164661e-05,3.095173582508824e-05,0.0006328798282772651,4.045586333900508e-06,5.824295006676207e-05,1.6123995448439157e-05,0.05005443411748536,0.008669178292453601,0.0035676848141743323,0.0031824853577663726,9.980565591312584e-05,0.002026174515488286,0.0015441886661091435,0.00041659165797711264,0.12077033157093463,0.0004939894948305,0.010127732656359613,0.21916366063345313,0.0004939894948305,0.010127732656359613,0.05865650438704628,0.00024378211659497663,0.01011559236077534,0.03298871506287081,0.0003110369656000602,0.006448680506874212,0.09065006573865524,0.0003110369656000602,0.006448680506874212
-> Subtract Visibility [PetaFLOPS],0.0003822824397356181,0.00336618061824,0.0016068153929142855,0.003213630785828571,0.0007611203943008267,0.003213630785828571,0.002405551097579327,0.0005444887136508327,0.0010889774273016655,0.002116524473583355,0.0016037201509802046,0.0005444887136508327,0.0010889774273016655,0.002116524473583355,0.0016037201509802046,0.0005444887136508327,0.0010889774273016655,0.002116524473583355,0.00014926443909137814,3.3784740766050605e-05,3.3784740766050605e-05,0.00011220048572301758,4.5998742688604886e-05,1.5617168650726288e-05,6.283289347811939e-07,5.3141557055095036e-05,1.1866955425212896e-05,4.029041342360801e-06,4.029041342360801e-06,1.4084801936357236e-05,0.0012932043525798462,0.00029270198089331593,0.0005854039617866319,0.000199730772178623,0.00012205769410915851,0.00024411538821831702,8.111833036475718e-05,4.957231300068494e-05,0.0026154739153977924,0.000887972430275257,0.001775944860550514,0.0026293342793142853,0.000887972430275257,0.001775944860550514,0.0016352529171076461,0.0005551813135666747,0.0011103626271333493,0.002184467721170649,0.0007416427383159166,0.0014832854766318332,0.0026293342793142853,0.0007416427383159166,0.0014832854766318332
-> Gridding Kernel Update [PetaFLOPS],0.07396683952211572,0.5748970943197567,0.009965403145994967,0.04905759866047411,0.003985642870965909,0.06726082938799842,0.1803215278254907,0.10572347714035744,0.209056159444879,0.48002104653900163,0.17094446464121002,0.10572347714035744,0.209056159444879,0.48002104653900163,0.17094446464121002,0.10572347714035744,0.209056159444879,0.48002104653900163,0.002904697457807905,0.0014300613935163003,0.0016253600716343236,0.005339173904348733,0.002724149783666053,0.0015072409442974143,0.001503134176768295,0.001556476423943867,0.002042560829500266,0.0011222307037422905,0.0011300023127047564,0.0029392581318708373,0.002930425406237212,0.0016721472331773745,0.003320308202548104,0.0049732077585979695,0.003562843777248804,0.006638099088588033,0.011877607979597977,0.0071439298608226886,0.01007750150424318,0.005029484401373076,0.009437661942110516,0.00955966078701059,0.005029484401373076,0.009437661942110516,0.008636860323226966,0.004610166810418399,0.010746445447319071,0.006536238959232698,0.004159195241957027,0.007862513071871687,0.006788023484104114,0.004159195241957027,0.007862513071871687
-> Grid [PetaFLOPS],0.09609952450967513,0.7677481970774406,0.2812819117408032,4.49211058843951,0.08880070825330862,1.3379771451759719,0.32740673077299637,0.027878905708675183,0.05603516219316811,0.38138678712298185,0.1502986631231921,0.027878905708675183,0.05603516219316811,0.38138678712298185,0.1502986631231921,0.027878905708675183,0.05603516219316811,0.38138678712298185,0.018085452025087035,0.0011409025800536564,0.000980763942463253,0.03344757340499768,0.004198558764511001,0.0006629230288348149,0.00014065315797578284,0.01955185436475507,0.0015446981584004,0.00019046447161497597,0.00014202743122326212,0.0029519240605615942,0.11510407668201274,0.039664228953511155,0.015641134138210125,0.005901130937686006,0.003914757560626884,0.006839706588185743,0.003272325236010975,0.0014475132702095846,0.20758048450699404,0.02816289317235199,0.04948128065931135,0.4087798390056294,0.02816289317235199,0.04948128065931135,0.12562634261095515,0.018592802910454828,0.04138175838237878,0.10586471723252644,0.0202495434405222,0.03546141650357084,0.25504527980017966,0.0202495434405222,0.03546141650357084
-> Flag [PetaFLOPS],0.013332100085779683,0.11739554906112,0.05603768682788569,0.11207537365577137,0.02654407375124133,0.11207537365577137,0.08389359452807903,0.018989043888572785,0.03797808777714557,0.07381379101621952,0.05592974026543464,0.018989043888572785,0.03797808777714557,0.07381379101621952,0.05592974026543464,0.018989043888572785,0.03797808777714557,0.07381379101621952,0.005205597313311812,0.001178242834216015,0.001178242834216015,0.003912991939590238,0.0016042061512650957,0.0005446487566940794,2.191297160049414e-05,0.0018533118022964394,0.0004138600704542998,0.00014051281681483292,0.00014051281681483292,0.0004912074675304586,0.04510050179622213,0.010207981583654392,0.020415963167308784,0.006965610679729478,0.004256762082056904,0.008513524164113807,0.002829001771470906,0.0017288344158988872,0.09121465279949802,0.030968038505849598,0.061936077011699196,0.09169803299108567,0.030968038505849598,0.061936077011699196,0.057029445484129165,0.019361948310637776,0.03872389662127555,0.0761833117758264,0.0258647904987676,0.0517295809975352,0.09169803299108567,0.0258647904987676,0.0517295809975352
-> Correct [PetaFLOPS],0.04587389276827417,0.4039416741888,0.006427261571657142,0.012854523143314284,0.0030444815772033068,0.012854523143314284,0.2886661317095193,0.06533864563809992,0.13067729127619984,0.2539829368300026,0.19244641811762453,0.06533864563809992,0.13067729127619984,0.2539829368300026,0.19244641811762453,0.06533864563809992,0.13067729127619984,0.2539829368300026,0.0005970577563655126,0.00013513896306420242,0.00013513896306420242,0.00044880194289207033,0.00018399497075441954,6.246867460290515e-05,2.5133157391247757e-06,0.00021256622822038015,4.7467821700851585e-05,1.6116165369443202e-05,1.6116165369443202e-05,5.633920774542894e-05,0.005172817410319385,0.0011708079235732637,0.0023416158471465274,0.000798923088714492,0.00048823077643663404,0.0009764615528732681,0.0003244733214590287,0.00019828925200273976,0.01046189566159117,0.003551889721101028,0.007103779442202056,0.010517337117257141,0.003551889721101028,0.007103779442202056,0.0065410116684305845,0.0022207252542666986,0.004441450508533397,0.008737870884682596,0.0029665709532636663,0.005933141906527333,0.010517337117257141,0.0029665709532636663,0.005933141906527333
-> Phase Rotation Predict [PetaFLOPS],0.02379950374085049,0.0,0.22367600639999993,0.6362339737599999,0.0,0.0,0.18720099458805983,0.006779574382933125,0.01355914876586625,0.23718070307041553,0.07987339153517391,0.006779574382933125,0.01355914876586625,0.23718070307041553,0.07987339153517391,0.006779574382933125,0.01355914876586625,0.23718070307041553,0.01659715294237363,0.0009391562267374913,0.0,0.008663821333771285,0.0022715376535065923,0.00043380924811761267,1.7453541603092954e-05,0.0026242684204175236,0.00032924717214499684,4.9682329194156766e-05,0.0,0.0,0.10001106893373181,0.0,0.0,0.005554226931793961,0.0,0.0,0.0010008933014647356,0.0,0.12945274934797155,0.024721959706527047,0.049443919413054094,0.39854997503999995,0.024721959706527047,0.049443919413054094,0.0809260444836284,0.015454705999653224,0.0,0.10812011953268871,0.0,0.0,0.20334182399999998,0.0,0.0
-> Subtract Image Component [PetaFLOPS],2.051549988888889e-06,4.103099977777778e-06,2.051549988888889e-06,4.103099977777778e-06,2.051549988888889e-06,4.103099977777778e-06,1.1190272666666667e-05,6.838499962962964e-07,1.3676999925925927e-06,1.3676999925925927e-06,1.1190272666666667e-05,6.838499962962964e-07,1.3676999925925927e-06,1.3676999925925927e-06,1.1190272666666667e-05,6.838499962962964e-07,1.3676999925925927e-06,1.3676999925925927e-06,5.595136333333333e-06,3.419249981481482e-07,3.419249981481482e-07,3.419249981481482e-07,5.595136333333333e-06,3.419249981481482e-07,3.419249981481482e-07,3.419249981481482e-07,7.629731363636363e-06,4.6626136111111104e-07,4.6626136111111104e-07,4.6626136111111104e-07,5.595136333333333e-06,3.419249981481482e-07,6.838499962962964e-07,0.00027293347967479673,1.667926820234869e-05,3.335853640469738e-05,1.5259462727272725e-05,9.325227222222221e-07,5.595136333333333e-06,3.419249981481482e-07,6.838499962962964e-07,5.595136333333333e-06,3.419249981481482e-07,6.838499962962964e-07,5.595136333333333e-06,3.419249981481482e-07,6.838499962962964e-07,5.595136333333333e-06,3.419249981481482e-07,6.838499962962964e-07,5.595136333333333e-06,3.419249981481482e-07,6.838499962962964e-07
-> Solve [PetaFLOPS],,,,,,,0.3253045051587788,,,,0.21688244242892715,,,,0.21688244242892715,,,,0.006981122561713812,,,,0.003428683371588606,,,,0.0012062597852999528,,,,0.09639118085551501,,,0.7262077883907784,,,0.016489964893906178,,0.19494869208837007,,,0.195981796843107,,,0.12188632661746288,,,0.1628229447948733,,,0.195981796843107,,
-> DFT [PetaFLOPS],3.080944590069022,13.564598954812304,13.060666196904227,13.060666196904227,6.186609519336057,13.060666196904227,9.693578451245681,4.388220285075977,4.388220285075977,8.528896371940464,6.46246388738684,4.388220285075977,4.388220285075977,8.528896371940464,6.46246388738684,4.388220285075977,4.388220285075977,8.528896371940464,0.6977525011644179,0.31586073031463163,0.31586073031463163,1.0489862156272984,0.22853090698744,0.15517840304841335,0.00624332635889937,0.5280356602239987,0.06453271686098978,0.04381999844970804,0.04381999844970804,0.15318681209013738,5.255771897602804,2.3791674416851745,2.3791674416851745,0.9041410960500461,1.105061339616723,1.105061339616723,0.42120715814626636,0.5148087488454367,10.629669066638986,7.217700026413432,7.217700026413432,10.685999615648914,7.217700026413432,7.217700026413432,6.732139604517608,4.571229403903006,4.571229403903006,8.877996766130018,6.028289425914712,6.028289425914712,10.685999615648914,6.028289425914712,6.028289425914712
-> Phase Rotation [PetaFLOPS],0.004778530496695227,0.0,0.04519168292571427,0.6427261571657141,0.0,0.0,0.18793367949838496,0.00680610892063541,0.01361221784127082,0.23810900327812753,0.08018600754901023,0.00680610892063541,0.01361221784127082,0.23810900327812753,0.08018600754901023,0.00680610892063541,0.01361221784127082,0.23810900327812753,0.016792249397780044,0.0009501958340451733,0.0,0.008765662947110751,0.002299937134430245,0.00043923286830167694,1.767175129072108e-05,0.002657077852754752,0.00033375812133411276,5.036301677951001e-05,0.0,0.0,0.1010315900453005,0.0,0.0,0.005617427967523772,0.0,0.0,0.0010139791295594646,0.0,0.13077369576988962,0.02497422460149161,0.04994844920298322,0.40261681151999995,0.02497422460149161,0.04994844920298322,0.08176264585538232,0.015614474444062724,0.0,0.10922338605853249,0.0,0.0,0.20541674057142856,0.0,0.0
-> IFFT [PetaFLOPS],0.0053193751736668555,0.004483790806532701,0.088923021969117,0.011236700059538472,0.02387128116532451,0.006797930784246117,0.11718225371619974,0.012108986547179387,0.0060724378351426625,0.0010652722976788136,0.05107782432248507,0.012108986547179387,0.0060724378351426625,0.0010652722976788136,0.05107782432248507,0.012108986547179387,0.0060724378351426625,0.0010652722976788136,0.014479914503070741,0.0012029691045275077,0.0007454079032630319,0.00011660595924940179,0.002263950203968347,0.0004215704575630926,8.67575529888325e-05,3.790818933292607e-05,0.0008182949133544015,0.00020497642894651248,7.806672813393162e-05,2.1204281213879964e-05,0.08058578418159115,0.014499689406634042,0.005967153974826339,0.004407143908355172,0.006056226395223843,0.003073716481737042,0.0020406320059899773,0.000581223655423343,0.19270510250755205,0.030673524067196548,0.01572165271892937,0.3448306920967894,0.030673524067196548,0.01572165271892937,0.089728995331707,0.014494704964185999,0.016373435272408362,0.05245073407120806,0.02088746058950531,0.010826410912428553,0.14651437798890032,0.02088746058950531,0.010826410912428553
-> Degridding Kernel Update [PetaFLOPS],0.07396683952211572,0.5748970943197567,0.009965403145994967,0.04905759866047411,0.003985642870965909,0.06726082938799842,0.1803215278254907,0.10572347714035744,0.209056159444879,0.48002104653900163,0.17094446464121002,0.10572347714035744,0.209056159444879,0.48002104653900163,0.17094446464121002,0.10572347714035744,0.209056159444879,0.48002104653900163,0.002904697457807905,0.0014300613935163003,0.0016253600716343236,0.005339173904348733,0.002724149783666053,0.0015072409442974143,0.001503134176768295,0.001556476423943867,0.002042560829500266,0.0011222307037422905,0.0011300023127047564,0.0029392581318708373,0.002930425406237212,0.0016721472331773745,0.003320308202548104,0.0049732077585979695,0.003562843777248804,0.006638099088588033,0.011877607979597977,0.0071439298608226886,0.01007750150424318,0.005029484401373076,0.009437661942110516,0.00955966078701059,0.005029484401373076,0.009437661942110516,0.008636860323226966,0.004610166810418399,0.010746445447319071,0.006536238959232698,0.004159195241957027,0.007862513071871687,0.006788023484104114,0.004159195241957027,0.007862513071871687
-> FFT [PetaFLOPS],0.0053193751736668555,1.4692485714846355,0.088923021969117,3.682041875509566,0.02387128116532451,2.227545959381768,0.023436450743239946,0.0024217973094358774,0.0060724378351426625,0.34906842650339365,0.010215564864497014,0.0024217973094358774,0.0060724378351426625,0.34906842650339365,0.010215564864497014,0.0024217973094358774,0.0060724378351426625,0.34906842650339365,0.002895982900614148,0.00024059382090550153,0.0007454079032630319,0.038209440726843985,0.0004527900407936694,8.431409151261852e-05,8.67575529888325e-05,0.012421755480613214,0.00016365898267088033,4.09952857893025e-05,7.806672813393162e-05,0.006948218868164187,0.016117156836318234,0.014499689406634042,0.005967153974826339,0.0008814287816710342,0.0012112452790447685,0.003073716481737042,0.0004081264011979955,0.000581223655423343,0.03854102050151041,0.006134704813439311,0.01572165271892937,0.06896613841935788,0.006134704813439311,0.01572165271892937,0.017945799066341403,0.002898940992837199,0.016373435272408362,0.010490146814241614,0.004177492117901063,0.010826410912428553,0.029302875597780064,0.004177492117901063,0.010826410912428553
-> Identify Component [PetaFLOPS],6.991577236472633e-06,0.6363888969020423,0.0002486013946701056,32.58468200220008,0.00015830523764746531,20.749384108928574,0.0002776058839587213,2.3271336103840374e-06,0.002327133610384037,0.006981400831152113,0.00012338039287054282,2.3271336103840374e-06,0.002327133610384037,0.006981400831152113,0.00012338039287054282,2.3271336103840374e-06,0.002327133610384037,0.006981400831152113,0.00029344689854515706,2.459926752017014e-06,0.0008541412333392409,0.007871765606454445,5.504704854559589e-05,1.0382673765458756e-06,4.153069506183502e-05,0.05050547728172256,2.49044857885413e-05,4.697348142557515e-07,9.786141963661488e-05,0.015056517885747774,0.004109240155109316,2.392168035561698e-05,0.02392168035561698,0.003182485191434629,0.0001350591709327968,0.13505917093279676,3.287291169191477e-05,0.000976548688378641,0.0021560827974339003,4.0666856604548856e-05,0.0569335992463684,0.004851186294226275,4.0666856604548856e-05,0.0569335992463684,0.0008648287665262642,1.6311928038046818e-05,0.015858818925878853,0.0019930177119136887,2.6105008324582023e-05,0.05221001664916404,0.004484289851805801,2.6105008324582023e-05,0.05221001664916404
-> Reprojection [PetaFLOPS],0.0039269646101846595,1.0286886309310406,0.05723365325439703,2.6073451957149447,0.01421227536976566,1.326216902825046,0.017162333119879736,0.00022350017058604023,0.004483251795646425,0.2918692156272669,0.0076277031480108375,0.00022350017058604023,0.004483251795646425,0.2918692156272669,0.0076277031480108375,0.00022350017058604023,0.004483251795646425,0.2918692156272669,0.0020785444074314565,2.227755960589832e-05,0.0005029161429387439,0.02993808657511954,0.0003401744099009799,8.184202480896462e-06,6.73710757164661e-05,0.010142264795164913,0.000126575965655453,4.045586333900508e-06,5.824295006676207e-05,0.005283510828544542,0.01001088682349707,0.008669178292453601,0.0035676848141743323,0.0006364970715532745,9.980565591312584e-05,0.002026174515488286,0.0003088377332218287,0.00041659165797711264,0.02415406631418693,0.0004939894948305,0.010127732656359613,0.04383273212669063,0.0004939894948305,0.010127732656359613,0.011731300877409256,0.00024378211659497663,0.01011559236077534,0.00659774301257416,0.0003110369656000602,0.006448680506874212,0.018130013147731043,0.0003110369656000602,0.006448680506874212
