,Ingest (Low) [],ICAL (Low) [],RCAL (Low) [],DPrepA (Low) [],DPrepA_Image (Low) [],DPrepB (Low) [],DPrepC (Low) [],DPrepD (Low) [],Fast_Img (Low) [],Ingest (Mid1) [],ICAL (Mid1) [],RCAL (Mid1) [],DPrepA (Mid1) [],DPrepA_Image (Mid1) [],DPrepB (Mid1) [],DPrepC (Mid1) [],DPrepD (Mid1) [],Fast_Img (Mid1) [],Ingest (Mid2) [],ICAL (Mid2) [],RCAL (Mid2) [],DPrepA (Mid2) [],DPrepA_Image (Mid2) [],DPrepB (Mid2) [],DPrepC (Mid2) [],DPrepD (Mid2) [],Fast_Img (Mid2) [],Ingest (Mid5A) [],ICAL (Mid5A) [],RCAL (Mid5A) [],DPrepA (Mid5A) [],DPrepA_Image (Mid5A) [],DPrepB (Mid5A) [],DPrepC (Mid5A) [],DPrepD (Mid5A) [],Fast_Img (Mid5A) [],Ingest (Mid5B) [],ICAL (Mid5B) [],RCAL (Mid5B) [],DPrepA (Mid5B) [],DPrepA_Image (Mid5B) [],DPrepB (Mid5B) [],DPrepC (Mid5B) [],DPrepD (Mid5B) [],Fast_Img (Mid5B) [],Ingest (Mid5C) [],ICAL (Mid5C) [],RCAL (Mid5C) [],DPrepA (Mid5C) [],DPrepA_Image (Mid5C) [],DPrepB (Mid5C) [],DPrepC (Mid5C) [],DPrepD (Mid5C) [],Fast_Img (Mid5C) []
W kernel support pred11 [uv-pixels],,,,,,,,,,952.9151270818414,15.79439921740486,15.794399863075371,12.15747220194383,12.15747220194383,22.447432824304197,98.53521994384995,952.9151270818414,41.54727978628811,453.6779515075712,15.456983486986948,15.456983916609829,10.104377604978566,24.18810613186736,24.18810613186736,76.48395043378126,453.6779515075712,20.619586676665016,140.32371531681747,12.911395131806099,12.91139537053662,11.882879586722861,14.110534157259028,11.615536392248426,50.57082833104947,140.32371531681747,6.6506664409638026,74.82635479855996,12.649960691592893,12.649960029811206,11.641096770717477,13.8221436024782,11.379194740774471,39.80626654210427,74.82635479855996,3.5949317551364106,131.93061952868786,10.590612044079672,10.590612270093692,10.03473339531114,11.944795279226794,9.824289280169111,49.37993396771741,131.93061952868786,6.262633157716523
AW kernel support pred0 [uv-pixels],52.796275818634754,10.028159578324136,10.028159578290694,10.023991118726038,10.043173775494438,10.043173770625591,10.23314560806876,52.796275818634754,10.001390314365764,66.83748079289296,10.074146590707429,10.074146596708333,10.039138492395868,10.04399327680978,10.07159580550044,12.46747435508541,66.83748079289296,10.003058904554988,34.20048150361397,10.071043081418951,10.071043085329226,10.030565063586158,10.118987799787847,10.108241133505818,11.563489762522265,34.20048150361397,10.000765653837538,14.515553109215524,10.049730142501163,10.049730144325219,10.042177289428993,10.05930654807507,10.040314353884522,10.720303791220983,14.515553109215524,10.000080828042584,11.50185999982993,10.047752342319503,10.047752337362962,10.040490674934787,10.05692788153521,10.038701979330723,10.454777296128754,11.50185999982993,10.000023721460483,14.076294815083747,10.033556959614808,10.033556961037549,10.030147821411271,10.042614647576581,10.02890424960641,10.688275575491344,14.076294815083747,10.000071708416435
AW kernel support pred1 [uv-pixels],88.66703309967698,10.07954996363963,10.079549963545357,10.067795069248431,10.121824505176612,10.121824491484329,10.647938621033596,88.66703309967698,10.011130330041592,90.71948540697122,10.135934270679401,10.1359342816512,10.071843094453966,10.08074096288126,10.13127007581398,14.219092236370779,90.71948540697122,10.010328035003269,45.62876493005944,10.130259283804437,10.130259290955486,10.056121969939337,10.217781869387052,10.198191394736925,12.73228489029803,45.62876493005944,10.002585107097666,17.441715840279215,10.09125140672669,10.091251410067812,10.077412985738068,10.108786251623721,10.073998509367364,11.2906041653133,17.441715840279215,10.000272854959556,12.628931965321115,10.08762840645803,10.087628397377806,10.074321698944985,10.104431970548136,10.07104289616862,10.822244335189556,12.628931965321115,10.0000800719805,16.763546131475167,10.061609330728366,10.061609333337495,10.055356622611267,10.078214528649442,10.053075402887401,11.234522674353332,16.763546131475167,10.000242067495345
AW kernel support pred2 [uv-pixels],150.6525426437242,10.22381913319962,10.223819132936075,10.190926163337531,10.341592650555807,10.341592612541113,11.74670026109948,150.6525426437242,10.088908734092886,112.94118897432566,10.208707085683434,10.208707102474072,10.110472670744732,10.124128972545401,10.201568450797776,16.05482180912421,112.94118897432566,10.024482870904109,56.332583575571704,10.200021202283207,10.20002121322979,10.086329801462602,10.333715129416419,10.303838796642124,13.99471525078935,56.332583575571704,10.00612956283549,20.383824904209447,10.140252641530818,10.140252646654998,10.119021936871743,10.16713386019577,10.113781305885007,11.932360799069816,20.383824904209447,10.000646904392243,13.84933096605165,10.134695664599043,10.134695650670519,10.114277383129778,10.160460810328306,10.109244251408384,11.242786872165986,13.84933096605165,10.000189828309235,19.483967492814465,10.094758795787044,10.094758799794333,10.085153994711446,10.120252041112469,10.081649090426346,11.850388615524327,19.483967492814465,10.000573907269967
AW kernel support pred3 [uv-pixels],258.03333272954256,10.622477372199196,10.622477371479203,10.532385787270735,10.941386698901704,10.941386698901704,14.422760968859832,258.03333272954256,10.693755401469975,154.19965720255513,10.380721838117905,10.380721868510305,10.20226064497588,10.227148298437289,10.367796947426585,19.777896316584222,154.19965720255513,10.082518162650233,76.24697308328703,10.36499467420639,10.364994694033243,10.158199337581557,10.605976149927208,10.552324467234929,16.636926405796444,76.24697308328703,10.020692375795324,26.133884806760314,10.256499726947125,10.256499736269516,10.217844073855979,10.305355510802611,10.208292746373363,13.345223936220323,26.133884806760314,10.002184141393183,16.41072282593842,10.246387846477774,10.24638782112714,10.209197034691712,10.29323658549719,10.20002068368579,12.19123008239615,16.41072282593842,10.000640852521787,24.830944392647194,10.173591552612999,10.173591559928402,10.156051416441588,10.220085458814761,10.149647656418972,13.209815104773247,24.830944392647194,10.001937663321943
AW kernel support pred4 [uv-pixels],445.4383725722758,11.960186819487234,11.960186819487234,11.581756682539593,16.10478793227145,16.10478793227145,20.19477090681694,445.4383725722758,14.694745357906237,229.13884376786183,10.804304195135275,10.804304258152968,10.431102146041109,10.483538306142464,10.777488702423454,27.03852930649183,229.13884376786183,10.377656711261931,112.35635059102489,10.771670508941822,10.771670550112537,10.33794653076903,11.266661547535053,11.157363378555505,21.971800516542668,112.35635059102489,10.09562668433384,36.957647494863814,10.545213106725429,10.54521312628584,10.463950329867624,10.647479664971188,10.443823234584173,16.396277538029086,36.957647494863814,10.01011707605419,21.599613679688336,10.523985633560226,10.523985580316168,10.445729624849037,10.622157063740511,10.426376337368643,14.319764623655365,21.599613679688336,10.00296838313913,34.9470048775347,10.37053636875319,10.37053638422995,10.33339469336724,10.468670725553563,10.31981803697992,16.157112447529908,34.9470048775347,10.008975453137037
AW kernel support pred5 [uv-pixels],,,,,,,,,,298.1147482796174,11.303479968081929,11.303480068102155,10.70568908641212,10.790369118669918,11.2608922106667,33.93486468872628,298.1147482796174,11.008273977263114,145.45088083182608,11.251644772817222,11.251644838262981,10.554658610576473,12.029847156499528,11.859426479597262,27.152158948972147,145.45088083182608,10.260766738533059,47.036049008222165,10.889670355533159,10.8896703869766,10.75876376140049,11.053637609947161,10.726254312056055,19.513156287592103,47.036049008222165,10.027762347024156,26.649558917264923,10.855528407870795,10.855528322186814,10.729335024073878,11.013115709411505,10.6980456534865,16.571135671491568,26.649558917264923,10.008148123472035,44.39165164795698,10.607583055481294,10.607583080592322,10.54725903479778,10.766383151792368,10.52517736479618,19.178131534940444,44.39165164795698,10.024631171861023
AW kernel support pred6 [uv-pixels],,,,,,,,,,425.80210794232977,12.4444308492421,12.444431028913398,11.351339248198972,11.508708506032058,12.367838474287748,46.812841892865166,425.80210794232977,13.516669699948297,206.3442156837779,12.351183398620847,12.351183516522214,11.068341831596674,13.725676833391717,13.42899463157909,36.95408705887058,206.3442156837779,10.980953701987623,65.65897730696503,11.692119478619528,11.692119536508368,11.450079072789366,11.992438501971112,11.389641321733317,25.62354036754579,65.65897730696503,10.107501135470821,36.21828175379036,11.629193195241408,11.629193037144116,11.395374380971287,11.918502882443107,11.337089713804437,21.114236228927986,36.21828175379036,10.031620143302284,61.86658230155549,11.167859178600613,11.16785922572787,11.0543971630546,11.46422483235128,11.012738297957238,25.11611789329294,61.86658230155549,10.095412244670142
AW kernel support pred7 [uv-pixels],,,,,,,,,,544.9939733241398,13.695953461780547,13.69595372259029,12.084553382485687,12.319920398914094,13.584664487759397,58.79397535328595,544.9939733241398,17.634628312333724,262.7960861803776,13.560435743301884,13.560435914854148,11.657937036005618,15.52938792887845,15.109104225619932,46.14051306427915,262.7960861803776,12.34461638758563,82.89524450630238,12.592676644783591,12.592676730617528,12.23238082256003,13.035927668253386,12.141957298719085,31.47823819336718,82.89524450630238,10.270888910006642,45.19352698201891,12.499279976435625,12.499279741547193,12.150542903038524,12.927173028166834,12.063177602588942,25.556298606274776,45.19352698201891,10.080083114554055,78.049826969966,11.808471278945534,11.808471350097555,11.636797626484027,12.25351778942821,11.573576066359479,30.81560852890964,78.049826969966,10.24062403233818
AW kernel support pred8 [uv-pixels],,,,,,,,,,630.6479475186711,14.673560486769173,14.673560807462342,12.67266337461421,12.967674850224608,14.536637716152086,67.34652379855694,630.6479475186711,21.59235362190306,303.1600723625007,14.506806457940304,14.506806669189194,12.135036324755369,16.909029790446844,16.399578893844986,52.7163569886831,303.1600723625007,13.812695205387783,95.17936607806455,13.308251055050654,13.308251162017859,12.858077382554576,13.858993452985807,12.744714032174675,35.70882788984629,95.17936607806455,10.464309491478819,51.62030852193496,13.191782511400309,13.191782218292863,12.755484636078197,13.724159910536335,12.645816615852635,28.796699372357036,51.62030852193496,10.138111283032472,89.58506033686311,12.325190511355318,12.325190601115247,12.10829208614628,12.884553757188154,12.028246410200039,34.93730442776355,89.58506033686311,10.412835488091822
AW kernel support pred9 [uv-pixels],,,,,,,,,,741.1662045209579,16.003765856998914,16.003766255345344,13.491098969190912,13.865522627129838,17.23732802703356,78.30115219238517,741.1662045209579,27.79729669166598,355.0179938230039,15.796471809279316,15.79647207209326,12.804351177740982,18.756066788357643,18.132630944923463,61.150626477784485,355.0179938230039,16.321786389219383,110.90518476482559,14.295869558358824,14.295869693218085,13.72660975991944,14.987886941252041,13.582693391407417,41.163546962828285,110.90518476482559,10.834205100243812,59.86479922880176,14.148920929393912,14.148920559298537,13.596377092124637,14.818882359844936,13.456944658674212,32.998372887415314,59.86479922880176,10.251061618874445,104.35228550512826,13.04793824421529,13.047938359013237,12.770027875850733,13.760187895531379,12.667200894215272,40.254064324065794,104.35228550512826,10.743056637673007
AW kernel support pred10 [uv-pixels],,,,,,,,,,848.3832158902655,17.347600570708895,17.34760104396986,14.335871445119654,14.788610083750035,20.65665578815594,88.84095363698961,848.3832158902655,34.88584629534387,405.1105978013124,17.101170685607766,17.10117099823401,13.50086152030185,21.89187886291317,21.89187886291317,69.27208260473212,405.1105978013124,19.383441908547756,126.03437318849498,15.307031861870122,15.30703202402568,14.620833600524666,16.136819127892743,14.446777427915803,46.43511149161089,126.03437318849498,11.346388836635683,67.804392777867,15.13022941589271,15.13022897032772,14.463337438483697,15.934575859931257,14.29448978099339,37.075936589547275,67.804392777867,10.411652731775426,118.55848698547582,13.79777033496597,13.797770474695973,13.458955719374062,14.661408927844814,13.33330717546357,45.394013310393596,118.55848698547582,11.202072867454147
AW kernel support pred11 [uv-pixels],,,,,,,,,,952.9675962074481,18.693930743392606,18.693931288916072,15.741795651736716,15.741795651736716,24.574117286316703,99.04135282488264,952.9675962074481,42.73378590342897,453.78814846148873,18.409734884484003,18.409735245199347,14.216133327455548,26.173736421200537,26.173736421200537,77.13491216016979,453.78814846148873,22.916530163105005,140.6795830258081,16.331078477847882,16.331078666588883,15.530705948943687,17.294715210236152,15.327122550552259,51.55005992322876,140.6795830258081,12.009636302110158,75.49161127198158,16.125182340018526,16.125181820860846,15.346502338487714,17.060236040791725,15.148797739374217,41.0431340911126,75.49161127198158,10.626548561225707,132.30906382112826,14.56574967065566,14.56574983498821,14.166717132595421,15.57812999890034,14.018439993824053,50.38231712273793,132.30906382112826,11.79917683858202
"W kernel support pred, ff [pixels]",(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined)
W kernel support bw0 [uv-pixels],51.84058969878098,0.7509890334313283,0.7509890329847722,0.6931074579734943,0.9302362521312458,0.9302361995653887,2.171927493250396,51.84058969878098,0.16675796919282154,66.08516352964814,1.2200121028342796,1.2200121523862333,0.8856080789516227,0.9390425680447598,1.198766895344569,7.445664295058724,66.08516352964814,0.24736096700338506,32.70585475230759,1.194114210532858,1.1941142435117371,0.7824547877258973,1.5472278734095084,1.47530973463167,5.806401251029523,32.70585475230759,0.12374838575339467,10.52146767644403,0.9985368982148004,0.9985369165729324,0.9194154187979655,1.0907099651813854,0.8988394321677005,3.863277543235406,10.52146767644403,0.040206558978108056,5.682673970560674,0.9784309544301416,0.9784309035301592,0.9008068569079644,1.0685496780217048,0.8806460298091296,3.049978411669375,5.682673970560674,0.02178140887010416,9.906668245235307,0.8199178384660009,0.8199178558764639,0.7770877166454542,0.9241801554457292,0.7608682197157997,3.7734910597011924,9.906668245235307,0.037870482843733844
W kernel support bw1 [uv-pixels],88.10132098157902,1.2638542121256142,1.2638542113737627,1.1664036850006203,1.5656727990208394,1.5656727105024186,3.657676431465588,88.10132098157902,0.4719433070599293,90.16665144334496,1.6544375296556755,1.6544375968745524,1.2008427537775428,1.2733178553339313,1.6256178361114884,10.108540153079463,90.16665144334496,0.4546068283389465,44.51948100598907,1.619306381481274,1.6193064262176982,1.060937827724418,2.0983484768681224,2.000776780074746,7.881058211161211,44.51948100598907,0.2273957447535556,14.290327198949884,1.354014384622039,1.3540144095228825,1.2466966291452926,1.479040053891969,1.2187887293275521,5.241921634075622,14.290327198949884,0.07387268535099338,7.712971060798133,1.3267429542978588,1.326742885258148,1.2214572009832154,1.4489808305962086,1.1941126481485878,4.137749684374641,7.712971060798133,0.04001807118720107,13.454236466708023,1.1117474192459837,1.1117474428593073,1.0536587720378283,1.2531592418685975,1.0316613088313809,5.120009738326593,13.454236466708023,0.06958023069500174
W kernel support bw2 [uv-pixels],150.32028673808182,2.1275520365853877,2.12755203531894,1.9634092967584271,2.636008070934133,2.636007921794796,6.1631945469954585,150.32028673808182,1.3364428326178834,112.4976096054238,2.053704058836898,2.0537041423010667,1.4905226015985455,1.5805022786232248,2.0179194375178984,12.560147424402723,112.4976096054238,0.7001834252893276,55.437892928021455,2.0100827164639123,2.010082772011577,1.3168328913999043,2.60493154918316,2.4837660814149602,9.790406270971394,55.437892928021455,0.35018399199615297,17.76232861213499,1.6806914154813566,1.680691446397487,1.5474511168019454,1.835922365226626,1.5128027972174813,6.510087114561373,17.76232861213499,0.11374755527108033,9.581438733678628,1.6468321754333808,1.6468320897164779,1.5161157551092774,1.7986005332528197,1.4821671075264962,5.138118006911465,9.581438733678628,0.061616574227208426,16.721991187088065,1.3799112816119277,1.3799113109273107,1.3077962750536656,1.5554746464153963,1.2804875565558538,6.358593424567148,16.721991187088065,0.10713764403280973
W kernel support bw3 [uv-pixels],257.83948650180565,3.582879501585829,3.582879499451205,3.3062290259300795,4.44003861412298,4.44003861412298,10.393076251277414,257.83948650180565,3.788984637929831,153.87506062187435,2.7855674252076468,2.785567538468255,2.0214159067405313,2.1434930180032645,2.737008137194338,17.063563013320394,153.87506062187435,1.2873121222810928,75.58836487425492,2.7263738915135685,2.726373966890328,1.7857810005827677,3.5336567593393604,3.3692063845666866,13.296139298002522,75.58836487425492,0.6436425174912901,24.144977429954615,2.279426824635186,2.2794268665821775,2.0986513568560508,2.4900506428644666,2.051643437749121,8.837137653554338,24.144977429954615,0.20901578489978515,13.011987690963144,2.2334869376039395,2.23348682130488,2.0561381503094758,2.4394096427246237,2.010080084876697,6.973241062943459,13.011987690963144,0.11321422670188461,22.728303927718347,1.8713538092510882,1.8713538490211914,1.7735220250691015,2.109537102180695,1.7364756115336444,8.63129278279305,22.728303927718347,0.19686802934455488
W kernel support bw4 [uv-pixels],445.32610945220534,6.560950293748319,6.560950293748319,5.842695255920037,12.623953197926392,12.623953197926392,17.545049785589665,445.32610945220534,10.767336770701792,228.92053145856664,4.090597650835108,4.090597817280787,2.967809289887647,3.1471535419099603,4.019236585580051,25.121346840048556,228.92053145856664,2.7741230716750493,111.91045312272352,4.003609065981214,4.003609176750615,2.6216671171297494,5.190150520621243,4.948409599167343,19.564253574791568,111.91045312272352,1.3862460638117227,35.57903467429398,3.346867112129459,3.3468671737598448,3.0812751428486114,3.6563401395350215,3.012215755094612,12.993764547046293,35.57903467429398,0.4499376360249123,19.145320867297563,3.2793709176276535,3.279370746759606,3.0188188742368762,3.5819297434165924,2.9511563036275734,10.249666281245046,19.145320867297563,0.24367288335199153,33.48571560994978,2.747366844022213,2.7473669024426326,2.6036600947339954,3.097267628097734,2.549243871499166,12.690637597935178,33.48571560994978,0.4237801570386919
W kernel support bw5 [uv-pixels],,,,,,,,,,297.9469804207112,5.269597649615142,5.269597864162191,3.822535652537927,4.053648445184345,5.177614641922859,32.427997801932854,297.9469804207112,4.602401107953138,145.10671498850104,5.157471288690333,5.157471431468138,3.3765097935317865,6.687093734107502,6.375421274313776,25.243607816440345,145.10671498850104,2.2985504263744887,45.96074309999651,4.31102313287434,4.3110232123006575,3.968752659668327,4.7098730781241205,3.879759215067492,16.755992011933973,45.96074309999651,0.7456659361908637,24.70220618658938,4.224037998656008,4.224037778453226,3.888268259626436,4.6139698339809785,3.8010762691744806,13.213725343103677,24.70220618658938,0.4037683263417485,43.25065012266939,3.538476830351423,3.538476905628819,3.3533077918860013,3.9893616245207144,3.283193348010113,16.364618210379277,43.25065012266939,0.7023034471278886
W kernel support bw6 [uv-pixels],,,,,,,,,,425.684666306095,7.407014186672553,7.407014488536023,5.371489805231171,5.696522753120068,7.277597716696924,45.73228800406111,425.684666306095,9.09397381662716,206.10175968718326,7.24925729619023,7.2492574970689265,4.744279808471757,9.401819214104579,8.963141012780065,35.575336264813934,206.10175968718326,4.536666640298325,64.89299885963469,6.058519448042911,6.058519559760506,5.577123880023555,6.6195605007854645,5.451965648987074,23.59164727116885,64.89299885963469,1.4702310034630404,34.81039978507779,5.936171693292661,5.936171383573857,5.463932400981615,6.4846519535596245,5.341310998139907,18.595993426837275,34.81039978507779,0.7958660060011038,61.05304255870578,4.972029629140795,4.972029734995064,4.7116554032048645,5.6061083655865716,4.6130689155153615,23.03951774733555,61.05304255870578,1.3846834980730496
W kernel support bw7 [uv-pixels],,,,,,,,,,544.9022214669649,9.358372787363118,9.35837316905747,6.785015140303395,7.195862605385101,9.194732690241263,57.937306960565536,544.9022214669649,14.525154584862845,262.60575567135703,9.158898271529134,9.158898525525121,5.992286369614809,11.881156906867096,11.326298181694055,45.04383360499986,262.60575567135703,7.2380628455856675,82.28986305590534,7.6534636002321275,7.653463741459559,7.044937230957734,8.362739393998487,6.886735586903106,29.8476042549207,82.28986305590534,2.343322214655387,44.07328988258617,7.498799899272186,7.498799507751361,6.901861548783763,8.192179349853374,6.746869931427723,23.518596864036812,44.07328988258617,1.2680992060236433,77.40655973521646,6.28012690522107,6.280127039007634,5.951055284547799,7.081574557669614,5.826462302616312,29.147928382768622,77.40655973521646,2.206893874136743
W kernel support bw8 [uv-pixels],,,,,,,,,,630.5686589971884,10.73840664898073,10.738407087193842,7.784368760939351,8.255942769977745,10.550537241802209,66.59995696507318,630.5686589971884,19.137129746472176,302.9950981036437,10.509397395100184,10.5093976867008,6.874525918427562,13.635075667344823,12.997930138889267,51.75919526188828,302.9950981036437,9.52840746593798,94.65258436525767,8.781204139766757,8.78120430187965,8.082707094517376,9.595399915058438,7.90112243683833,34.2800290149624,94.65258436525767,3.0824946282927543,50.64243528800478,8.603669323497217,8.60366887408318,7.918483964827292,9.399604526253894,7.740586404257405,27.004627283891704,50.64243528800478,1.667723114653727,89.02518203047612,7.204881757614288,7.2048819111641,6.827205668751504,8.12476002857139,6.684213619004863,33.47559171513219,89.02518203047612,2.902954168095747
W kernel support bw9 [uv-pixels],,,,,,,,,,741.0987401986339,12.49481979084309,12.494820301057967,9.055923552929546,9.604827834138911,14.040138087339336,77.6599667438447,741.0987401986339,25.936262324485085,354.87712794446253,12.22818554084604,12.22818588035128,7.996962491028508,15.867893413094647,15.12588195725446,60.32743255456441,354.87712794446253,12.899639953708286,110.45342913517943,10.216255988844962,10.21625617755699,9.403181137312819,11.164083256754827,9.191820263962017,39.930409446447825,110.45342913517943,4.168932735622993,59.02367479837852,10.009593571481366,10.00959304833822,9.212028551369759,10.936145317017482,9.004963050819278,31.446662990163297,59.02367479837852,2.2548313271641356,103.87203420624726,8.381449303363706,8.381449482077015,7.941889696413869,9.452130496365795,7.775472879150706,38.992174786821344,103.87203420624726,3.9259732449737914
W kernel support bw10 [uv-pixels],,,,,,,,,,848.3242782122347,14.175304072959408,14.175304652131615,10.272157032045271,10.895090096423859,18.074773258615345,88.27635608207748,848.3242782122347,33.42188312681315,404.9871559086001,13.872636332661878,13.872636718044626,9.070460946962246,19.47445403980467,19.47445403980467,68.54649099988147,404.9871559086001,16.604752940710846,125.63702967285093,11.58901309086788,11.589013305046626,10.666244661277513,12.664791019449355,10.426378952049342,45.345557436625846,125.63702967285093,5.361020390945257,67.06292328832127,11.354463535435968,11.354462941704648,10.44931241084523,12.406075440521226,10.214325141629498,35.701891742485174,67.06292328832127,2.8987087827318407,118.13600144022669,9.50675897540623,9.506759178205364,9.007968086981203,10.72179610650602,8.819131489850252,44.27884872514405,118.13600144022669,5.048409306677936
W kernel support bw11 [uv-pixels],,,,,,,,,,952.9151270818414,15.79439921740486,15.794399863075371,12.15747220194383,12.15747220194383,22.447432824304197,98.53521994384995,952.9151270818414,41.54727978628811,453.6779515075712,15.456983486986948,15.456983916609829,10.104377604978566,24.18810613186736,24.18810613186736,76.48395043378126,453.6779515075712,20.619586676665016,140.32371531681747,12.911395131806099,12.91139537053662,11.882879586722861,14.110534157259028,11.615536392248426,50.57082833104947,140.32371531681747,6.6506664409638026,74.82635479855996,12.649960691592893,12.649960029811206,11.641096770717477,13.8221436024782,11.379194740774471,39.80626654210427,74.82635479855996,3.5949317551364106,131.93061952868786,10.590612044079672,10.590612270093692,10.03473339531114,11.944795279226794,9.824289280169111,49.37993396771741,131.93061952868786,6.262633157716523
AW kernel support bw0 [uv-pixels],52.796275818634754,10.028159578324136,10.028159578290694,10.023991118726038,10.043173775494438,10.043173770625591,10.23314560806876,52.796275818634754,10.001390314365764,66.83748079289296,10.074146590707429,10.074146596708333,10.039138492395868,10.04399327680978,10.07159580550044,12.46747435508541,66.83748079289296,10.003058904554988,34.20048150361397,10.071043081418951,10.071043085329226,10.030565063586158,10.118987799787847,10.108241133505818,11.563489762522265,34.20048150361397,10.000765653837538,14.515553109215524,10.049730142501163,10.049730144325219,10.042177289428993,10.05930654807507,10.040314353884522,10.720303791220983,14.515553109215524,10.000080828042584,11.50185999982993,10.047752342319503,10.047752337362962,10.040490674934787,10.05692788153521,10.038701979330723,10.454777296128754,11.50185999982993,10.000023721460483,14.076294815083747,10.033556959614808,10.033556961037549,10.030147821411271,10.042614647576581,10.02890424960641,10.688275575491344,14.076294815083747,10.000071708416435
AW kernel support bw1 [uv-pixels],88.66703309967698,10.07954996363963,10.079549963545357,10.067795069248431,10.121824505176612,10.121824491484329,10.647938621033596,88.66703309967698,10.011130330041592,90.71948540697122,10.135934270679401,10.1359342816512,10.071843094453966,10.08074096288126,10.13127007581398,14.219092236370779,90.71948540697122,10.010328035003269,45.62876493005944,10.130259283804437,10.130259290955486,10.056121969939337,10.217781869387052,10.198191394736925,12.73228489029803,45.62876493005944,10.002585107097666,17.441715840279215,10.09125140672669,10.091251410067812,10.077412985738068,10.108786251623721,10.073998509367364,11.2906041653133,17.441715840279215,10.000272854959556,12.628931965321115,10.08762840645803,10.087628397377806,10.074321698944985,10.104431970548136,10.07104289616862,10.822244335189556,12.628931965321115,10.0000800719805,16.763546131475167,10.061609330728366,10.061609333337495,10.055356622611267,10.078214528649442,10.053075402887401,11.234522674353332,16.763546131475167,10.000242067495345
AW kernel support bw2 [uv-pixels],150.6525426437242,10.22381913319962,10.223819132936075,10.190926163337531,10.341592650555807,10.341592612541113,11.74670026109948,150.6525426437242,10.088908734092886,112.94118897432566,10.208707085683434,10.208707102474072,10.110472670744732,10.124128972545401,10.201568450797776,16.05482180912421,112.94118897432566,10.024482870904109,56.332583575571704,10.200021202283207,10.20002121322979,10.086329801462602,10.333715129416419,10.303838796642124,13.99471525078935,56.332583575571704,10.00612956283549,20.383824904209447,10.140252641530818,10.140252646654998,10.119021936871743,10.16713386019577,10.113781305885007,11.932360799069816,20.383824904209447,10.000646904392243,13.84933096605165,10.134695664599043,10.134695650670519,10.114277383129778,10.160460810328306,10.109244251408384,11.242786872165986,13.84933096605165,10.000189828309235,19.483967492814465,10.094758795787044,10.094758799794333,10.085153994711446,10.120252041112469,10.081649090426346,11.850388615524327,19.483967492814465,10.000573907269967
AW kernel support bw3 [uv-pixels],258.03333272954256,10.622477372199196,10.622477371479203,10.532385787270735,10.941386698901704,10.941386698901704,14.422760968859832,258.03333272954256,10.693755401469975,154.19965720255513,10.380721838117905,10.380721868510305,10.20226064497588,10.227148298437289,10.367796947426585,19.777896316584222,154.19965720255513,10.082518162650233,76.24697308328703,10.36499467420639,10.364994694033243,10.158199337581557,10.605976149927208,10.552324467234929,16.636926405796444,76.24697308328703,10.020692375795324,26.133884806760314,10.256499726947125,10.256499736269516,10.217844073855979,10.305355510802611,10.208292746373363,13.345223936220323,26.133884806760314,10.002184141393183,16.41072282593842,10.246387846477774,10.24638782112714,10.209197034691712,10.29323658549719,10.20002068368579,12.19123008239615,16.41072282593842,10.000640852521787,24.830944392647194,10.173591552612999,10.173591559928402,10.156051416441588,10.220085458814761,10.149647656418972,13.209815104773247,24.830944392647194,10.001937663321943
AW kernel support bw4 [uv-pixels],445.4383725722758,11.960186819487234,11.960186819487234,11.581756682539593,16.10478793227145,16.10478793227145,20.19477090681694,445.4383725722758,14.694745357906237,229.13884376786183,10.804304195135275,10.804304258152968,10.431102146041109,10.483538306142464,10.777488702423454,27.03852930649183,229.13884376786183,10.377656711261931,112.35635059102489,10.771670508941822,10.771670550112537,10.33794653076903,11.266661547535053,11.157363378555505,21.971800516542668,112.35635059102489,10.09562668433384,36.957647494863814,10.545213106725429,10.54521312628584,10.463950329867624,10.647479664971188,10.443823234584173,16.396277538029086,36.957647494863814,10.01011707605419,21.599613679688336,10.523985633560226,10.523985580316168,10.445729624849037,10.622157063740511,10.426376337368643,14.319764623655365,21.599613679688336,10.00296838313913,34.9470048775347,10.37053636875319,10.37053638422995,10.33339469336724,10.468670725553563,10.31981803697992,16.157112447529908,34.9470048775347,10.008975453137037
