,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
"Channels predict, no-smear0",559.1337152950158,1809.0904657256951,502.7771957887094,1373.4278293411337,1034.9988790363216,1885.9751150023908,1789.4312556780048,663.1885345814411,663.1885345814411,1288.353070402745,1193.1851449561725,663.1885345814411,663.1885345814411,1288.353070402745,1193.1851449561725,663.1885345814411,663.1885345814411,1288.353070402745,261.21149632239513,403.0540788670101,403.0540788670101,734.4434476774929,214.84984127568796,497.1909356825173,497.1909356825173,279.28085374879674,286.6062635725801,398.02881001253394,398.02881001253394,25.664246596024633,322.42065370364355,238.85374289707516,398.02881001253394,894.2545468709208,894.2545468709208,894.2545468709208,1005.0053854489457,2511.6897145573553,372.78105657217833,483.15612439994436,362.43339351431086,559.0389802377872,483.15612439994436,362.43339351431086,652.167937578682,1207.4924417886202,483.15612439994436,544.700977250144,1008.5130422414231,1008.5130422414231,653.5959856457442,1008.5130422414231,1008.5130422414231
"Channels predict, no-smear1",1117.2953217949262,3617.208237988821,753.8913072681331,2059.86715195982,1552.3826770323226,2828.8470245059593,3578.169498413163,1325.6842841487744,1325.6842841487744,2576.0131800688873,2385.6773440448724,1325.6842841487744,1325.6842841487744,2576.0131800688873,2385.6773440448724,1325.6842841487744,1325.6842841487744,2576.0131800688873,391.7711462657152,604.5350169007022,604.5350169007022,1101.6190674725092,322.2189921177397,745.7306245903046,745.7306245903046,418.90275499589205,429.86382302328974,596.9976404288616,596.9976404288616,38.494609457539404,483.585407325264,358.2350436199255,596.9976404288616,1341.280466795748,1341.280466795748,1341.280466795748,1507.2335084877068,3767.259952131288,559.0389802377872,724.6015700009231,543.5174871479519,838.4258482659727,724.6015700009231,543.5174871479519,978.1192792840136,1811.1060218133737,724.6015700009231,816.9384956364858,1512.656581147074,1512.656581147074,980.28100389151,1512.656581147074,1512.656581147074
"Channels predict, no-smear2",2233.6181120846836,7233.443651746777,1005.0053854489457,2746.3064623796045,2069.7664721575957,3771.7189324319356,7155.645916780303,2650.675602311196,2650.675602311196,5151.333306208186,4770.661641597791,2650.675602311196,2650.675602311196,5151.333306208186,4770.661641597791,2650.675602311196,2650.675602311196,5151.333306208186,522.3307944011752,806.0159537629055,806.0159537629055,1468.7946866230889,429.5881397427964,994.2703121075014,994.2703121075014,558.5246559695574,573.1213808637368,795.9664696855765,795.9664696855765,51.32497229224026,644.7501595153672,477.6163424109698,795.9664696855765,1788.3063841681017,1788.3063841681017,1788.3063841681017,2009.4616148571042,5022.83018303477,745.2968934217347,966.0470075132783,724.6015700009231,1117.8127093029952,966.0470075132783,724.6015700009231,1304.070614995905,2414.7195985996987,966.0470075132783,1089.1760088165274,2016.800117240791,2016.800117240791,1306.96601779828,2016.800117240791,2016.800117240791
"Channels predict, no-smear3",4466.26348098825,14465.914413852615,1507.2335084877068,4119.185071013969,3104.5340595364714,5657.462746707873,14310.598719951107,5300.658148066288,5300.658148066288,10301.97351186012,9540.630186376056,5300.658148066288,5300.658148066288,10301.97351186012,9540.630186376056,5300.658148066288,5300.658148066288,10301.97351186012,783.4500888644667,1208.9778263156445,1208.9778263156445,2203.1459242849523,644.3264317751682,1491.3496857510963,1491.3496857510963,837.7684576434344,859.6364949340269,1193.9041270392163,1193.9041270392163,76.98569793480485,967.0796624647984,716.3789380602059,1193.9041270392163,2682.3582163564483,2682.3582163564483,2682.3582163564483,3013.917810920462,7533.970638170312,1117.8127093029952,1448.937874446404,1086.7697249209346,1676.58642438262,1448.937874446404,1086.7697249209346,1955.9732804231985,3621.9467489340564,1448.937874446404,1633.6510299688712,3025.0871866158723,3025.0871866158723,1960.336041270146,3025.0871866158723,3025.0871866158723
"Channels predict, no-smear4",8931.554112875032,28930.855905350065,2511.6897145573553,6864.942273636082,5174.069230853,9428.950373368421,28620.504309573727,10600.623194271158,10600.623194271158,20603.253899857915,19080.56725075056,10600.623194271158,10600.623194271158,20603.253899857915,19080.56725075056,10600.623194271158,10600.623194271158,20603.253899857915,1305.6886756205524,2014.9015700148148,2014.9015700148148,3671.8483988277135,1073.8030119774014,2485.5084313703824,2485.5084313703824,1396.2560606678828,,,,,1611.7386666437208,1193.9041270392163,1989.779440352671,4470.461877672626,4470.461877672626,4470.461877672626,4018.373998645579,10045.11108995104,1862.8443284761663,2414.7195985996987,1811.1060218133737,2794.133846147517,2414.7195985996987,1811.1060218133737,3259.7786040836563,6036.401045713372,2414.7195985996987,2722.601066020032,5041.661321982965,5041.661321982965,3267.07608300433,5041.661321982965,5041.661321982965
"Channels predict, no-smear5",,,3516.1459053790722,9610.699470687023,7243.604400849842,13200.437999296486,,,,,,,,,,,,,1827.9272615478014,2820.825313173438,2820.825313173438,5140.550873089399,,,,,,,,,2256.3976701657107,1671.4293151335298,2785.654753143743,6258.565537827592,6258.565537827592,6258.565537827592,,,2607.875942853118,3380.5013190529257,2535.4423137715403,3911.681264714464,3380.5013190529257,2535.4423137715403,4563.583925007532,8450.855341013887,3380.5013190529257,3811.551099692947,7058.235456070325,7058.235456070325,4573.8161227602595,7058.235456070325,7058.235456070325
"Channels predict, no-smear6",,,5525.058274544787,15102.21386022389,11382.674739763022,20743.413250674002,,,,,,,,,,,,,2089.046554398382,3223.787184677295,3223.787184677295,5874.902110160061,,,,,,,,,3545.715676687566,2626.4796906042498,4377.4053782844685,8940.721027388057,8940.721027388057,8940.721027388057,,,4097.939167681737,5312.06475692582,3984.1148936492104,6146.776099231232,5312.06475692582,3984.1148936492104,7171.194564597031,13279.763930416846,5312.06475692582,5989.451165093498,11091.383723198613,11091.383723198613,7187.29620064201,11091.383723198613,11091.383723198613
"Channels predict, no-smear7",,,7533.970638170312,20593.728247660394,15521.745078190484,28286.38850162736,,,,,,,,,,,,,,,,,,,,,,,,,4835.0336829480575,3581.5300657480143,5969.156003228102,,,,,,5588.002390765619,7243.628193459831,5432.787471740869,8381.87093257496,7243.628193459831,5432.787471740869,9778.805203194423,18108.672519208772,7243.628193459831,8167.351229610696,15124.531989867131,15124.531989867131,9800.776277769013,15124.531989867131,15124.531989867131
"Channels predict, no-smear8",,,9040.654909467647,24712.36403777495,18626.047831869946,33943.619939647484,,,,,,,,,,,,,,,,,,,,,,,,,5802.02218761939,4297.817847033029,7162.968971877786,,,,,,6705.549807639503,8692.300770509128,6519.291904838624,10058.192057312433,8692.300770509128,6519.291904838624,11734.513181907203,21730.353960832246,8692.300770509128,9800.776277769013,18149.39318963302,18149.39318963302,11760.88633545867,18149.39318963302,18149.39318963302
"Channels predict, no-smear9",,,11049.567270263373,30203.878424293223,22765.118170239723,41486.595190876724,,,,,,,,,,,,,,,,,,,,,,,,,7091.340193737987,5252.868221995312,8754.719596739762,,,,,,8195.613029826505,10623.864206351685,7967.9644820068215,12293.286890062791,10623.864206351685,7967.9644820068215,12386.41584142446,22937.581107860868,9175.19162948914,11978.676341888648,22182.5414561377,22182.5414561377,14374.366412224357,22182.5414561377,22182.5414561377
"Channels predict, no-smear10",,,13058.479630428616,35695.392810509155,26904.188508167405,49029.57044203559,,,,,,,,,,,,,,,,,,,,,,,,,8380.658199914396,6207.918596931814,10346.470221536132,,,,,,9685.676251827055,12555.427642058461,9416.637058985098,14528.381722726019,12555.427642058461,9416.637058985098,,,,14156.576405879654,26215.689722525978,26215.689722525978,16987.846488913263,26215.689722525978,26215.689722525978
"Channels predict, no-smear11",,,15067.391990198219,41186.9071966738,31043.258846574812,56572.54569243952,,,,,,,,,,,,,,,,,,,,,,,,,9669.976205977098,7162.968971877786,11938.220846287122,,,,,,11175.739473704114,14486.991077609053,10865.309635809857,16763.476555282203,14486.991077609053,10865.309635809857,,,,16334.476469786141,30248.837988860792,30248.837988860792,19601.326565676056,30248.837988860792,30248.837988860792
"Channels backward, no-smear0",559.1337152950158,1809.0904657256951,502.7771957887094,1373.4278293411337,1034.9988790363216,1885.9751150023908,1789.4312556780048,663.1885345814411,663.1885345814411,1288.353070402745,1193.1851449561725,663.1885345814411,663.1885345814411,1288.353070402745,1193.1851449561725,663.1885345814411,663.1885345814411,1288.353070402745,261.21149632239513,403.0540788670101,403.0540788670101,734.4434476774929,214.84984127568796,497.1909356825173,497.1909356825173,279.28085374879674,286.6062635725801,398.02881001253394,398.02881001253394,25.664246596024633,322.42065370364355,238.85374289707516,398.02881001253394,894.2545468709208,894.2545468709208,894.2545468709208,1005.0053854489457,2511.6897145573553,372.78105657217833,483.15612439994436,362.43339351431086,559.0389802377872,483.15612439994436,362.43339351431086,652.167937578682,1207.4924417886202,483.15612439994436,544.700977250144,1008.5130422414231,1008.5130422414231,653.5959856457442,1008.5130422414231,1008.5130422414231
"Channels backward, no-smear1",1117.2953217949262,3617.208237988821,753.8913072681331,2059.86715195982,1552.3826770323226,2828.8470245059593,3578.169498413163,1325.6842841487744,1325.6842841487744,2576.0131800688873,2385.6773440448724,1325.6842841487744,1325.6842841487744,2576.0131800688873,2385.6773440448724,1325.6842841487744,1325.6842841487744,2576.0131800688873,391.7711462657152,604.5350169007022,604.5350169007022,1101.6190674725092,322.2189921177397,745.7306245903046,745.7306245903046,418.90275499589205,429.86382302328974,596.9976404288616,596.9976404288616,38.494609457539404,483.585407325264,358.2350436199255,596.9976404288616,1341.280466795748,1341.280466795748,1341.280466795748,1507.2335084877068,3767.259952131288,559.0389802377872,724.6015700009231,543.5174871479519,838.4258482659727,724.6015700009231,543.5174871479519,978.1192792840136,1811.1060218133737,724.6015700009231,816.9384956364858,1512.656581147074,1512.656581147074,980.28100389151,1512.656581147074,1512.656581147074
"Channels backward, no-smear2",2233.6181120846836,7233.443651746777,1005.0053854489457,2746.3064623796045,2069.7664721575957,3771.7189324319356,7155.645916780303,2650.675602311196,2650.675602311196,5151.333306208186,4770.661641597791,2650.675602311196,2650.675602311196,5151.333306208186,4770.661641597791,2650.675602311196,2650.675602311196,5151.333306208186,522.3307944011752,806.0159537629055,806.0159537629055,1468.7946866230889,429.5881397427964,994.2703121075014,994.2703121075014,558.5246559695574,573.1213808637368,795.9664696855765,795.9664696855765,51.32497229224026,644.7501595153672,477.6163424109698,795.9664696855765,1788.3063841681017,1788.3063841681017,1788.3063841681017,2009.4616148571042,5022.83018303477,745.2968934217347,966.0470075132783,724.6015700009231,1117.8127093029952,966.0470075132783,724.6015700009231,1304.070614995905,2414.7195985996987,966.0470075132783,1089.1760088165274,2016.800117240791,2016.800117240791,1306.96601779828,2016.800117240791,2016.800117240791
"Channels backward, no-smear3",4466.26348098825,14465.914413852615,1507.2335084877068,4119.185071013969,3104.5340595364714,5657.462746707873,14310.598719951107,5300.658148066288,5300.658148066288,10301.97351186012,9540.630186376056,5300.658148066288,5300.658148066288,10301.97351186012,9540.630186376056,5300.658148066288,5300.658148066288,10301.97351186012,783.4500888644667,1208.9778263156445,1208.9778263156445,2203.1459242849523,644.3264317751682,1491.3496857510963,1491.3496857510963,837.7684576434344,859.6364949340269,1193.9041270392163,1193.9041270392163,76.98569793480485,967.0796624647984,716.3789380602059,1193.9041270392163,2682.3582163564483,2682.3582163564483,2682.3582163564483,3013.917810920462,7533.970638170312,1117.8127093029952,1448.937874446404,1086.7697249209346,1676.58642438262,1448.937874446404,1086.7697249209346,1955.9732804231985,3621.9467489340564,1448.937874446404,1633.6510299688712,3025.0871866158723,3025.0871866158723,1960.336041270146,3025.0871866158723,3025.0871866158723
"Channels backward, no-smear4",8931.554112875032,28930.855905350065,2511.6897145573553,6864.942273636082,5174.069230853,9428.950373368421,28620.504309573727,10600.623194271158,10600.623194271158,20603.253899857915,19080.56725075056,10600.623194271158,10600.623194271158,20603.253899857915,19080.56725075056,10600.623194271158,10600.623194271158,20603.253899857915,1305.6886756205524,2014.9015700148148,2014.9015700148148,3671.8483988277135,1073.8030119774014,2485.5084313703824,2485.5084313703824,1396.2560606678828,,,,,1611.7386666437208,1193.9041270392163,1989.779440352671,4470.461877672626,4470.461877672626,4470.461877672626,4018.373998645579,10045.11108995104,1862.8443284761663,2414.7195985996987,1811.1060218133737,2794.133846147517,2414.7195985996987,1811.1060218133737,3259.7786040836563,6036.401045713372,2414.7195985996987,2722.601066020032,5041.661321982965,5041.661321982965,3267.07608300433,5041.661321982965,5041.661321982965
"Channels backward, no-smear5",,,3516.1459053790722,9610.699470687023,7243.604400849842,13200.437999296486,,,,,,,,,,,,,1827.9272615478014,2820.825313173438,2820.825313173438,5140.550873089399,,,,,,,,,2256.3976701657107,1671.4293151335298,2785.654753143743,6258.565537827592,6258.565537827592,6258.565537827592,,,2607.875942853118,3380.5013190529257,2535.4423137715403,3911.681264714464,3380.5013190529257,2535.4423137715403,4563.583925007532,8450.855341013887,3380.5013190529257,3811.551099692947,7058.235456070325,7058.235456070325,4573.8161227602595,7058.235456070325,7058.235456070325
"Channels backward, no-smear6",,,5525.058274544787,15102.21386022389,11382.674739763022,20743.413250674002,,,,,,,,,,,,,2089.046554398382,3223.787184677295,3223.787184677295,5874.902110160061,,,,,,,,,3545.715676687566,2626.4796906042498,4377.4053782844685,8940.721027388057,8940.721027388057,8940.721027388057,,,4097.939167681737,5312.06475692582,3984.1148936492104,6146.776099231232,5312.06475692582,3984.1148936492104,7171.194564597031,13279.763930416846,5312.06475692582,5989.451165093498,11091.383723198613,11091.383723198613,7187.29620064201,11091.383723198613,11091.383723198613
"Channels backward, no-smear7",,,7533.970638170312,20593.728247660394,15521.745078190484,28286.38850162736,,,,,,,,,,,,,,,,,,,,,,,,,4835.0336829480575,3581.5300657480143,5969.156003228102,,,,,,5588.002390765619,7243.628193459831,5432.787471740869,8381.87093257496,7243.628193459831,5432.787471740869,9778.805203194423,18108.672519208772,7243.628193459831,8167.351229610696,15124.531989867131,15124.531989867131,9800.776277769013,15124.531989867131,15124.531989867131
"Channels backward, no-smear8",,,9040.654909467647,24712.36403777495,18626.047831869946,33943.619939647484,,,,,,,,,,,,,,,,,,,,,,,,,5802.02218761939,4297.817847033029,7162.968971877786,,,,,,6705.549807639503,8692.300770509128,6519.291904838624,10058.192057312433,8692.300770509128,6519.291904838624,11734.513181907203,21730.353960832246,8692.300770509128,9800.776277769013,18149.39318963302,18149.39318963302,11760.88633545867,18149.39318963302,18149.39318963302
"Channels backward, no-smear9",,,11049.567270263373,30203.878424293223,22765.118170239723,41486.595190876724,,,,,,,,,,,,,,,,,,,,,,,,,7091.340193737987,5252.868221995312,8754.719596739762,,,,,,8195.613029826505,10623.864206351685,7967.9644820068215,12293.286890062791,10623.864206351685,7967.9644820068215,12386.41584142446,22937.581107860868,9175.19162948914,11978.676341888648,22182.5414561377,22182.5414561377,14374.366412224357,22182.5414561377,22182.5414561377
"Channels backward, no-smear10",,,13058.479630428616,35695.392810509155,26904.188508167405,49029.57044203559,,,,,,,,,,,,,,,,,,,,,,,,,8380.658199914396,6207.918596931814,10346.470221536132,,,,,,9685.676251827055,12555.427642058461,9416.637058985098,14528.381722726019,12555.427642058461,9416.637058985098,,,,14156.576405879654,26215.689722525978,26215.689722525978,16987.846488913263,26215.689722525978,26215.689722525978
"Channels backward, no-smear11",,,15067.391990198219,41186.9071966738,31043.258846574812,56572.54569243952,,,,,,,,,,,,,,,,,,,,,,,,,9669.976205977098,7162.968971877786,11938.220846287122,,,,,,11175.739473704114,14486.991077609053,10865.309635809857,16763.476555282203,14486.991077609053,10865.309635809857,,,,16334.476469786141,30248.837988860792,30248.837988860792,19601.326565676056,30248.837988860792,30248.837988860792
