,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
Visibilities kernel bw4 [1],90.25759571762504,635.0350441663563,23.437246083806578,959.8064283365118,64.16279256424208,4153.875138893187,99.88993628062082,336.47566016065014,336.47566016065014,336.7884281076634,89.7135580417565,336.47566016065014,336.47566016065014,336.7884281076634,89.7135580417565,336.47566016065014,336.47566016065014,336.7884281076634,149.73224372008562,316.9327345269937,252.67289855177472,411.8747953378822,58.761259054324,441.8906717755232,14.47729099229364,994.4465223578582,,,,,162.8229573177752,411.5596187199132,372.4773079210638,356.554204552383,371.03545091783457,317.419628167055,216.82329787226064,262.4090732958627,36.02899173965817,65.71087943165179,61.54010954839849,118.91171021297777,65.71087943165179,61.54010954839849,121.58175677197806,404.3484770636991,349.04422454889675,221.02014854183693,420.349046350154,381.0185919473608,168.87095101991778,420.349046350154,381.0185919473608
Visibilities kernel bw5 [1],,,44.232697482766596,1019.7626167569908,121.99736861348984,4747.749147204881,,,,,,,,,,,,,284.5043862100916,520.1310031588328,394.6050575014466,632.7388404143305,,,,,,,,,318.3141863514303,746.0016989089236,643.044225173727,755.5309637474404,798.5693821379522,648.1195097378312,,,66.7125322913886,125.42750123352977,113.52471299919493,215.98026539559424,125.42750123352977,113.52471299919493,223.39571269799947,710.8366109537086,579.6111613375858,413.9435835476396,761.6315175010776,658.0223679445787,332.8751594074169,761.6315175010776,658.0223679445787
Visibilities kernel bw6 [1],,,100.19930644964666,1108.9560737347906,298.6630796660636,5539.402786838007,,,,,,,,,,,,,309.77775310312535,839.7705589008226,625.7986251413421,997.996759719297,,,,,,,,,696.5077527617524,2195.8990658821413,1735.965965098938,1412.339297598814,1520.1556915647445,1165.4714115947468,,,144.00887720273522,309.5094913898179,262.77002814425396,480.3495250851319,309.5094913898179,262.77002814425396,507.66462516026996,1976.4787752673253,1480.9337280444377,978.6312567315396,2240.102284714694,1777.3771419631837,740.6700636451573,2240.102284714694,1777.3771419631837
Visibilities kernel bw7 [1],,,168.18683893473585,1766.0359938906392,487.7916568757954,9111.796350075523,,,,,,,,,,,,,,,,,,,,,,,,,1318.8872517162376,4191.791235791588,3094.3858522955184,,,,,,229.75692721276363,509.2556338065228,409.7098527118564,827.5386192394589,509.2556338065228,409.7098527118564,890.3980743852595,3598.1460758507505,2550.91515116601,2083.339322628838,4272.999816417197,3169.384861536887,1424.3219979707067,4272.999816417197,3169.384861536887
Visibilities kernel bw8 [1],,,229.3302823110333,1541.8020582491304,777.1215450744953,8069.761738830457,,,,,,,,,,,,,,,,,,,,,,,,,1992.9284678223976,4775.825431789845,3384.0179703441236,,,,,,324.26317526733675,815.3440106539903,634.3679326668687,1153.8292237217886,815.3440106539903,634.3679326668687,1255.2166402369428,3981.154896986016,2741.3382562760517,2379.4601156213034,4865.946497767355,3466.7315687345813,2174.4557326135387,4865.946497767355,3466.7315687345813
Visibilities kernel bw9 [1],,,329.0288188370125,1326.1316610243002,1108.0302708463657,7029.30689195185,,,,,,,,,,,,,,,,,,,,,,,,,2262.6001089926967,10910.245277366808,7400.27452714755,,,,,,415.1814554190155,1169.2568445714949,876.862661302461,1716.434794059009,1169.2568445714949,876.862661302461,1298.4290602932006,4095.2389232097535,2797.3083595419866,4088.577581004122,11109.773547907624,7582.64751090614,2498.2236126471084,11109.773547907624,7582.64751090614
Visibilities kernel bw10 [1],,,417.1418030289922,1168.8252953078747,1225.5664839850722,6248.529767516394,,,,,,,,,,,,,,,,,,,,,,,,,3739.3029694631778,12081.667281184124,7919.956739793052,,,,,,534.6459537291292,1299.6288691771877,946.2788711165698,1864.9503358047752,1299.6288691771877,946.2788711165698,,,,4538.588422288904,12296.700127022497,8116.294178804241,4170.285073125798,12296.700127022497,8116.294178804241
Visibilities kernel bw11 [1],,,534.5936115546182,1048.4612499503448,1770.3745187936959,5639.615516686437,,,,,,,,,,,,,,,,,,,,,,,,,4038.0586055025396,13102.120795836428,8359.948878206009,,,,,,706.8649666451713,1885.1296030961878,1340.213930111628,2987.2235274137593,1885.1296030961878,1340.213930111628,,,,9864.092926683637,13329.928646374472,8568.106634560947,4541.554386183828,13329.928646374472,8568.106634560947
Oversampling used pred0 [1],1.8875423776844258,53.15078038155812,2.3868066648596056,63.78544272732959,4.629448895415393,63.99999306179715,2.0366413702789714,3.109997083167954,3.0916737351494916,3.590218935088089,1.704678135078467,3.109997083167954,3.0916737351494916,3.590218935088089,1.704678135078467,3.109997083167954,3.0916737351494916,3.590218935088089,6.259067393988751,13.981489109156172,16.281273246678452,53.75204816459656,8.965550458488394,14.714246639941976,3.1744585147998734,63.77755985561632,10.497565799473328,13.803780917743367,13.435776065232702,59.707651089820196,6.363345607500577,14.25522506936877,17.209361630699377,14.500723611835653,14.56212434852673,14.296967055209443,14.807516876869613,15.450549990566458,4.021258090171479,3.9255573894888656,5.5725087052807964,5.219384459553147,3.9255573894888656,5.5725087052807964,5.230698550717285,15.010781415552465,14.775976495088536,8.09329556086741,14.530233245992385,14.398033737698604,6.598446777255063,14.530233245992385,14.398033737698604
Oversampling used pred1 [1],3.6879386910181964,58.01194320839612,3.5220700614377307,63.96988618198752,5.711029708211001,63.99999999659141,3.9800781004606307,6.014910786769384,5.9200717739706405,8.089374591823358,3.3477826127487162,6.014910786769384,5.9200717739706405,8.089374591823358,3.3477826127487162,6.014910786769384,5.9200717739706405,8.089374591823358,13.021573525124758,26.69539804363022,25.32594116630834,59.03968752596229,9.690782603011897,29.722923621501565,4.872057003501659,63.9413691701944,12.858296599246543,27.766427073748268,26.699557556208916,63.151593391234094,13.293965015248155,27.38064652473269,26.99061993369032,26.97983676746751,27.15468215159646,26.40909146775728,26.055915792803326,27.665387091945135,4.431998132519013,5.890100918279977,5.822329973819166,10.22413652498404,5.890100918279977,5.822329973819166,10.262658375967547,28.74064723702999,28.06847972602742,16.857479400070794,28.55621945490553,28.162726317829105,13.857690379233638,28.55621945490553,28.162726317829105
Oversampling used pred2 [1],7.0153972900249,63.12784695770399,4.616129046292578,63.99387347644625,9.798853729543964,63.99999999999761,7.580105667716353,16.85790399050388,16.234629537189356,25.72562904372264,6.449142360110216,16.85790399050388,16.234629537189356,25.72562904372264,6.449142360110216,16.85790399050388,16.234629537189356,25.72562904372264,21.47079664584031,39.91904122388537,37.6300640200392,61.70010310405733,12.234421208888733,42.38676555717161,6.133644918886219,63.993105136132215,16.76919978427118,38.55341026269655,36.80668206831682,63.712120950519974,21.99744417546451,41.00162436321912,40.3192259892641,40.25410088785091,40.55625567762654,39.27698010120834,38.06799227429579,40.61467805894529,6.045863747816902,10.145580935733307,9.975319004755711,16.91552847603726,10.145580935733307,9.975319004755711,17.005974709856524,41.58494709883192,40.45820634464711,26.924042112492486,41.510879322370286,40.8393821016039,22.457149136346743,41.510879322370286,40.8393821016039
Oversampling used pred3 [1],21.36128269267593,63.94159070026896,8.122257213650549,63.99952270147412,19.94379936488884,64.0,22.983861115297124,47.22702843420197,44.86746574753879,53.676675651257376,17.85332462836159,47.22702843420197,44.86746574753879,53.676675651257376,17.85332462836159,47.22702843420197,44.86746574753879,53.676675651257376,36.705768753313436,54.994116401154855,52.17943713558725,62.96278212484771,20.370394378316966,57.73759435753835,8.202637259831839,63.998816842203205,24.882496028481306,59.26710392045218,57.69296670044308,63.9987050883261,38.90429852309066,57.447551848841826,56.65963161142716,55.825214799051366,56.1891007082194,54.63538939196077,54.88683878536605,57.43859091187662,12.558706596249579,20.28035885044266,19.738294883241394,31.503955681357596,20.28035885044266,19.738294883241394,31.74942266622591,57.622108248271054,56.363406360806415,45.43989825914562,57.76405700729932,57.00921382350784,39.58557873530355,57.76405700729932,57.00921382350784
Oversampling used pred4 [1],48.55208184658826,63.99709660773614,19.75311534574827,63.999982555587664,40.70067192937276,64.0,50.72635209396711,63.680198799263316,63.680198799263316,63.68177013302729,48.419160121982436,63.680198799263316,63.680198799263316,63.68177013302729,48.419160121982436,63.680198799263316,63.680198799263316,63.68177013302729,57.94523079639597,63.56494671226679,62.803141651521265,63.90245760937263,38.6319679693579,63.939200210771475,13.04771854993625,63.999989890305436,,,,,59.07320325747065,63.901972252821565,63.818594881366096,63.76689349070391,63.814428614882345,63.568269846121545,61.89509067655533,62.973277874279006,27.712052540046777,41.26183711182556,39.718190972047765,54.16232873264877,41.26183711182556,39.718190972047765,54.56741506896543,63.89018312497495,63.73762748249191,62.02971365107401,63.91464393310961,63.84142596772682,59.520806243569034,63.91464393310961,63.84142596772682
Oversampling used pred5 [1],,,32.11005444525985,63.99999321436464,54.6289516537703,64.0,,,,,,,,,,,,,63.27500719598856,63.98226695843575,63.871970967401545,63.99698969550164,,,,,,,,,63.57430934195951,63.99949422465521,63.997440662699454,63.99956470571319,63.99977898336999,63.99763726235695,,,41.61770352179979,55.121736196072185,53.29131196014832,61.86695877650306,55.121736196072185,53.29131196014832,62.10206271941384,63.99912003252549,63.99305018603995,63.905584331055145,63.99960457994686,63.997978444592285,63.66154148611109,63.99960457994686,63.997978444592285
Oversampling used pred6 [1],,,50.790864977057986,63.99999833444645,63.41990866193932,64.0,,,,,,,,,,,,,63.51305668223338,63.999884486534405,63.99664202463155,63.99999044003165,,,,,,,,,63.998897273619804,63.999999999999936,63.99999999991426,63.999999985985035,63.999999997434394,63.999999316047074,,,57.374141962435004,63.51099515035127,62.97909766374613,63.96682081996513,63.51099515035127,62.97909766374613,63.978420266179214,63.99999999999806,63.99999999524177,63.99998703103403,63.99999999999997,63.999999999955335,63.999449923651845,63.99999999999997,63.999999999955335
Oversampling used pred7 [1],,,59.47228812752409,63.9999999999466,63.97049023505132,64.0,,,,,,,,,,,,,,,,,,,,,,,,,63.99999993894094,64.0,64.0,,,,,,62.282982150327264,63.978954245504326,63.899074628420436,63.9998599471207,63.978954245504326,63.899074628420436,63.999947956134925,64.0,64.0,63.99999999999964,64.0,64.0,63.99999998839521,64.0,64.0
Oversampling used pred8 [1],,,62.27140673878706,63.99999999817551,63.99969017545857,64.0,,,,,,,,,,,,,,,,,,,,,,,,,63.9999999999985,64.0,64.0,,,,,,63.612379748691566,63.99983029441042,63.99706594416591,63.999999178415806,63.99983029441042,63.99706594416591,63.999999833574265,64.0,64.0,64.0,64.0,64.0,63.999999999999915,64.0,64.0
Oversampling used pred9 [1],,,63.64040619661197,63.99999994552433,63.999998309985,64.0,,,,,,,,,,,,,,,,,,,,,,,,,63.99999999999998,64.0,64.0,,,,,,63.907407087869856,63.99999935562894,63.99993559138232,63.999999999883386,63.99999935562894,63.99993559138232,63.999999915730115,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
Oversampling used pred10 [1],,,63.91022196539249,63.999999351234756,63.99999973453303,64.0,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,64.0,,,,,,63.98589057475097,63.99999991730745,63.99997841375756,63.99999999998875,63.99999991730745,63.99997841375756,,,,64.0,64.0,64.0,64.0,64.0,64.0
Oversampling used pred11 [1],,,63.985878939511075,63.99999568174403,63.99999999995013,64.0,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,64.0,,,,,,63.99906323559207,63.999999999991815,63.99999995635968,64.0,63.999999999991815,63.99999995635968,,,,64.0,64.0,64.0,64.0,64.0,64.0
Oversampling used bw0 [1],1.8875423776844258,53.15078038155812,2.3868066648596056,63.78544272732959,4.629448895415393,63.99999306179715,2.0366413702789714,3.109997083167954,3.0916737351494916,3.590218935088089,1.704678135078467,3.109997083167954,3.0916737351494916,3.590218935088089,1.704678135078467,3.109997083167954,3.0916737351494916,3.590218935088089,6.259067393988751,13.981489109156172,16.281273246678452,53.75204816459656,8.965550458488394,14.714246639941976,3.1744585147998734,63.77755985561632,10.497565799473328,13.803780917743367,13.435776065232702,59.707651089820196,6.363345607500577,14.25522506936877,17.209361630699377,14.500723611835653,14.56212434852673,14.296967055209443,14.807516876869613,15.450549990566458,4.021258090171479,3.9255573894888656,5.5725087052807964,5.219384459553147,3.9255573894888656,5.5725087052807964,5.230698550717285,15.010781415552465,14.775976495088536,8.09329556086741,14.530233245992385,14.398033737698604,6.598446777255063,14.530233245992385,14.398033737698604
Oversampling used bw1 [1],3.6879386910181964,58.01194320839612,3.5220700614377307,63.96988618198752,5.711029708211001,63.99999999659141,3.9800781004606307,6.014910786769384,5.9200717739706405,8.089374591823358,3.3477826127487162,6.014910786769384,5.9200717739706405,8.089374591823358,3.3477826127487162,6.014910786769384,5.9200717739706405,8.089374591823358,13.021573525124758,26.69539804363022,25.32594116630834,59.03968752596229,9.690782603011897,29.722923621501565,4.872057003501659,63.9413691701944,12.858296599246543,27.766427073748268,26.699557556208916,63.151593391234094,13.293965015248155,27.38064652473269,26.99061993369032,26.97983676746751,27.15468215159646,26.40909146775728,26.055915792803326,27.665387091945135,4.431998132519013,5.890100918279977,5.822329973819166,10.22413652498404,5.890100918279977,5.822329973819166,10.262658375967547,28.74064723702999,28.06847972602742,16.857479400070794,28.55621945490553,28.162726317829105,13.857690379233638,28.55621945490553,28.162726317829105
Oversampling used bw2 [1],7.0153972900249,63.12784695770399,4.616129046292578,63.99387347644625,9.798853729543964,63.99999999999761,7.580105667716353,16.85790399050388,16.234629537189356,25.72562904372264,6.449142360110216,16.85790399050388,16.234629537189356,25.72562904372264,6.449142360110216,16.85790399050388,16.234629537189356,25.72562904372264,21.47079664584031,39.91904122388537,37.6300640200392,61.70010310405733,12.234421208888733,42.38676555717161,6.133644918886219,63.993105136132215,16.76919978427118,38.55341026269655,36.80668206831682,63.712120950519974,21.99744417546451,41.00162436321912,40.3192259892641,40.25410088785091,40.55625567762654,39.27698010120834,38.06799227429579,40.61467805894529,6.045863747816902,10.145580935733307,9.975319004755711,16.91552847603726,10.145580935733307,9.975319004755711,17.005974709856524,41.58494709883192,40.45820634464711,26.924042112492486,41.510879322370286,40.8393821016039,22.457149136346743,41.510879322370286,40.8393821016039
Oversampling used bw3 [1],21.36128269267593,63.94159070026896,8.122257213650549,63.99952270147412,19.94379936488884,64.0,22.983861115297124,47.22702843420197,44.86746574753879,53.676675651257376,17.85332462836159,47.22702843420197,44.86746574753879,53.676675651257376,17.85332462836159,47.22702843420197,44.86746574753879,53.676675651257376,36.705768753313436,54.994116401154855,52.17943713558725,62.96278212484771,20.370394378316966,57.73759435753835,8.202637259831839,63.998816842203205,24.882496028481306,59.26710392045218,57.69296670044308,63.9987050883261,38.90429852309066,57.447551848841826,56.65963161142716,55.825214799051366,56.1891007082194,54.63538939196077,54.88683878536605,57.43859091187662,12.558706596249579,20.28035885044266,19.738294883241394,31.503955681357596,20.28035885044266,19.738294883241394,31.74942266622591,57.622108248271054,56.363406360806415,45.43989825914562,57.76405700729932,57.00921382350784,39.58557873530355,57.76405700729932,57.00921382350784
Oversampling used bw4 [1],48.55208184658826,63.99709660773614,19.75311534574827,63.999982555587664,40.70067192937276,64.0,50.72635209396711,63.680198799263316,63.680198799263316,63.68177013302729,48.419160121982436,63.680198799263316,63.680198799263316,63.68177013302729,48.419160121982436,63.680198799263316,63.680198799263316,63.68177013302729,57.94523079639597,63.56494671226679,62.803141651521265,63.90245760937263,38.6319679693579,63.939200210771475,13.04771854993625,63.999989890305436,,,,,59.07320325747065,63.901972252821565,63.818594881366096,63.76689349070391,63.814428614882345,63.568269846121545,61.89509067655533,62.973277874279006,27.712052540046777,41.26183711182556,39.718190972047765,54.16232873264877,41.26183711182556,39.718190972047765,54.56741506896543,63.89018312497495,63.73762748249191,62.02971365107401,63.91464393310961,63.84142596772682,59.520806243569034,63.91464393310961,63.84142596772682
Oversampling used bw5 [1],,,32.11005444525985,63.99999321436464,54.6289516537703,64.0,,,,,,,,,,,,,63.27500719598856,63.98226695843575,63.871970967401545,63.99698969550164,,,,,,,,,63.57430934195951,63.99949422465521,63.997440662699454,63.99956470571319,63.99977898336999,63.99763726235695,,,41.61770352179979,55.121736196072185,53.29131196014832,61.86695877650306,55.121736196072185,53.29131196014832,62.10206271941384,63.99912003252549,63.99305018603995,63.905584331055145,63.99960457994686,63.997978444592285,63.66154148611109,63.99960457994686,63.997978444592285
Oversampling used bw6 [1],,,50.790864977057986,63.99999833444645,63.41990866193932,64.0,,,,,,,,,,,,,63.51305668223338,63.999884486534405,63.99664202463155,63.99999044003165,,,,,,,,,63.998897273619804,63.999999999999936,63.99999999991426,63.999999985985035,63.999999997434394,63.999999316047074,,,57.374141962435004,63.51099515035127,62.97909766374613,63.96682081996513,63.51099515035127,62.97909766374613,63.978420266179214,63.99999999999806,63.99999999524177,63.99998703103403,63.99999999999997,63.999999999955335,63.999449923651845,63.99999999999997,63.999999999955335
Oversampling used bw7 [1],,,59.47228812752409,63.9999999999466,63.97049023505132,64.0,,,,,,,,,,,,,,,,,,,,,,,,,63.99999993894094,64.0,64.0,,,,,,62.282982150327264,63.978954245504326,63.899074628420436,63.9998599471207,63.978954245504326,63.899074628420436,63.999947956134925,64.0,64.0,63.99999999999964,64.0,64.0,63.99999998839521,64.0,64.0
Oversampling used bw8 [1],,,62.27140673878706,63.99999999817551,63.99969017545857,64.0,,,,,,,,,,,,,,,,,,,,,,,,,63.9999999999985,64.0,64.0,,,,,,63.612379748691566,63.99983029441042,63.99706594416591,63.999999178415806,63.99983029441042,63.99706594416591,63.999999833574265,64.0,64.0,64.0,64.0,64.0,63.999999999999915,64.0,64.0
Oversampling used bw9 [1],,,63.64040619661197,63.99999994552433,63.999998309985,64.0,,,,,,,,,,,,,,,,,,,,,,,,,63.99999999999998,64.0,64.0,,,,,,63.907407087869856,63.99999935562894,63.99993559138232,63.999999999883386,63.99999935562894,63.99993559138232,63.999999915730115,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
Oversampling used bw10 [1],,,63.91022196539249,63.999999351234756,63.99999973453303,64.0,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,64.0,,,,,,63.98589057475097,63.99999991730745,63.99997841375756,63.99999999998875,63.99999991730745,63.99997841375756,,,,64.0,64.0,64.0,64.0,64.0,64.0
Oversampling used bw11 [1],,,63.985878939511075,63.99999568174403,63.99999999995013,64.0,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,64.0,,,,,,63.99906323559207,63.999999999991815,63.99999995635968,64.0,63.999999999991815,63.99999995635968,,,,64.0,64.0,64.0,64.0,64.0,64.0
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Channels predict, no-smear0",559.1337152950158,1809.0904657256951,603.2228470378325,4576.81127226378,414.1383024984219,1885.9751150023908,429.9899422466631,663.1885345814411,663.1885345814411,1288.353070402745,358.44033998018244,663.1885345814411,663.1885345814411,1288.353070402745,358.44033998018244,663.1885345814411,663.1885345814411,1288.353070402745,261.21149632239513,403.0540788670101,403.0540788670101,734.4434476774929,214.84984127568796,497.1909356825173,497.1909356825173,279.28085374879674,214.97748223738932,398.02881001253394,398.02881001253394,25.664246596024633,257.9547512531722,398.02881001253394,398.02881001253394,894.2545468709208,894.2545468709208,894.2545468709208,2511.6897145573553,2511.6897145573553,372.78105657217833,483.15612439994436,483.15612439994436,652.167937578682,483.15612439994436,483.15612439994436,652.167937578682,1207.4924417886202,1207.4924417886202,726.1926570419781,1008.5130422414231,1008.5130422414231,653.5959856457442,1008.5130422414231,1008.5130422414231
"Channels predict, no-smear1",1117.2953217949262,3617.208237988821,904.5597563976627,6864.942273636082,621.0918337495959,2828.8470245059593,859.2872958419088,1325.6842841487744,1325.6842841487744,2576.0131800688873,716.1882027630096,1325.6842841487744,1325.6842841487744,2576.0131800688873,716.1882027630096,1325.6842841487744,1325.6842841487744,2576.0131800688873,391.7711462657152,604.5350169007022,604.5350169007022,1101.6190674725092,322.2189921177397,745.7306245903046,745.7306245903046,418.90275499589205,322.42065370364355,596.9976404288616,596.9976404288616,38.494609457539404,386.88655543856316,596.9976404288616,596.9976404288616,1341.280466795748,1341.280466795748,1341.280466795748,3767.259952131288,3767.259952131288,559.0389802377872,724.6015700009231,724.6015700009231,978.1192792840136,724.6015700009231,724.6015700009231,978.1192792840136,1811.1060218133737,1811.1060218133737,1089.1760088165274,1512.656581147074,1512.656581147074,980.28100389151,1512.656581147074,1512.656581147074
"Channels predict, no-smear2",2233.6181120846836,7233.443651746777,1205.8966379974954,9153.073271346264,828.0453578278335,3771.7189324319356,1717.881724030251,2650.675602311196,2650.675602311196,5151.333306208186,1431.683593715042,2650.675602311196,2650.675602311196,5151.333306208186,1431.683593715042,2650.675602311196,2650.675602311196,5151.333306208186,522.3307944011752,806.0159537629055,806.0159537629055,1468.7946866230889,429.5881397427964,994.2703121075014,994.2703121075014,558.5246559695574,429.86382302328974,795.9664696855765,795.9664696855765,51.32497229224026,515.818357835032,795.9664696855765,795.9664696855765,1788.3063841681017,1788.3063841681017,1788.3063841681017,5022.83018303477,5022.83018303477,745.2968934217347,966.0470075132783,966.0470075132783,1304.070614995905,966.0470075132783,966.0470075132783,1304.070614995905,2414.7195985996987,2414.7195985996987,1452.1593566854401,2016.800117240791,2016.800117240791,1306.96601779828,2016.800117240791,2016.800117240791
"Channels predict, no-smear3",4466.26348098825,14465.914413852615,1808.570373420898,13729.335263104213,1241.9523988093595,5657.462746707873,3435.07044070933,5300.658148066288,5300.658148066288,10301.97351186012,2862.67420802834,5300.658148066288,5300.658148066288,10301.97351186012,2862.67420802834,5300.658148066288,5300.658148066288,10301.97351186012,783.4500888644667,1208.9778263156445,1208.9778263156445,2203.1459242849523,644.3264317751682,1491.3496857510963,1491.3496857510963,837.7684576434344,644.7501595153672,1193.9041270392163,1193.9041270392163,76.98569793480485,773.6819608386259,1193.9041270392163,1193.9041270392163,2682.3582163564483,2682.3582163564483,2682.3582163564483,7533.970638170312,7533.970638170312,1117.8127093029952,1448.937874446404,1448.937874446404,1955.9732804231985,1448.937874446404,1448.937874446404,1955.9732804231985,3621.9467489340564,3621.9467489340564,2178.126048514747,3025.0871866158723,3025.0871866158723,1960.336041270146,3025.0871866158723,3025.0871866158723
