,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
Visibilities averaged0 [1/s],1068006804.4129881,4702156614.425933,5557019537.1692095,5557019537.1692095,2632263121.1519947,5557019537.1692095,2053498743.4000857,760586402.4349835,760586402.4349835,1478267312.6817896,1369015739.5189753,760586402.4349835,760586402.4349835,1478267312.6817896,1369015739.5189753,760586402.4349835,760586402.4349835,1478267312.6817896,362850872.219865,134391632.3195664,134391632.3195664,446320027.36918545,118842481.81297402,66024918.21520934,2656394.8599766605,224667290.01023868,33558822.87867294,18644423.173564527,18644423.173564527,65177541.08311387,2733148808.569379,1012282203.3974955,1012282203.3974955,470178730.6589364,470178730.6589364,470178730.6589364,219039536.8896133,219039536.8896133,5527726071.639862,3070968927.2751784,3070968927.2751784,5557019537.1692095,3070968927.2751784,3070968927.2751784,3500901427.5528927,1944955236.080722,1944955236.080722,4616807341.8289795,2564901484.386682,2564901484.386682,5557019537.1692095,2564901484.386682,2564901484.386682
Visibilities averaged1 [1/s],288388130.64524466,1269698049.1437929,457466134.8960061,457466134.8960061,216693720.07932782,457466134.8960061,554495216.1770215,205377053.67240188,205377053.67240188,399168568.1558812,369667953.71757394,205377053.67240188,205377053.67240188,399168568.1558812,369667953.71757394,205377053.67240188,205377053.67240188,399168568.1558812,29870686.066118084,11063416.313075522,11063416.313075522,36742051.46870331,9783375.864128204,5435317.248879598,218680.2981747619,18495108.054073848,2762636.498086998,1534850.1385548362,1534850.1385548362,5365559.289810689,224998852.92625448,83333309.14437708,83333309.14437708,38706152.67522038,38706152.67522038,38706152.67522038,18031818.974195447,18031818.974195447,455054632.04564065,252808952.0199814,252808952.0199814,457466134.8960061,252808952.0199814,252808952.0199814,288201946.02561563,160113015.33930606,160113015.33930606,380065788.1620287,211148361.20391273,211148361.20391273,457466134.8960061,211148361.20391273,211148361.20391273
Visibilities averaged2 [1/s],295343688.57940954,1300321564.4734845,256593083.03988552,256593083.03988552,121543662.94933827,256593083.03988552,567868941.34285,210330489.1413662,210330489.1413662,408796010.50274134,378583878.45668787,210330489.1413662,210330489.1413662,408796010.50274134,378583878.45668787,210330489.1413662,210330489.1413662,408796010.50274134,16754489.230037004,6205478.141832605,6205478.141832605,20608643.010717962,5487502.536303211,3048673.3417041427,122657.93602732864,10373919.367450994,1549564.7924273144,860898.5431140364,860898.5431140364,3009546.052449976,126202017.91747853,46741712.8442359,46741712.8442359,21710308.785600163,21710308.785600163,21710308.785600163,10114060.190395769,10114060.190395769,255240469.3622077,141800722.43737984,141800722.43737984,256593083.03988552,141800722.43737984,141800722.43737984,161652678.1498663,89807505.09557271,89807505.09557271,213179173.0652331,118433267.1804169,118433267.1804169,256593083.03988552,118433267.1804169,118433267.1804169
Visibilities averaged3 [1/s],369997461.95525193,1629002742.1781635,459807312.3426801,459807312.3426801,217802694.95547017,459807312.3426801,711408691.4492425,263495548.2828546,263495548.2828546,512127030.9549176,474278203.9457324,263495548.2828546,263495548.2828546,512127030.9549176,474278203.9457324,263495548.2828546,263495548.2828546,512127030.9549176,30023555.472616497,11120035.631489608,11120035.631489608,36930086.50710592,9833444.31111967,5463133.607704691,219799.4397746862,18589760.590178713,2776774.8610592647,1542705.051201487,1542705.051201487,5393018.647869954,226150331.03537884,83759784.56855221,83759784.56855221,38904239.40728274,38904239.40728274,38904239.40728274,18124100.53272981,18124100.53272981,457383468.1283203,254102754.05610594,254102754.05610594,459807312.3426801,254102754.05610594,254102754.05610594,289676879.0198931,160932426.770748,160932426.770748,382010853.3452681,212228956.56047428,212228956.56047428,459807312.3426801,212228956.56047428,212228956.56047428
Visibilities averaged4 [1/s],141855163.57533255,624551447.5564057,645228591.6047664,645228591.6047664,305633517.2179821,645228591.6047664,272750509.5876864,101022866.22592254,101022866.22592254,196346924.5533511,181835874.88790295,101022866.22592254,101022866.22592254,196346924.5533511,181835874.88790295,101022866.22592254,101022866.22592254,196346924.5533511,42130814.13139103,15604286.266229669,15604286.266229669,51822463.59549761,13798865.857877117,7666189.529454271,308435.46667140163,26086242.480049044,,,,,317347409.8127446,117536642.80573276,117536642.80573276,54592710.74294672,54592710.74294672,54592710.74294672,12716400.486603329,12716400.486603329,641827311.2277044,356571889.40119225,356571889.40119225,645228591.6047664,356571889.40119225,356571889.40119225,406491588.2224452,225829821.06086984,225829821.06086984,536060037.0313493,297812120.5632539,297812120.5632539,645228591.6047664,297812120.5632539,297812120.5632539
Visibilities averaged5 [1/s],,,339470775.8585375,339470775.8585375,160801378.87304932,339470775.8585375,,,,,,,,,,,,,22166066.95181283,8209802.284707954,8209802.284707954,27265084.270227853,,,,,,,,,166964348.4922001,61838944.90142296,61838944.90142296,28722580.048779003,28722580.048779003,28722580.048779003,,,337681277.83638394,187601320.70916304,187601320.70916304,339470775.8585375,187601320.70916304,187601320.70916304,213865313.20727548,118814673.69085176,118814673.69085176,282034489.86225027,156686347.97512478,156686347.97512478,339470775.8585375,156686347.97512478,156686347.97512478
Visibilities averaged6 [1/s],,,518336756.643202,518336756.643202,245527070.71180692,518336756.643202,,,,,,,,,,,,,8461322.79154316,3133879.697136858,3133879.697136858,10407740.780109677,,,,,,,,,254937287.76392925,94421671.65458265,94421671.65458265,32892306.297772948,32892306.297772948,32892306.297772948,,,515604378.2861059,286447809.4541203,286447809.4541203,518336756.643202,286447809.4541203,286447809.4541203,326550209.0010138,181417715.4035795,181417715.4035795,430637489.6837596,239243844.2286954,239243844.2286954,518336756.643202,239243844.2286954,239243844.2286954
Visibilities averaged7 [1/s],,,495393215.1353212,495393215.1353212,234659115.72696993,495393215.1353212,,,,,,,,,,,,,,,,,,,,,,,,,243652801.04992884,90242212.03670795,90242212.03670795,,,,,,492781782.15870947,273768548.1016863,273768548.1016863,495393215.1353212,273768548.1016863,273768548.1016863,312095864.062904,173387482.4897827,173387482.4897827,411575848.7856782,228654008.56642443,228654008.56642443,495393215.1353212,228654008.56642443,228654008.56642443
Visibilities averaged8 [1/s],,,156858909.7132084,156858909.7132084,74301326.54752558,156858909.7132084,,,,,,,,,,,,,,,,,,,,,,,,,77149043.53468227,28573857.206178192,28573857.206178192,,,,,,156032038.2160109,86684747.90731293,86684747.90731293,156858909.7132084,86684747.90731293,86684747.90731293,98820523.71172728,54900573.18172215,54900573.18172215,130319384.54622322,72399898.48364538,72399898.48364538,156858909.7132084,72399898.48364538,72399898.48364538
Visibilities averaged9 [1/s],,,137193016.99216768,137193016.99216768,64985936.560522445,137193016.99216768,,,,,,,,,,,,,,,,,,,,,,,,,67476626.35125338,24991463.247999873,24991463.247999873,,,,,,136469812.96395683,75816809.60522664,75816809.60522664,137193016.99216768,75816809.60522664,75816809.60522664,21607771.298336864,12004379.099616932,12004379.099616932,113980835.20501056,63322896.48741312,63322896.48741312,137193016.99216768,63322896.48741312,63322896.48741312
Visibilities averaged10 [1/s],,,9832946.631642792,9832946.631642792,4657695.121927539,9832946.631642792,,,,,,,,,,,,,,,,,,,,,,,,,4836208.72506255,1791197.0284775805,1791197.0284775805,,,,,,9781112.895720268,5433969.300873212,5433969.300873212,9832946.631642792,5433969.300873212,5433969.300873212,,,,8169274.895856582,4538501.123255574,4538501.123255574,9832946.631642792,4538501.123255574,4538501.123255574
Visibilities averaged11 [1/s],,,4214119.9733702345,4214119.9733702345,1996155.0467506892,4214119.9733702345,,,,,,,,,,,,,,,,,,,,,,,,,2072660.8764547457,767655.8672308879,767655.8672308879,,,,,,4191905.5151789756,2328843.9796672305,2328843.9796672305,4214119.9733702345,2328843.9796672305,2328843.9796672305,,,,3501117.8028563806,1945071.904603555,1945071.904603555,4214119.9733702345,1945071.904603555,1945071.904603555
Visibilities pred0 [1/s],3610566.5099345464,423194095.29833394,716090.332757339,241609545.09431344,593553.7225369944,241609545.09431344,2776629.70880828,2571284.6156328795,3228714.7163264,9686144.1489792,2314603.2012381065,2571284.6156328795,3228714.7163264,9686144.1489792,2314603.2012381065,2571284.6156328795,3228714.7163264,9686144.1489792,329977.41156882973,800110.3533410244,992559.5537826391,11576477.286249842,593553.7225369944,1015950.3430569423,204338.06615205077,17282099.23155682,593553.7225369944,776969.5866982543,776969.5866982543,8147192.635389234,326460.5604529313,784888.6440528558,985969.6387657713,1808748.750824634,1808748.750824634,1808748.750824634,1193049.3754058974,5476886.68607576,593553.7225369944,573558.2324082683,830975.2115517922,663639.3355268477,573558.2324082683,830975.2115517922,774193.4141382019,2437794.6726493896,830975.2115517922,1043666.7188045931,1988726.47989869,1988726.47989869,839706.3426737391,1988726.47989869,1988726.47989869
Visibilities pred1 [1/s],1948188.6617438563,158712256.1429741,88398.3822263178,30497742.326400407,61062.76833996849,30497742.326400407,1498309.1169220963,1387412.733503931,1387412.733503931,6238477.533916786,1248792.24774352,1387412.733503931,1387412.733503931,6238477.533916786,1248792.24774352,1387412.733503931,1387412.733503931,6238477.533916786,61112.86681122816,148189.11920900783,148189.11920900783,1429501.8087744212,54670.07454369047,203845.74417932404,27335.037271845238,2055012.0060082055,64278.61767934154,153496.73233838324,153496.73233838324,1073111.857962138,60013.66413021812,143698.9636172732,143698.9636172732,322592.7153914575,322592.7153914575,322592.7153914575,159153.58071450522,966078.3365484155,54632.25741025076,72257.05382601058,68407.71670503021,97542.17331012466,72257.05382601058,68407.71670503021,131300.83705060658,451507.38944235974,72257.05382601058,194945.1696835073,377104.1649967513,377104.1649967513,155516.66327813783,377104.1649967513,377104.1649967513
Visibilities pred2 [1/s],3988616.3606995237,325080391.1183711,66100.25491938693,23326643.91271687,61170.674813298356,23326643.91271687,3067655.6180943,2840513.529386955,2840513.529386955,25552329.19255445,2556585.91517564,2840513.529386955,2840513.529386955,25552329.19255445,2556585.91517564,2840513.529386955,2840513.529386955,25552329.19255445,62839.76232342034,155150.26571286368,155150.26571286368,1122532.0251761735,40885.978675776205,203258.57389392328,20442.989337888106,1728986.5612418326,51505.60391483945,143488.56800991428,143488.56800991428,752386.513112494,61199.49929229817,148402.25252641633,148402.25252641633,334035.04365990317,334035.04365990317,334035.04365990317,155634.9577648025,1011461.3236715904,42912.65771823925,72737.76128307858,40529.03329513076,97257.15106242638,72737.76128307858,40529.03329513076,130918.64937161913,450207.19000064774,72737.76128307858,196056.52192063633,376017.9501183044,376017.9501183044,155065.56652426175,376017.9501183044,376017.9501183044
Visibilities pred3 [1/s],18502694.340566125,814501371.0890818,218777.85586265312,65686758.90609715,248961.8768110334,65686758.90609715,14230700.6009182,13176787.307993311,13176787.307993311,128036064.91597703,10165196.30397441,13176787.307993311,13176787.307993311,128036064.91597703,10165196.30397441,13176787.307993311,13176787.307993311,128036064.91597703,245673.5849820245,595744.5937325673,595744.5937325673,2873635.1591620515,141622.58873620452,819494.5635906133,54949.85994367155,4647440.147544678,166622.98174879325,771352.5256007435,771352.5256007435,2696509.323934977,246737.82558179213,598325.2910600234,598325.2910600234,1296876.5905214627,1296876.5905214627,1296876.5905214627,679740.4841190967,4531107.721096022,174281.97481523294,290454.2017476618,165758.4369000273,392103.4229052717,290454.2017476618,165758.4369000273,527819.5994952194,1815139.3346248912,290454.2017476618,804313.4864495109,1516023.046090397,1516023.046090397,625178.1438826927,1516023.046090397,1516023.046090397
Visibilities pred4 [1/s],28372268.931704044,624551447.5564057,872742.5718207551,161307147.9011916,970366.3459276555,161307147.9011916,21821714.12154865,20205453.943647508,20205453.943647508,196346924.55335113,18185128.719827667,20205453.943647508,20205453.943647508,196346924.55335113,18185128.719827667,20205453.943647508,20205453.943647508,196346924.55335113,1053333.584683511,2438211.5735048177,2438211.5735048177,8097336.194221758,551998.2218540107,3833094.764727136,154217.73333570082,13043121.240024522,,,,,976519.8450413927,2448773.5479409676,2448773.5479409676,5459394.861500343,5459394.861500343,5459394.861500343,847829.5662794219,6358200.2433016645,679276.3165744379,1132090.3420038933,636824.1379337606,1528299.1589906237,1132090.3420038933,636824.1379337606,2139589.800675709,7428853.120970112,1132090.3420038933,3249037.4920084886,6204650.944006526,6204650.944006526,2474284.127693177,6204650.944006526,6204650.944006526
Visibilities pred5 [1/s],,,910642.7784736316,113156925.28617917,1000614.3338841354,113156925.28617917,,,,,,,,,,,,,1163764.8942417167,2394535.451029523,2394535.451029523,7952334.07706699,,,,,,,,,1038938.8076563287,2404908.1937757605,2404908.1937757605,6702000.472524096,6702000.472524096,6702000.472524096,,,710977.3894164742,1167380.1733090272,656668.5252384874,1558628.3450128692,1167380.1733090272,656668.5252384874,2148997.0477265194,7295782.519740422,1167380.1733090272,3290535.0500268918,6093507.554281697,6093507.554281697,2632441.046528647,6093507.554281697,6093507.554281697
Visibilities pred6 [1/s],,,3495841.473283441,259168378.321601,4001355.352347793,259168378.321601,,,,,,,,,,,,,507696.39930947724,1566939.8485684292,1566939.8485684292,5203870.39005484,,,,,,,,,3739189.8124173447,11540578.74701172,11540578.74701172,16446153.148886474,16446153.148886474,16446153.148886474,,,2700948.7115189796,4668237.333820917,2625927.215662648,6077003.454375209,4668237.333820917,2625927.215662648,8102621.311450596,35010730.81807276,4668237.333820917,12632338.080090322,29241291.63496893,29241291.63496893,9474283.349799572,29241291.63496893,29241291.63496893
Visibilities pred7 [1/s],,,6212656.336739425,495393215.1353212,6704745.990194432,495393215.1353212,,,,,,,,,,,,,,,,,,,,,,,,,7309735.630606023,22560725.28139857,22560725.28139857,,,,,,4693363.5636143,7822187.717989074,4562998.543247819,10559900.894514982,7822187.717989074,4562998.543247819,14783794.40244291,68442638.4057882,7822187.717989074,27438845.46191792,57163929.21354138,57163929.21354138,18521263.393653784,57163929.21354138,57163929.21354138
Visibilities pred8 [1/s],,,2885117.415628619,156858909.7132084,3566547.826368484,156858909.7132084,,,,,,,,,,,,,,,,,,,,,,,,,3703216.3463683575,8572200.799852682,8572200.799852682,,,,,,2292797.0490677897,4160964.4218790983,2229110.7620133143,4814810.302112063,4160964.4218790983,2229110.7620133143,7021571.898381179,26005551.376176804,4160964.4218790983,10425687.79268989,21720077.7258466,21720077.7258466,9383137.04346221,21720077.7258466,21720077.7258466
Visibilities pred9 [1/s],,,3965308.254962206,137193016.99216768,4765720.8937347615,137193016.99216768,,,,,,,,,,,,,,,,,,,,,,,,,3958681.1618062654,18327123.937945276,18327123.937945276,,,,,,2859448.4396927357,5559997.492158848,2780021.8876468674,6433689.564506442,5559997.492158848,2780021.8876468674,1620607.1462675105,6002189.549808466,960366.989998549,16717356.321762979,46436916.91469366,46436916.91469366,10030429.562601425,46436916.91469366,46436916.91469366
Visibilities pred10 [1/s],,,391853.1283658917,9832946.631642792,403672.5791156482,9832946.631642792,,,,,,,,,,,,,,,,,,,,,,,,,502971.12372070574,1552372.581699313,1552372.581699313,,,,,,290645.5617541059,470950.5078957121,282572.29507614195,726607.2699162777,470950.5078957121,282572.29507614195,,,,1416018.725051257,3933372.1611527163,3933372.1611527163,1274418.5479127849,3933372.1611527163,3933372.1611527163
Visibilities pred11 [1/s],,,232527.14258117645,4214119.9733702345,266156.9809855564,4214119.9733702345,,,,,,,,,,,,,,,,,,,,,,,,,248721.5326627335,767655.8672308879,767655.8672308879,,,,,,179656.6274006602,310515.94265843043,174666.28400084836,359310.4114519165,310515.94265843043,174666.28400084836,,,,1400455.8402069337,1945071.904603555,1945071.904603555,630205.8546826786,1945071.904603555,1945071.904603555
Visibilities bw0 [1/s],3610566.5099345464,423194095.29833394,716090.332757339,241609545.09431344,593553.7225369944,241609545.09431344,2776629.70880828,2571284.6156328795,3228714.7163264,9686144.1489792,2314603.2012381065,2571284.6156328795,3228714.7163264,9686144.1489792,2314603.2012381065,2571284.6156328795,3228714.7163264,9686144.1489792,329977.41156882973,800110.3533410244,992559.5537826391,11576477.286249842,593553.7225369944,1015950.3430569423,204338.06615205077,17282099.23155682,593553.7225369944,776969.5866982543,776969.5866982543,8147192.635389234,326460.5604529313,784888.6440528558,985969.6387657713,1808748.750824634,1808748.750824634,1808748.750824634,1193049.3754058974,5476886.68607576,593553.7225369944,573558.2324082683,830975.2115517922,663639.3355268477,573558.2324082683,830975.2115517922,774193.4141382019,2437794.6726493896,830975.2115517922,1043666.7188045931,1988726.47989869,1988726.47989869,839706.3426737391,1988726.47989869,1988726.47989869
